locus_tag,protein_id,product
QSJ49_RS02200,WP_205251381.1,DNA-directed RNA polymerase subunit epsilon
QSJ49_RS02205,WP_010902081.1,DsbA family protein
QSJ49_RS02210,WP_205251382.1,endonuclease NucS
QSJ49_RS02215,WP_205251383.1,DNA mismatch repair protein MutS
QSJ49_RS02220,WP_229373389.1,amino acid permease
QSJ49_RS02225,WP_205251385.1,TrkA family potassium uptake protein
QSJ49_RS02230,WP_010902086.1,GNAT family N-acetyltransferase
QSJ49_RS02235,WP_010902087.1,50S ribosomal protein L15e
QSJ49_RS02240,WP_010902088.1,restriction endonuclease
QSJ49_RS02245,WP_010902089.1,RIO1 family regulatory kinase/ATPase
QSJ49_RS02250,WP_010902090.1,halorhodopsin
QSJ49_RS02255,WP_010902091.1,biotin/lipoate A/B protein ligase family protein
QSJ49_RS02260,WP_010902092.1,deoxyribonuclease IV
QSJ49_RS02265,WP_012289114.1,class I SAM-dependent methyltransferase
QSJ49_RS02270,WP_205251386.1,aminopeptidase
QSJ49_RS02275,WP_012289115.1,hypothetical protein
QSJ49_RS02280,WP_205251387.1,MFS transporter
QSJ49_RS02285,WP_010902097.1,HD domain-containing protein
QSJ49_RS02290,WP_010902098.1,TIGR00269 family protein
QSJ49_RS02295,WP_012289116.1,cell division protein FtsZ
QSJ49_RS02300,WP_010902100.1,ribbon-helix-helix domain-containing protein
QSJ49_RS02305,WP_205251388.1,zinc-ribbon domain-containing protein
QSJ49_RS02315,WP_205251389.1,hypothetical protein
QSJ49_RS02320,WP_205251390.1,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
QSJ49_RS02325,WP_205251391.1,hypothetical protein
QSJ49_RS02330,WP_205251392.1,hypothetical protein
QSJ49_RS02335,WP_205251393.1,hypothetical protein
QSJ49_RS02340,WP_012289120.1,hypothetical protein
QSJ49_RS02345,WP_205251394.1,archaellin/type IV pilin N-terminal domain-containing protein
QSJ49_RS02350,WP_205251395.1,type II secretion system F family protein
QSJ49_RS02355,WP_205251396.1,type II/IV secretion system ATPase subunit
QSJ49_RS02360,WP_229373390.1,DUF4129 domain-containing protein
QSJ49_RS02365,WP_205251397.1,hypothetical protein
QSJ49_RS02370,WP_205251398.1,DUF58 domain-containing protein
QSJ49_RS02375,WP_205251399.1,hypothetical protein
QSJ49_RS02380,WP_205251400.1,AAA family ATPase
QSJ49_RS02390,WP_205251401.1,trypsin-like peptidase domain-containing protein
QSJ49_RS02395,WP_205251402.1,DUF192 domain-containing protein
QSJ49_RS02400,WP_010902125.1,GMP synthase subunit A
QSJ49_RS02405,WP_205251403.1,DUF2070 family protein
QSJ49_RS02410,WP_205251404.1,MBL fold metallo-hydrolase
QSJ49_RS02415,WP_010902128.1,DUF3194 domain-containing protein
QSJ49_RS02420,WP_010902129.1,prefoldin subunit beta
QSJ49_RS02425,WP_012289126.1,KEOPS complex subunit Pcc1
QSJ49_RS02430,WP_010902130.1,DNA-directed RNA polymerase subunit P
QSJ49_RS02435,WP_012289127.1,50S ribosomal protein L37ae
QSJ49_RS02440,WP_205251405.1,hypothetical protein
QSJ49_RS02445,WP_205251406.1,DUF2103 domain-containing protein
QSJ49_RS02450,WP_205251407.1,tRNA pseudouridine(13) synthase TruD
QSJ49_RS02455,WP_205251408.1,peptidyl-tRNA hydrolase Pth2
QSJ49_RS02460,WP_205251409.1,YIP1 family protein
QSJ49_RS02465,WP_010902137.1,dCTP deaminase
QSJ49_RS02470,WP_010902138.1,thiamine-phosphate synthase family protein
QSJ49_RS02475,WP_010902139.1,hypothetical protein
QSJ49_RS02480,WP_205251410.1,DUF5059 domain-containing protein
QSJ49_RS02485,WP_205251411.1,4-phosphopantoate--beta-alanine ligase
QSJ49_RS02490,WP_205251412.1,sugar kinase
QSJ49_RS02495,WP_205251413.1,phosphoglycerol geranylgeranyltransferase
QSJ49_RS02500,WP_010902144.1,transcription initiation factor IIB
QSJ49_RS02505,WP_205251414.1,ribonuclease HI
QSJ49_RS02510,WP_205251415.1,rnhA operon protein
QSJ49_RS02515,WP_205251416.1,PadR family transcriptional regulator
QSJ49_RS02520,WP_010902148.1,inorganic diphosphatase
QSJ49_RS02525,WP_205251417.1,bifunctional oligoribonuclease/PAP phosphatase NrnA
QSJ49_RS02530,WP_010902151.1,alkaline phosphatase family protein
QSJ49_RS02535,WP_010902152.1,tubulin/FtsZ family protein
QSJ49_RS02540,WP_205251418.1,DUF5791 family protein
QSJ49_RS02545,WP_205251419.1,SDR family oxidoreductase
QSJ49_RS02550,WP_205251420.1,aldo/keto reductase
QSJ49_RS02555,WP_012289129.1,MFS transporter
QSJ49_RS02560,WP_205251421.1,glycosyl transferase family 2
QSJ49_RS02565,WP_205251422.1,hypothetical protein
QSJ49_RS02570,WP_205251423.1,CoA pyrophosphatase
QSJ49_RS02575,WP_205251424.1,FAD-dependent oxidoreductase
QSJ49_RS02580,WP_012289131.1,LLM class flavin-dependent oxidoreductase
QSJ49_RS02585,WP_157849916.1,hypothetical protein
QSJ49_RS02590,WP_205251425.1,FAD-binding oxidoreductase
QSJ49_RS02595,WP_010902163.1,Hsp20/alpha crystallin family protein
QSJ49_RS02600,WP_010902164.1,hypothetical protein
QSJ49_RS02605,WP_205251426.1,DUF429 domain-containing protein
QSJ49_RS02610,WP_136361084.1,radical SAM protein
QSJ49_RS02615,WP_205251427.1,IS200/IS605-like element ISH22 family transposase
QSJ49_RS02620,WP_010902167.1,RNA-guided endonuclease TnpB family protein
QSJ49_RS02625,WP_010902168.1,TRAM domain-containing protein
QSJ49_RS02630,WP_010902169.1,YkgJ family cysteine cluster protein
QSJ49_RS02635,WP_205251428.1,MBL fold metallo-hydrolase
QSJ49_RS02640,WP_010902171.1,helix-turn-helix domain-containing protein
QSJ49_RS02645,WP_012289133.1,class I SAM-dependent methyltransferase
QSJ49_RS02650,WP_010902173.1,glycosyltransferase
QSJ49_RS02655,WP_010902174.1,amidohydrolase family protein
QSJ49_RS02660,WP_010902175.1,TRIC cation channel family protein
QSJ49_RS02665,WP_205251429.1,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein
QSJ49_RS02670,WP_205251430.1,nicotinamide-nucleotide adenylyltransferase
QSJ49_RS02675,WP_010902178.1,ATP-dependent protease LonB
QSJ49_RS02680,WP_205251431.1,MGMT family protein
QSJ49_RS02685,WP_205251432.1,indole-3-glycerol phosphate synthase
QSJ49_RS02690,WP_205251433.1,tryptophan synthase subunit beta
QSJ49_RS02695,WP_205251434.1,tryptophan synthase subunit alpha
QSJ49_RS02700,WP_010902183.1,2-amino-3%2C7-dideoxy-D-threo-hept-6-ulosonate synthase
QSJ49_RS02705,WP_012289137.1,hypothetical protein
QSJ49_RS02710,WP_010902185.1,3-dehydroquinate synthase II
QSJ49_RS02715,WP_012289138.1,zinc ribbon domain-containing protein
QSJ49_RS02720,WP_012289139.1,type I 3-dehydroquinate dehydratase
QSJ49_RS02725,WP_010902188.1,transcription initiation factor IIB
QSJ49_RS02730,WP_205251435.1,cobalamin-binding protein
QSJ49_RS02735,WP_205251436.1,flippase-like domain-containing protein
QSJ49_RS02740,WP_010902191.1,hypothetical protein
QSJ49_RS02745,WP_205251437.1,winged helix-turn-helix transcriptional regulator
QSJ49_RS02750,WP_010902193.1,SPFH domain-containing protein
QSJ49_RS02755,WP_010902194.1,NfeD family protein
QSJ49_RS02760,WP_010902195.1,hypothetical protein
QSJ49_RS02765,WP_010902196.1,pyruvate kinase
QSJ49_RS02770,WP_205251438.1,methionine--tRNA ligase
QSJ49_RS02775,WP_205251439.1,tyrosine decarboxylase MfnA
QSJ49_RS02780,WP_205251440.1,M48 family metallopeptidase
QSJ49_RS02785,WP_205251441.1,pyruvate%2C water dikinase
QSJ49_RS02790,WP_010902201.1,hypothetical protein
QSJ49_RS02795,WP_205251442.1,PhzF family phenazine biosynthesis protein
QSJ49_RS02800,WP_205251443.1,hypothetical protein
QSJ49_RS02805,WP_010902203.1,phosphoribosyltransferase
QSJ49_RS02810,WP_205251444.1,S-methyl-5'-thioadenosine phosphorylase
QSJ49_RS02815,WP_010902206.1,hypothetical protein
QSJ49_RS02820,WP_205251445.1,ScpA family protein
QSJ49_RS02825,WP_205251446.1,chromosome segregation protein SMC
QSJ49_RS02830,WP_205251447.1,hypothetical protein
QSJ49_RS02835,WP_205251448.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
QSJ49_RS02840,WP_205251449.1,hypothetical protein
QSJ49_RS02845,WP_229373391.1,hypothetical protein
QSJ49_RS02850,WP_205251451.1,DNA topoisomerase I
QSJ49_RS02855,WP_012289141.1,DNA repair protein NreA
QSJ49_RS02860,WP_010902215.1,hypothetical protein
QSJ49_RS02865,WP_205251452.1,type II CAAX endopeptidase family protein
QSJ49_RS02870,WP_205251453.1,chemotaxis signal transducer protein MpcT
QSJ49_RS02875,WP_012289142.1,DUF5789 family protein
QSJ49_RS02880,WP_010902219.1,hypothetical protein
QSJ49_RS02885,WP_205251454.1,DUF5788 family protein
QSJ49_RS02890,WP_010902221.1,rhomboid family intramembrane serine protease
QSJ49_RS02895,WP_010902222.1,endonuclease V
QSJ49_RS02900,WP_205251455.1,SDR family oxidoreductase
QSJ49_RS02905,WP_205251456.1,ArsA family ATPase
QSJ49_RS02910,WP_010902225.1,nuclear transport factor 2 family protein
QSJ49_RS02915,WP_205251457.1,CinA family protein
QSJ49_RS02920,WP_205251458.1,metal-dependent hydrolase
QSJ49_RS02925,WP_205251459.1,PHP domain-containing protein
QSJ49_RS02930,WP_205251460.1,acyl-CoA dehydrogenase
QSJ49_RS02935,WP_012289147.1,hypothetical protein
QSJ49_RS02940,WP_010902230.1,transcription elongation factor Spt5
QSJ49_RS02945,WP_205251461.1,protein translocase SEC61 complex subunit gamma
QSJ49_RS02950,WP_010902232.1,cell division protein FtsZ
QSJ49_RS02955,WP_205251462.1,D-aminoacyl-tRNA deacylase
QSJ49_RS02960,WP_205251463.1,calcium/sodium antiporter
QSJ49_RS02965,WP_205251464.1,shikimate dehydrogenase
QSJ49_RS02970,WP_012289149.1,helix-hairpin-helix domain-containing protein
QSJ49_RS02975,WP_205251465.1,aminodeoxychorismate synthase%2C component I
QSJ49_RS02980,WP_205251466.1,aminodeoxychorismate/anthranilate synthase component II
QSJ49_RS02985,WP_205251467.1,aminodeoxychorismate lyase
QSJ49_RS02990,WP_010902240.1,Rieske (2Fe-2S) protein
QSJ49_RS02995,WP_205251468.1,transcriptional regulator
QSJ49_RS03000,WP_205251469.1,NDP-sugar synthase
QSJ49_RS03005,WP_205251470.1,diphthine--ammonia ligase
QSJ49_RS03010,WP_205251471.1,DUF373 family protein
QSJ49_RS03015,WP_010902245.1,coiled-coil protein
QSJ49_RS03020,WP_205251472.1,DUF371 domain-containing protein
QSJ49_RS03025,WP_205251473.1,endonuclease III
QSJ49_RS03030,WP_229373392.1,hypothetical protein
QSJ49_RS03035,WP_205251474.1,beta-CASP ribonuclease aCPSF1
QSJ49_RS03040,WP_010902250.1,hypothetical protein
QSJ49_RS03045,WP_205251475.1,proline--tRNA ligase
QSJ49_RS03050,WP_205251476.1,hypothetical protein
QSJ49_RS03055,WP_010902253.1,SDR family oxidoreductase
QSJ49_RS03060,WP_205251477.1,NAD(P)-dependent glycerol-1-phosphate dehydrogenase
QSJ49_RS03065,WP_205251478.1,lysylphosphatidylglycerol synthase domain-containing protein
QSJ49_RS03070,WP_205251479.1,M48 family metalloprotease
QSJ49_RS03075,WP_205251480.1,S9 family peptidase
QSJ49_RS03080,WP_205251481.1,glycosyltransferase
QSJ49_RS03085,WP_205251482.1,dihydropteroate synthase
QSJ49_RS03090,WP_205251483.1,formyltransferase family protein
QSJ49_RS03095,WP_338416983.1,adenylosuccinate lyase
QSJ49_RS03100,WP_010902262.1,metallophosphoesterase
QSJ49_RS03105,WP_010902263.1,NYN domain-containing protein
QSJ49_RS03110,WP_010902264.1,hypothetical protein
QSJ49_RS03115,WP_205251485.1,PUA domain-containing protein
QSJ49_RS03120,WP_205251486.1,cytochrome P450
QSJ49_RS03125,WP_205251487.1,nascent polypeptide-associated complex protein
QSJ49_RS03130,WP_010902268.1,tRNA (adenine-N1)-methyltransferase
QSJ49_RS03135,WP_205251488.1,transcription factor S
QSJ49_RS03140,WP_010902270.1,MFS transporter
QSJ49_RS03145,WP_010902271.1,enoyl-CoA hydratase-related protein
QSJ49_RS03150,WP_205251489.1,DUF5797 family protein
QSJ49_RS03155,WP_205251490.1,DUF5787 family protein
QSJ49_RS03160,WP_010902274.1,bis(5'-nucleosyl)-tetraphosphatase
QSJ49_RS03165,WP_205251491.1,uS10/mL48 family ribosomal protein
QSJ49_RS03170,WP_010902276.1,hypothetical protein
QSJ49_RS03175,WP_010902277.1,Na+/H+ antiporter NhaC family protein
QSJ49_RS03180,WP_205251492.1,amidohydrolase
QSJ49_RS03185,WP_010902279.1,geranylgeranyl reductase family protein
QSJ49_RS03190,WP_205251493.1,2Fe-2S iron-sulfur cluster-binding protein
QSJ49_RS03195,WP_205251494.1,MBL fold metallo-hydrolase
QSJ49_RS03200,WP_010902282.1,hypothetical protein
QSJ49_RS03205,WP_205251495.1,mandelate racemase/muconate lactonizing enzyme family protein
QSJ49_RS03210,WP_205251496.1,dihydrodipicolinate synthase family protein
QSJ49_RS03215,WP_205251497.1,HAD hydrolase family protein
QSJ49_RS03220,WP_010902286.1,glucose 1-dehydrogenase
QSJ49_RS03225,WP_205251498.1,transcriptional regulator GfcR
QSJ49_RS03230,WP_012289157.1,glutaredoxin
QSJ49_RS03235,WP_049892486.1,phosphate signaling complex protein PhoU
QSJ49_RS03240,WP_010902290.1,phosphate ABC transporter ATP-binding protein PstB
QSJ49_RS03245,WP_205251499.1,phosphate ABC transporter permease PstA
QSJ49_RS03250,WP_010902292.1,phosphate ABC transporter permease subunit PstC
QSJ49_RS03255,WP_205251500.1,PstS family phosphate ABC transporter substrate-binding protein
QSJ49_RS03260,WP_010902294.1,phosphate uptake regulator PhoU
QSJ49_RS03265,WP_205251501.1,phosphoadenosine phosphosulfate reductase family protein
QSJ49_RS03270,WP_010902296.1,aspartate--tRNA(Asn) ligase
QSJ49_RS03275,WP_010902297.1,transcriptional regulator
QSJ49_RS03280,WP_205251502.1,hypothetical protein
QSJ49_RS03285,WP_205251503.1,ABC transporter ATP-binding protein
QSJ49_RS03290,WP_205251504.1,ABC transporter permease
QSJ49_RS03295,WP_012289160.1,aldo/keto reductase
QSJ49_RS03300,WP_205251505.1,digeranylgeranylglycerophospholipid reductase
QSJ49_RS03305,WP_205251506.1,hypothetical protein
QSJ49_RS03310,WP_205251507.1,ABC transporter ATP-binding protein
QSJ49_RS03315,WP_010902305.1,helix-turn-helix transcriptional regulator
QSJ49_RS03320,WP_010902306.1,DUF2178 domain-containing protein
QSJ49_RS03325,WP_010902307.1,2-oxoacid:ferredoxin oxidoreductase subunit beta
QSJ49_RS03330,WP_010902308.1,2-oxoacid:acceptor oxidoreductase subunit alpha
QSJ49_RS03335,WP_205251508.1,FAD-binding oxidoreductase
QSJ49_RS03340,NA,NUDIX domain-containing protein
QSJ49_RS03345,WP_205251509.1,methylmalonyl-CoA epimerase
QSJ49_RS03350,WP_205251510.1,oxidoreductase
QSJ49_RS03355,WP_205251511.1,methylmalonyl-CoA mutase family protein
QSJ49_RS03360,WP_205251512.1,GNAT family N-acetyltransferase
QSJ49_RS03365,WP_205251513.1,outer membrane lipoprotein carrier protein LolA
QSJ49_RS03370,WP_205251514.1,AMP-binding protein
QSJ49_RS03375,WP_205251515.1,hypothetical protein
QSJ49_RS03380,WP_205251516.1,GNAT family protein
QSJ49_RS03385,WP_205251517.1,GNAT family protein
QSJ49_RS03390,WP_010902320.1,hypothetical protein
QSJ49_RS03395,WP_205251518.1,molecular chaperone DnaJ
QSJ49_RS03400,WP_205251519.1,molecular chaperone DnaK
QSJ49_RS03405,WP_205251520.1,hypothetical protein
QSJ49_RS03410,WP_205251521.1,nucleotide exchange factor GrpE
QSJ49_RS03415,WP_205251522.1,hypothetical protein
QSJ49_RS03420,WP_010902326.1,hypothetical protein
QSJ49_RS03425,WP_205251523.1,RsmB/NOP family class I SAM-dependent RNA methyltransferase
QSJ49_RS03430,WP_205251524.1,proteasome assembly chaperone family protein
QSJ49_RS03435,WP_148265491.1,MFS transporter
QSJ49_RS03440,WP_205251525.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
QSJ49_RS03445,WP_205251526.1,class I SAM-dependent methyltransferase
QSJ49_RS03450,WP_205251527.1,redox-regulated ATPase YchF
QSJ49_RS03455,WP_205251528.1,hemolysin family protein
QSJ49_RS03460,WP_205251529.1,hypothetical protein
QSJ49_RS03465,WP_205251530.1,polymer-forming cytoskeletal protein
QSJ49_RS03470,WP_010902336.1,DUF5800 family protein
QSJ49_RS03475,WP_010902337.1,hypothetical protein
QSJ49_RS03480,WP_012289167.1,proteasome-activating nucleotidase
QSJ49_RS03485,WP_205251531.1,helix-turn-helix domain-containing protein
QSJ49_RS03490,WP_205251532.1,DNA double-strand break repair protein Mre11
QSJ49_RS03495,WP_205251533.1,DNA double-strand break repair ATPase Rad50
QSJ49_RS03500,WP_010902342.1,hypothetical protein
QSJ49_RS03505,WP_205251534.1,hypothetical protein
QSJ49_RS03510,WP_136361093.1,hypothetical protein
QSJ49_RS03515,WP_010902344.1,hypothetical protein
QSJ49_RS03520,WP_205251535.1,DNA-directed DNA polymerase
QSJ49_RS03525,WP_205251536.1,SDR family oxidoreductase
QSJ49_RS03530,WP_205251537.1,ABC transporter ATP-binding protein
QSJ49_RS03535,WP_010902348.1,Fe-S cluster assembly protein SufB
QSJ49_RS03540,WP_010902349.1,Fe-S cluster assembly protein SufD
QSJ49_RS03545,WP_049892592.1,rubrerythrin
QSJ49_RS03550,WP_010902351.1,metal-dependent transcriptional regulator
QSJ49_RS03560,WP_049892487.1,hypothetical protein
QSJ49_RS03565,WP_012289172.1,AIM24 family protein
QSJ49_RS03570,WP_205251877.1,HD domain-containing protein
QSJ49_RS03575,WP_012289174.1,TMEM165/GDT1 family protein
QSJ49_RS03580,WP_012289175.1,metal-dependent transcriptional regulator
QSJ49_RS03585,WP_205251538.1,TRAP transporter permease
QSJ49_RS03590,WP_205251539.1,DUF1850 domain-containing protein
QSJ49_RS03595,WP_205251540.1,TAXI family TRAP transporter solute-binding subunit
QSJ49_RS03600,WP_205251541.1,threonine synthase
QSJ49_RS03605,WP_205251542.1,NAD(P)/FAD-dependent oxidoreductase
QSJ49_RS03610,WP_229373393.1,metallophosphoesterase
QSJ49_RS03615,WP_012289178.1,J domain-containing protein
QSJ49_RS03620,WP_205251543.1,proteasome assembly chaperone family protein
QSJ49_RS03625,WP_010902365.1,RNA-protein complex protein Nop10
QSJ49_RS03630,WP_010902366.1,translation initiation factor IF-2 subunit alpha
QSJ49_RS03635,WP_010902367.1,30S ribosomal protein S27e
QSJ49_RS03640,WP_012289179.1,50S ribosomal protein L44e
QSJ49_RS03645,WP_205251544.1,hypothetical protein
QSJ49_RS03650,WP_012289181.1,HAH_0734 family protein
QSJ49_RS03655,WP_205251545.1,DUF2298 domain-containing protein
QSJ49_RS03660,WP_205251546.1,lipopolysaccharide biosynthesis protein
QSJ49_RS03670,WP_205251547.1,DJ-1/PfpI family protein
QSJ49_RS03675,WP_010902373.1,hypoxanthine/guanine phosphoribosyltransferase
QSJ49_RS03680,WP_205251548.1,Na(+)/H(+) antiporter subunit D
QSJ49_RS03685,WP_205251549.1,cation:proton antiporter
QSJ49_RS03690,WP_205251550.1,monovalent cation/H+ antiporter subunit D family protein
QSJ49_RS03695,WP_010902377.1,cation:proton antiporter subunit C
QSJ49_RS03700,WP_205251551.1,Na(+)/H(+) antiporter subunit B
QSJ49_RS03705,WP_010902379.1,DUF4040 domain-containing protein
QSJ49_RS03710,WP_205251552.1,monovalent cation/H(+) antiporter subunit G
QSJ49_RS03715,WP_010902381.1,cation:proton antiporter
QSJ49_RS03720,WP_010902382.1,monovalent cation/H+ antiporter subunit E
QSJ49_RS03725,WP_205251553.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
QSJ49_RS03730,WP_012289184.1,SRPBCC family protein
QSJ49_RS03735,WP_205251554.1,plastocyanin/azurin family copper-binding protein
QSJ49_RS03740,WP_010902385.1,MTH865 family protein
QSJ49_RS03745,WP_205251555.1,M28 family metallopeptidase
QSJ49_RS03750,WP_205251556.1,NAD(+)/NADH kinase
QSJ49_RS03755,WP_205251557.1,hypothetical protein
QSJ49_RS03760,WP_010902389.1,hypothetical protein
QSJ49_RS03765,WP_010902390.1,hypothetical protein
QSJ49_RS03770,WP_205251558.1,cytochrome bc complex cytochrome b subunit
QSJ49_RS03775,WP_010902392.1,cytochrome bc complex cytochrome b subunit
QSJ49_RS03780,WP_010902393.1,ubiquinol-cytochrome c reductase iron-sulfur subunit
QSJ49_RS03785,WP_010902394.1,hypothetical protein
QSJ49_RS03790,WP_010902395.1,plastocyanin/azurin family copper-binding protein
QSJ49_RS03795,WP_205251559.1,hypothetical protein
QSJ49_RS03800,WP_205251560.1,hypothetical protein
QSJ49_RS03805,WP_205251561.1,helix-turn-helix domain-containing protein
QSJ49_RS03810,WP_205251562.1,endonuclease III
QSJ49_RS03815,WP_205251563.1,phosphomevalonate decarboxylase MvaD
QSJ49_RS03820,WP_205251565.1,hypothetical protein
QSJ49_RS03825,WP_205251566.1,VOC family protein
QSJ49_RS03830,WP_205251567.1,DUF2797 domain-containing protein
QSJ49_RS03835,WP_205251568.1,hypothetical protein
QSJ49_RS03840,WP_205251569.1,glycosyltransferase
QSJ49_RS03845,WP_267875147.1,glycosyltransferase family 4 protein
QSJ49_RS03850,WP_010902407.1,ribonuclease P protein component 4
QSJ49_RS03855,WP_010902408.1,YhbY family RNA-binding protein
QSJ49_RS03860,WP_205251571.1,universal stress protein
QSJ49_RS03870,WP_205251572.1,hypothetical protein
QSJ49_RS03875,WP_010902410.1,DUF5798 family protein
QSJ49_RS03880,WP_012289191.1,PLP-dependent cysteine synthase family protein
QSJ49_RS03885,WP_205251573.1,CoA-binding protein
QSJ49_RS03890,WP_010902413.1,hypothetical protein
QSJ49_RS03895,WP_010902414.1,geranylgeranylglycerol-phosphate geranylgeranyltransferase
QSJ49_RS03905,WP_205251574.1,hypothetical protein
QSJ49_RS03910,WP_229373395.1,methyl-accepting chemotaxis protein
QSJ49_RS03915,WP_205251575.1,NAD-binding protein
QSJ49_RS03920,WP_229373397.1,hypothetical protein
QSJ49_RS03925,WP_205251576.1,S49 family peptidase
QSJ49_RS03930,WP_205251577.1,FAD-dependent oxidoreductase
QSJ49_RS03935,WP_205251578.1,acyl-CoA carboxylase subunit beta
QSJ49_RS03940,WP_205251579.1,DoxX family protein
QSJ49_RS03945,WP_010902425.1,MaoC family dehydratase
QSJ49_RS03950,WP_205251580.1,CoA ester lyase
QSJ49_RS03955,WP_205251581.1,NADP-specific glutamate dehydrogenase GdhA1
QSJ49_RS03960,WP_205251582.1,pyridoxal phosphate-dependent aminotransferase
QSJ49_RS03965,WP_010902429.1,6%2C7-dimethyl-8-ribityllumazine synthase
QSJ49_RS03970,WP_229373398.1,flippase activity-associated protein Agl23
QSJ49_RS03975,WP_205251584.1,5-(carboxyamino)imidazole ribonucleotide synthase
QSJ49_RS03980,WP_010902432.1,5-(carboxyamino)imidazole ribonucleotide mutase
QSJ49_RS03985,WP_010902433.1,NADH-quinone oxidoreductase subunit A
QSJ49_RS03990,WP_010902434.1,NADH-quinone oxidoreductase subunit B
QSJ49_RS03995,WP_010902435.1,NADH-quinone oxidoreductase subunit D
QSJ49_RS04000,WP_012289200.1,NADH-quinone oxidoreductase subunit H
QSJ49_RS04005,WP_010902437.1,NADH-quinone oxidoreductase subunit I
QSJ49_RS04010,WP_010902438.1,NADH-quinone oxidoreductase subunit J
QSJ49_RS04015,WP_205251585.1,NADH-quinone oxidoreductase subunit J
QSJ49_RS04020,WP_010902440.1,NADH-quinone oxidoreductase subunit NuoK
QSJ49_RS04025,WP_010902441.1,NADH-quinone oxidoreductase subunit L
QSJ49_RS04030,WP_205251586.1,NuoM family protein
QSJ49_RS04035,WP_205251587.1,NADH-quinone oxidoreductase subunit N
QSJ49_RS04040,WP_010902444.1,DHHA1 domain-containing protein
QSJ49_RS04045,WP_010902445.1,ParB/RepB/Spo0J family partition protein
QSJ49_RS04050,WP_205251589.1,hypothetical protein
QSJ49_RS04055,WP_205251590.1,methylmalonyl-CoA mutase family protein
QSJ49_RS04060,WP_010902448.1,GNAT family N-acetyltransferase
QSJ49_RS04065,WP_229373400.1,hypothetical protein
QSJ49_RS04070,WP_012289206.1,hypothetical protein
QSJ49_RS04075,WP_010902450.1,cytochrome c oxidase subunit I
QSJ49_RS04080,WP_010902451.1,DUF6684 family protein
QSJ49_RS04085,WP_070807656.1,hypothetical protein
QSJ49_RS04090,WP_205251591.1,heme-copper oxidase subunit III
QSJ49_RS04095,WP_205251592.1,biotin--[acetyl-CoA-carboxylase] ligase
QSJ49_RS04100,WP_010902455.1,cytochrome c oxidase subunit II
QSJ49_RS04105,WP_010902456.1,heme o synthase
QSJ49_RS04110,WP_205251593.1,ABC transporter ATP-binding protein
QSJ49_RS04115,WP_205251594.1,ABC transporter ATP-binding protein
QSJ49_RS04120,WP_010902459.1,ABC transporter permease
QSJ49_RS04125,WP_205251595.1,hypothetical protein
QSJ49_RS04130,WP_010902461.1,DUF420 domain-containing protein
QSJ49_RS04135,WP_010902462.1,cobalamin B12-binding domain-containing protein
QSJ49_RS04140,WP_205251596.1,methylmalonyl Co-A mutase-associated GTPase MeaB
QSJ49_RS04145,WP_205251597.1,alpha/beta fold hydrolase
QSJ49_RS04150,WP_205251598.1,Zn-ribbon domain-containing OB-fold protein
QSJ49_RS04155,WP_205251599.1,thiolase domain-containing protein
QSJ49_RS04160,WP_205251600.1,hypothetical protein
QSJ49_RS04165,WP_205251601.1,acyl-CoA dehydrogenase
QSJ49_RS04170,WP_205251602.1,phytoene/squalene synthase family protein
QSJ49_RS04175,WP_205251603.1,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
QSJ49_RS04180,WP_229373401.1,helix-hairpin-helix domain-containing protein
QSJ49_RS04185,WP_010902472.1,class I fructose-bisphosphate aldolase
QSJ49_RS04190,WP_205251605.1,class 1 fructose-1%2C6-bisphosphatase
QSJ49_RS04195,WP_010902474.1,SOS response-associated peptidase
QSJ49_RS04200,WP_229373402.1,ArsR family transcriptional regulator
QSJ49_RS04205,WP_010902476.1,ABC transporter ATP-binding protein
QSJ49_RS04210,WP_136361097.1,ABC transporter permease subunit
QSJ49_RS04215,WP_205251607.1,ABC transporter permease
QSJ49_RS04220,WP_010902479.1,DUF123 domain-containing protein
QSJ49_RS04225,WP_205251608.1,RNA-guided endonuclease TnpB family protein
QSJ49_RS04230,WP_205251609.1,DUF2080 family transposase-associated protein
QSJ49_RS04235,WP_205251610.1,IS200/IS605 family transposase
QSJ49_RS04240,WP_010902481.1,hypothetical protein
QSJ49_RS04245,WP_205251611.1,heavy metal translocating P-type ATPase
QSJ49_RS04250,WP_010902483.1,heavy-metal-associated domain-containing protein
QSJ49_RS04255,WP_010902484.1,helix-turn-helix domain-containing protein
QSJ49_RS04260,WP_010902485.1,helix-turn-helix domain-containing protein
QSJ49_RS04265,WP_010902486.1,cryptochrome/photolyase family protein
QSJ49_RS04270,WP_012289213.1,uracil-DNA glycosylase family protein
QSJ49_RS04275,WP_227970915.1,hypothetical protein
QSJ49_RS04280,WP_049892492.1,MBL fold metallo-hydrolase
QSJ49_RS04285,WP_205251612.1,thioredoxin family protein
QSJ49_RS04290,WP_205251613.1,O-methyltransferase
QSJ49_RS04295,WP_010902492.1,phosphomethylpyrimidine synthase ThiC
