"protein_id","gene","product","KO"
"WP_014040053.1","ACNO8S_RS05390","succinate--CoA ligase subunit alpha","K01902"
"WP_014040054.1","ACNO8S_RS05395","ADP-forming succinate--CoA ligase subunit beta","K01903"
"WP_014040055.1","ACNO8S_RS05400","NAD-dependent protein deacylase","K12410"
"WP_014040064.1","ACNO8S_RS05455","DNA topoisomerase (ATP-hydrolyzing) subunit B","K02470"
"WP_014040067.1","ACNO8S_RS05470","arginase","K01476"
"WP_014040068.1","ACNO8S_RS05475","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_014040092.1","ACNO8S_RS05625","TrmB family transcriptional regulator","K23356"
"WP_014040093.1","ACNO8S_RS05630","S-layer glycoprotein N-glycosyltransferase AglJ","K23684"
"WP_014040115.1","ACNO8S_RS05765","aspartate aminotransferase family protein","K00823"
"WP_014040116.1","ACNO8S_RS05770","basic amino acid ABC transporter substrate-binding protein","K02030"
"WP_014040117.1","ACNO8S_RS05775","amino acid ABC transporter permease","K02029"
"WP_014040118.1","ACNO8S_RS05780","amino acid ABC transporter ATP-binding protein","K02028"
"WP_014040150.1","ACNO8S_RS05940","mandelate racemase/muconate lactonizing enzyme family protein","K05308"
"WP_014040162.1","ACNO8S_RS06010","DUF373 family protein","K08975"
"WP_014040163.1","ACNO8S_RS06015","diphthine--ammonia ligase","K06927"
"WP_014040188.1","ACNO8S_RS06160","ABC transporter ATP-binding protein","K02003"
"WP_014040202.1","ACNO8S_RS06240","succinyl-CoA:mesaconate CoA-transferase","K01041"
"WP_014040207.1","ACNO8S_RS06270","pyridoxal phosphate-dependent aminotransferase","K00812"
"WP_014040208.1","ACNO8S_RS06280","CinA family protein","K03743"
"WP_014040230.1","ACNO8S_RS06425","digeranylgeranylglycerophospholipid reductase","K17830"
"WP_014040256.1","ACNO8S_RS06590","potassium channel family protein","K03499"
"WP_014040288.1","ACNO8S_RS06760","DUF420 domain-containing protein","K08976"
"WP_014040304.1","ACNO8S_RS06890","branched-chain amino acid ABC transporter permease","K01998"
"WP_014040305.1","ACNO8S_RS06895","ABC transporter ATP-binding protein","K01995"
"WP_014040306.1","ACNO8S_RS06900","ABC transporter ATP-binding protein","K01996"
"WP_014040336.1","ACNO8S_RS07075","NOP5/NOP56 family protein","K14564"
"WP_014040340.1","ACNO8S_RS07095","phosphopantetheine adenylyltransferase","K02201"
"WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","K00248"
"WP_014040345.1","ACNO8S_RS07130","HAD family hydrolase","K01091"
"WP_014040346.1","ACNO8S_RS07140","3-methyl-2-oxobutanoate hydroxymethyltransferase","K00606"
"WP_014040347.1","ACNO8S_RS07145","cytochrome c oxidase subunit II","K02275"
"WP_014040355.1","ACNO8S_RS07185","phosphotransacetylase family protein","K06873"
"WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","K00626"
"WP_014040370.1","ACNO8S_RS07275","ABC transporter permease","K02011"
"WP_014040376.1","ACNO8S_RS07305","HTH-type sugar sensing transcriptional regulator TrmB","K23356"
"WP_014040381.1","ACNO8S_RS07330","ABC transporter ATP-binding protein","K10112"
"WP_014040385.1","ACNO8S_RS07350","TrmB family transcriptional regulator","K23356"
"WP_014040386.1","ACNO8S_RS07355","aldo/keto reductase","K23107"
"WP_014040388.1","ACNO8S_RS07365","transcriptional regulator GfcR","K26599"
"WP_014040428.1","ACNO8S_RS07565","tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3","K07739"
"WP_014040435.1","ACNO8S_RS07610","methylaspartate mutase subunit S","K01846"
"WP_014040462.1","ACNO8S_RS07765","ABC transporter ATP-binding protein","K02003"
"WP_014040469.1","ACNO8S_RS07805","DUF309 domain-containing protein","K09763"
"WP_014040494.1","ACNO8S_RS07915","PrkA family serine protein kinase","K07180"
"WP_014040513.1","ACNO8S_RS08000","succinylglutamate desuccinylase/aspartoacylase family protein","K06987"
"WP_014040516.1","ACNO8S_RS08040","FAD-binding protein","K00239"
"WP_014040530.1","ACNO8S_RS08130","MBL fold metallo-hydrolase","K01069"
"WP_014040533.1","ACNO8S_RS08145","FAD-dependent thymidylate synthase","K03465"
"WP_014040534.1","ACNO8S_RS08155","translation initiation factor IF-2 subunit beta","K03238"
"WP_014040535.1","ACNO8S_RS08165","transcription initiation factor IIB","K03124"
"WP_014040539.1","ACNO8S_RS08185","DUF357 domain-containing protein","K09728"
"WP_014040540.1","ACNO8S_RS08190","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_014040559.1","ACNO8S_RS08285","cytochrome c oxidase subunit II","K02275"
"WP_014040560.1","ACNO8S_RS08290","b(o/a)3-type cytochrome-c oxidase subunit 1","K02274"
"WP_014040569.1","ACNO8S_RS08335","alpha/beta hydrolase","K06999"
"WP_014040578.1","ACNO8S_RS08385","ribosome assembly factor SBDS","K14574"
"WP_014040579.1","ACNO8S_RS08390","archaeal proteasome endopeptidase complex subunit alpha","K03432"
"WP_014040580.1","ACNO8S_RS08395","Rpp14/Pop5 family protein","K03537"
"WP_014040583.1","ACNO8S_RS08410","RNA-binding protein","K07581"
"WP_014040594.1","ACNO8S_RS08470","HD domain-containing protein","K06950"
"WP_014040616.1","ACNO8S_RS08595","AAA family ATPase","K03924"
"WP_014040623.1","ACNO8S_RS08650","methionine adenosyltransferase","K00789"
"WP_014040627.1","ACNO8S_RS08670","CopG family ribbon-helix-helix protein","K07722"
"WP_014040635.1","ACNO8S_RS08730","type II secretion system F family protein","K07333"
"WP_014040636.1","ACNO8S_RS08740","pyridoxal phosphate-dependent aminotransferase","K10907"
"WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","K00174"
"WP_014040655.1","ACNO8S_RS08860","cytochrome c oxidase subunit I","K02274"
"WP_014040679.1","ACNO8S_RS09000","CoA-binding protein","K06929"
"WP_014040682.1","ACNO8S_RS09025","beta-CASP ribonuclease aCPSF1","K07041"
"WP_014040731.1","ACNO8S_RS09315","cupin domain-containing protein","K03553"
"WP_014040736.1","ACNO8S_RS09385","cytochrome c oxidase subunit 3","K02276"
"WP_014040742.1","ACNO8S_RS09420","ABC transporter ATP-binding protein","K01996"
"WP_014040744.1","ACNO8S_RS09430","branched-chain amino acid ABC transporter permease","K01998"
"WP_014040746.1","ACNO8S_RS09440","amino acid ABC transporter substrate-binding protein","K01999"
"WP_014040750.1","ACNO8S_RS09460","diphthine synthase","K20215"
"WP_014040751.1","ACNO8S_RS09465","archaeosortase A","K24447"
"WP_014040754.1","ACNO8S_RS09480","VOC family protein","K01759"
"WP_014040758.1","ACNO8S_RS09505","50S ribosomal protein L1","K02863"
"WP_014040760.1","ACNO8S_RS09515","50S ribosomal protein P1","K02869"
"WP_014040782.1","ACNO8S_RS09735","uracil-xanthine permease family protein","K14611"
"WP_014040784.1","ACNO8S_RS09745","AIR carboxylase family protein","K01588"
"WP_014040785.1","ACNO8S_RS09760","NADH-quinone oxidoreductase subunit D","K13378"
"WP_014040786.1","ACNO8S_RS09765","complex I subunit 1/NuoH family protein","K00337"
"WP_014040788.1","ACNO8S_RS09785","NADH-quinone oxidoreductase subunit NuoK","K00340"
"WP_014040789.1","ACNO8S_RS09790","NADH-quinone oxidoreductase subunit L","K00341"
"WP_014040790.1","ACNO8S_RS09795","complex I subunit 4 family protein","K00342"
"WP_014040800.1","ACNO8S_RS09860","phytoene/squalene synthase family protein","K00801"
"WP_014040807.1","ACNO8S_RS09905","ParA family protein","K03496"
"WP_014040812.1","ACNO8S_RS09930","peptide-methionine (S)-S-oxide reductase MsrA","K07304"
"WP_014040818.1","ACNO8S_RS09965","glycine cleavage system protein GcvH","K02437"
"WP_014040824.1","ACNO8S_RS09995","phosphate ABC transporter permease PstA","K02038"
"WP_014040826.1","ACNO8S_RS10005","PstS family phosphate ABC transporter substrate-binding protein","K02040"
"WP_014040867.1","ACNO8S_RS10285","preprotein translocase subunit SecY","K03076"
"WP_014040874.1","ACNO8S_RS10370","30S ribosomal protein S3","K02982"
"WP_014040879.1","ACNO8S_RS10430","methenyltetrahydromethanopterin cyclohydrolase","K01499"
"WP_014040882.1","ACNO8S_RS10445","phosphoglycolate phosphatase","K22223"
"WP_014040928.1","ACNO8S_RS10720","pantoate kinase","K06982"
"WP_014040933.1","ACNO8S_RS10755","bifunctional nuclease family protein","K08999"
"WP_014040938.1","ACNO8S_RS10780","(R)-citramalate synthase","K01649"
"WP_014040939.1","ACNO8S_RS10785","DUF192 domain-containing protein","K09005"
"WP_014040953.1","ACNO8S_RS10880","Lrp/AsnC family transcriptional regulator","K22225"
"WP_014040975.1","ACNO8S_RS11020","helix-turn-helix domain-containing protein","K07731"
"WP_014040983.1","ACNO8S_RS11050","amino acid ABC transporter permease","K02029"
"WP_014040990.1","ACNO8S_RS11085","phosphoribosyltransferase","K07101"
"WP_014041001.1","ACNO8S_RS11145","archaeal proteasome endopeptidase complex subunit beta","K03433"
"WP_014041022.1","ACNO8S_RS11260","phosphoenolpyruvate synthase","K01007"
"WP_014041045.1","ACNO8S_RS11405","metal-dependent transcriptional regulator","K03709"
"WP_014041049.1","ACNO8S_RS11425","ABC transporter ATP-binding protein","K09013"
"WP_014041083.1","ACNO8S_RS11615","DNA-methyltransferase","K24451"
"WP_014041088.1","ACNO8S_RS11640","tryptophan synthase subunit alpha","K01695"
"WP_014041100.1","ACNO8S_RS11690","methyl-accepting chemotaxis protein","K03406"
"WP_014041107.1","ACNO8S_RS11730","hypoxanthine/guanine phosphoribosyltransferase","K00759"
"WP_014041115.1","ACNO8S_RS11770","nicotinamide-nucleotide adenylyltransferase","K00952"
"WP_014041116.1","ACNO8S_RS11775","ATP-dependent protease LonB","K04076"
"WP_014041134.1","ACNO8S_RS11870","adenosylcobinamide amidohydrolase","K08260"
"WP_014041158.1","ACNO8S_RS12000","sugar phosphate nucleotidyltransferase","K00973"
"WP_014041210.1","ACNO8S_RS12300","acyl-CoA thioesterase","K07107"
"WP_014041214.1","ACNO8S_RS12320","metal-dependent transcriptional regulator","K03709"
"WP_014041222.1","ACNO8S_RS12370","S49 family peptidase","K04773"
"WP_014041227.1","ACNO8S_RS12395","transcription initiation factor IIB","K03124"
"WP_014041237.1","ACNO8S_RS12455","hypothetical protein","K11000"
"WP_014041241.1","ACNO8S_RS12475","phytoene/squalene synthase family protein","K02291"
"WP_014041244.1","ACNO8S_RS12490","RNB domain-containing ribonuclease","K12573"
"WP_014041252.1","ACNO8S_RS12545","ABC transporter permease","K01992"
"WP_014041253.1","ACNO8S_RS12550","ABC transporter ATP-binding protein","K01990"
"WP_014041259.1","ACNO8S_RS12585","SAMP-activating enzyme E1","K21147"
"WP_014041260.1","ACNO8S_RS12590","methyl-accepting chemotaxis protein","K03406"
"WP_014041266.1","ACNO8S_RS12630","ribosome biogenesis/translation initiation ATPase RLI","K06174"
"WP_014041271.1","ACNO8S_RS12660","NADPH-dependent F420 reductase","K06988"
"WP_014041285.1","ACNO8S_RS12750","sulfurtransferase","K01011"
"WP_014041299.1","ACNO8S_RS12820","phosphate ABC transporter ATP-binding protein PstB","K02036"
"WP_014041302.1","ACNO8S_RS12835","substrate-binding domain-containing protein","K02040"
"WP_014041311.1","ACNO8S_RS12880","aconitate hydratase","K27802"
"WP_014041312.1","ACNO8S_RS12885","deoxyuridine 5'-triphosphate nucleotidohydrolase","K01520"
"WP_014041327.1","ACNO8S_RS12970","2Fe-2S iron-sulfur cluster-binding protein","K02639"
"WP_014041329.1","ACNO8S_RS12980","phosphogluconate dehydrogenase (NAD(+)-dependent%2C decarboxylating)","K00033"
"WP_014041331.1","ACNO8S_RS12990","archaellar assembly protein FlaJ","K07333"
"WP_014041333.1","ACNO8S_RS13000","ATPase domain-containing protein","K07331"
"WP_014041337.1","ACNO8S_RS13020","chemotaxis protein CheD","K03411"
"WP_014041338.1","ACNO8S_RS13025","chemotaxis protein CheC","K03410"
"WP_014041347.1","ACNO8S_RS13090","CheR family methyltransferase","K00575"
"WP_014041352.1","ACNO8S_RS13115","CheF family chemotaxis protein","K09156"
"WP_014041363.1","ACNO8S_RS13190","ABC transporter permease","K12369"
"WP_014041364.1","ACNO8S_RS13195","ABC transporter permease","K12370"
"WP_014041381.1","ACNO8S_RS13295","fluoride efflux transporter CrcB","K06199"
"WP_014041388.1","ACNO8S_RS13340","metallophosphoesterase","K07095"
"WP_014041390.1","ACNO8S_RS13350","UvrD-helicase domain-containing protein","K03657"
"WP_014041394.1","ACNO8S_RS13380","nitric-oxide reductase large subunit","K04561"
"WP_014041400.1","ACNO8S_RS13410","cobalt ECF transporter T component CbiQ","K02008"
"WP_014041402.1","ACNO8S_RS13420","energy-coupling factor ABC transporter permease","K02007"
"WP_014041405.1","ACNO8S_RS13680","single-stranded DNA binding protein","K07466"
"WP_014041409.1","ACNO8S_RS13710","NAD-dependent glucose-6-phosphate dehydrogenase Azf","K18981"
"WP_014041439.1","ACNO8S_RS13890","TrmB family transcriptional regulator","K23356"
"WP_014041448.1","ACNO8S_RS13945","riboflavin synthase","K00793"
"WP_014041449.1","ACNO8S_RS13950","PrsW family glutamic-type intramembrane protease","K24131"
"WP_014041492.1","ACNO8S_RS14225","DNA-directed RNA polymerase subunit A''","K03042"
"WP_014041493.1","ACNO8S_RS14230","DNA-directed RNA polymerase subunit A'","K03041"
"WP_014041495.1","ACNO8S_RS14270","metallophosphoesterase family protein","K07095"
"WP_014041542.1","ACNO8S_RS14565","SDR family NAD(P)-dependent oxidoreductase","K07124"
"WP_014041555.1","ACNO8S_RS14630","threonine ammonia-lyase","K01754"
"WP_014041557.1","ACNO8S_RS14640","citrate synthase","K01659"
"WP_014041572.1","ACNO8S_RS14720","inorganic phosphate transporter","K03306"
"WP_014041574.1","ACNO8S_RS14730","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","K01814"
"WP_014041610.1","ACNO8S_RS14955","uracil phosphoribosyltransferase","K00761"
"WP_014041644.1","ACNO8S_RS15140","ammonium transporter","K03320"
"WP_014041647.1","ACNO8S_RS15160","chemotaxis protein CheC","K03410"
"WP_014041661.1","ACNO8S_RS15235","ribonuclease H-like domain-containing protein","K07502"
"WP_014041676.1","ACNO8S_RS15315","aspartate kinase","K00928"
"WP_014041683.1","ACNO8S_RS15350","ornithine carbamoyltransferase","K00611"
"WP_014041695.1","ACNO8S_RS15415","PPC domain-containing DNA-binding protein","K06934"
"WP_014041705.1","ACNO8S_RS15465","malate dehydrogenase","K00016"
"WP_023842940.1","ACNO8S_RS19180","glycerophosphodiester phosphodiesterase","K01126"
"WP_023842943.1","ACNO8S_RS18955","cytochrome d ubiquinol oxidase subunit II","K00426"
"WP_023843054.1","ACNO8S_RS15960","thiolase family protein","K00632"
"WP_023843114.1","ACNO8S_RS01450","bacteriorhodopsin","K04641"
"WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","K11263"
"WP_023843156.1","ACNO8S_RS03605","protein-tyrosine phosphatase family protein","K06639"
"WP_023843159.1","ACNO8S_RS03770","Hsp20/alpha crystallin family protein","K13993"
"WP_023843179.1","ACNO8S_RS04495","APC family permease","K03294"
"WP_023843198.1","ACNO8S_RS05100","multiprotein bridging factor aMBF1","K03627"
"WP_023843233.1","ACNO8S_RS06020","sugar phosphate nucleotidyltransferase","K00973"
"WP_023843238.1","ACNO8S_RS06170","Mut7-C RNAse domain-containing protein","K09122"
"WP_023843253.1","ACNO8S_RS06800","Rrf2 family transcriptional regulator","K07744"
"WP_023843263.1","ACNO8S_RS07310","ABC transporter substrate-binding protein","K17315"
"WP_023843310.1","ACNO8S_RS08780","chemotaxis protein CheC","K03410"
"WP_023843324.1","ACNO8S_RS09120","4Fe-4S dicluster domain-containing protein","K00124"
"WP_023843357.1","ACNO8S_RS10305","50S ribosomal protein L18","K02881"
"WP_023843358.1","ACNO8S_RS10340","30S ribosomal protein S4e","K02987"
"WP_023843370.1","ACNO8S_RS10910","undecaprenyl diphosphate synthase family protein","K00806"
"WP_023843406.1","ACNO8S_RS12295","peptide-methionine (S)-S-oxide reductase MsrA","K07304"
"WP_023843417.1","ACNO8S_RS12995","type II/IV secretion system ATPase subunit","K07332"
"WP_023843419.1","ACNO8S_RS13080","protein-glutamate methylesterase/protein-glutamine glutaminase","K03412"
"WP_023843421.1","ACNO8S_RS13290","fluoride efflux transporter FluC","K06199"
"WP_023843429.1","ACNO8S_RS13905","50S ribosomal protein L16","K02866"
"WP_023843439.1","ACNO8S_RS14235","DNA-directed RNA polymerase subunit B","K03044"
"WP_044951534.1","ACNO8S_RS15515","O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein","K01740"
"WP_044951575.1","ACNO8S_RS00130","SDR family oxidoreductase","K08679"
"WP_044951627.1","ACNO8S_RS00965","4-demethylwyosine synthase TYW1","K15449"
"WP_044951665.1","ACNO8S_RS02145","ABC transporter ATP-binding protein","K02032"
"WP_044951693.1","ACNO8S_RS02945","peroxiredoxin","K24129"
"WP_044951697.1","ACNO8S_RS03010","CTP synthase","K01937"
"WP_044951743.1","ACNO8S_RS04520","carbohydrate kinase family protein","K26208"
"WP_044951882.1","ACNO8S_RS08690","translation initiation factor eIF-1A","K03236"
"WP_044951907.1","ACNO8S_RS09200","mechanosensitive ion channel family protein","K03442"
"WP_044951950.1","ACNO8S_RS10655","halorhodopsin","K04642"
"WP_044951992.1","ACNO8S_RS11685","glycine betaine ABC transporter substrate-binding protein","K23316"
"WP_044952043.1","ACNO8S_RS13740","cytochrome c oxidase subunit II","K02275"
"WP_044952048.1","ACNO8S_RS14290","tryptophanase","K01667"
"WP_044952059.1","ACNO8S_RS14570","methyl-accepting chemotaxis protein","K03406"
"WP_044952092.1","ACNO8S_RS15215","uracil-DNA glycosylase","K21929"
"WP_044952163.1","ACNO8S_RS03315","monovalent cation/H+ antiporter subunit E","K05569"
"WP_044952223.1","ACNO8S_RS07625","A/G-specific adenine glycosylase","K03575"
"WP_044952246.1","ACNO8S_RS10065","anthranilate phosphoribosyltransferase","K00766"
"WP_044952595.1","ACNO8S_RS19355","phenylacetate--CoA ligase PaaK","K01912"
"WP_044952784.1","ACNO8S_RS17625","ABC transporter substrate-binding protein","K02016"
"WP_044952791.1","ACNO8S_RS17235","creatininase family protein","K01470"
"WP_044952865.1","ACNO8S_RS17215","hypothetical protein","K27802"
"WP_049942903.1","ACNO8S_RS05760","arginase","K01476"
"WP_050006870.1","ACNO8S_RS04565","DUF655 domain-containing protein","K07572"
"WP_050006886.1","ACNO8S_RS04280","Tfx family DNA-binding protein","K09714"
"WP_050006905.1","ACNO8S_RS03700","phosphopyruvate hydratase","K01689"
"WP_050006913.1","ACNO8S_RS03520","ABC transporter ATP-binding protein","K10112"
"WP_050006942.1","ACNO8S_RS16680","dihydrofolate reductase","K00287"
"WP_050007087.1","ACNO8S_RS12480","bacterio-opsin activator domain-containing protein","K06930"
"WP_050007107.1","ACNO8S_RS06770","amidophosphoribosyltransferase","K00764"
"WP_050007149.1","ACNO8S_RS09675","30S ribosomal protein S3ae","K02984"
"WP_050007152.1","ACNO8S_RS09695","6%2C7-dimethyl-8-ribityllumazine synthase","K00794"
"WP_050007160.1","ACNO8S_RS10035","orotidine-5'-phosphate decarboxylase","K01591"
"WP_050007238.1","ACNO8S_RS09150","fumarylacetoacetate hydrolase family protein","K14259"
"WP_050007297.1","ACNO8S_RS06030","methylmalonyl-CoA epimerase","K05606"
"WP_050007330.1","ACNO8S_RS13960","phosphoribosyl-ATP diphosphatase","K01523"
"WP_050007337.1","ACNO8S_RS19765","CNNM domain-containing protein","K03699"
"WP_050007393.1","ACNO8S_RS14905","GIY-YIG nuclease family protein","K07461"
"WP_050007420.1","ACNO8S_RS08235","sporulation protein","K06377"
"WP_050007464.1","ACNO8S_RS13310","protein-L-isoaspartate O-methyltransferase family protein","K00573"
"WP_050007467.1","ACNO8S_RS13400","phosphopantetheine adenylyltransferase","K02201"
"WP_050007487.1","ACNO8S_RS14420","branched-chain amino acid ABC transporter permease","K01998"
"WP_050007549.1","ACNO8S_RS11620","type I 3-dehydroquinate dehydratase","K03785"
"WP_050007553.1","ACNO8S_RS02635","NAD(+)/NADH kinase","K00858"
"WP_050007558.1","ACNO8S_RS02735","hydroxymethylglutaryl-CoA reductase (NADPH)","K00021"
"WP_050007575.1","ACNO8S_RS00080","poly(R)-hydroxyalkanoic acid synthase subunit PhaE","K22881"
"WP_050007581.1","ACNO8S_RS00240","PHP domain-containing protein","K07053"
"WP_050007604.1","ACNO8S_RS17175","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_050007644.1","ACNO8S_RS00635","precorrin-3B C(17)-methyltransferase","K05934"
"WP_050007681.1","ACNO8S_RS01250","signal recognition particle-docking protein FtsY","K03110"
"WP_050007718.1","ACNO8S_RS01535","30S ribosomal protein S19e","K02966"
"WP_050007727.1","ACNO8S_RS00900","AAA family ATPase","K03924"
"WP_050007728.1","ACNO8S_RS00910","homoserine O-acetyltransferase MetX","K00641"
"WP_050007813.1","ACNO8S_RS19185","ABC transporter ATP-binding protein","K10112"
"WP_050036499.1","ACNO8S_RS18845","ABC transporter ATP-binding protein","K02031"
"WP_050036509.1","ACNO8S_RS18960","cytochrome ubiquinol oxidase subunit I","K00425"
"WP_050036533.1","ACNO8S_RS19150","phosphonate ABC transporter%2C permease protein PhnE","K02042"
"WP_050036534.1","ACNO8S_RS19155","phosphonate ABC transporter%2C permease protein PhnE","K02042"
"WP_050036536.1","ACNO8S_RS19220","orc1/cdc6 family replication initiation protein","K10725"
"WP_050036542.1","ACNO8S_RS19265","acyl-CoA dehydrogenase family protein","K00249"
"WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","K11263"
"WP_050036547.1","ACNO8S_RS19295","amidohydrolase family protein","K07045"
"WP_050036549.1","ACNO8S_RS19325","1%2C2-phenylacetyl-CoA epoxidase subunit PaaC","K02611"
"WP_050036573.1","ACNO8S_RS19545","branched-chain amino acid ABC transporter permease","K01997"
"WP_050036575.1","ACNO8S_RS19565","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","K00161"
"WP_050036576.1","ACNO8S_RS19570","alpha-ketoacid dehydrogenase subunit beta","K00162"
"WP_050036587.1","ACNO8S_RS19665","diaminobutyrate--2-oxoglutarate transaminase family protein","K00836"
"WP_050036688.1","ACNO8S_RS18460","divalent-cation tolerance protein CutA","K03926"
"WP_050036725.1","ACNO8S_RS09215","glycosyltransferase family 4 protein","K13677"
"WP_050036729.1","ACNO8S_RS09240","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","K02433"
"WP_050036761.1","ACNO8S_RS09720","DHH family phosphoesterase","K07463"
"WP_050036771.1","ACNO8S_RS09820","pirin family protein","K06911"
"WP_050036783.1","ACNO8S_RS09960","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","K00282"
"WP_050036791.1","ACNO8S_RS10040","hypothetical protein","K23398"
"WP_050036799.1","ACNO8S_RS10130","phosphate signaling complex protein PhoU","K02039"
"WP_050036800.1","ACNO8S_RS10140","Trk system potassium transporter TrkA","K03499"
"WP_050036837.1","ACNO8S_RS10295","50S ribosomal protein L30","K02907"
"WP_050036840.1","ACNO8S_RS10345","50S ribosomal protein L24","K02895"
"WP_050036865.1","ACNO8S_RS10660","aldo/keto reductase","K06222"
"WP_050036890.1","ACNO8S_RS10975","pyridoxal 5'-phosphate synthase lyase subunit PdxS","K06215"
"WP_050036930.1","ACNO8S_RS11415","Fe-S cluster assembly protein SufD","K09014"
"WP_050036935.1","ACNO8S_RS11455","DNA double-strand break repair protein Mre11","K03547"
"WP_050036958.1","ACNO8S_RS11705","hemolysin family protein","K03699"
"WP_050036966.1","ACNO8S_RS11765","SAM hydrolase/SAM-dependent halogenase family protein","K22205"
"WP_050036976.1","ACNO8S_RS11855","adenosylcobinamide-GDP ribazoletransferase","K02233"
"WP_050036978.1","ACNO8S_RS11865","threonine-phosphate decarboxylase CobD","K04720"
"WP_050036979.1","ACNO8S_RS11875","cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","K19221"
"WP_050036982.1","ACNO8S_RS11895","P-loop NTPase","K03609"
"WP_050037012.1","ACNO8S_RS12115","acyl-CoA dehydrogenase family protein","K00248"
"WP_050037014.1","ACNO8S_RS12130","branched-chain amino acid ABC transporter permease","K01998"
"WP_050037043.1","ACNO8S_RS12470","lycopene cyclase domain-containing protein","K22502"
"WP_050037074.1","ACNO8S_RS12815","phosphate signaling complex protein PhoU","K02039"
"WP_050037077.1","ACNO8S_RS12830","phosphate ABC transporter permease subunit PstC","K02037"
"WP_050037103.1","ACNO8S_RS13100","CheF family chemotaxis protein","K09156"
"WP_050037111.1","ACNO8S_RS13205","dihydroorotase","K01465"
"WP_050037125.1","ACNO8S_RS13395","ring-cleaving dioxygenase","K15975"
"WP_050037126.1","ACNO8S_RS13405","energy-coupling factor ABC transporter ATP-binding protein","K02006"
"WP_050037144.1","ACNO8S_RS13880","ABC transporter ATP-binding protein","K10112"
"WP_050037145.1","ACNO8S_RS13900","glutathione S-transferase family protein","K07393"
"WP_050037149.1","ACNO8S_RS13935","phosphoglycerate kinase","K00927"
"WP_050037150.1","ACNO8S_RS13955","pyridoxal 5'-phosphate synthase glutaminase subunit PdxT","K08681"
"WP_050037152.1","ACNO8S_RS13980","NOG1 family protein","K06943"
"WP_050037154.1","ACNO8S_RS14165","trans-sulfuration enzyme family protein","K01758"
"WP_050037159.1","ACNO8S_RS14190","biotin transporter BioY","K03523"
"WP_050037179.1","ACNO8S_RS14435","proline racemase family protein","K01777"
"WP_050037180.1","ACNO8S_RS14440","proline dehydrogenase family protein","K00318"
"WP_050037185.1","ACNO8S_RS14520","NAD+ synthase","K01916"
"WP_050037203.1","ACNO8S_RS14710","A24 family peptidase","K07991"
"WP_050037228.1","ACNO8S_RS14990","inorganic phosphate transporter","K03306"
"WP_050037236.1","ACNO8S_RS15065","L-threonylcarbamoyladenylate synthase","K07566"
"WP_050037253.1","ACNO8S_RS15200","ribose-phosphate diphosphokinase","K00948"
"WP_050037274.1","ACNO8S_RS15385","argininosuccinate lyase","K01755"
"WP_050037328.1","ACNO8S_RS15830","tRNA (guanine(26)-N(2))-dimethyltransferase","K00555"
"WP_050037332.1","ACNO8S_RS15865","uracil-DNA glycosylase","K21929"
"WP_050037354.1","ACNO8S_RS16140","queuosine precursor transporter","K09125"
"WP_050037394.1","ACNO8S_RS00320","thermosome subunit beta","K22447"
"WP_050037399.1","ACNO8S_RS00360","peroxiredoxin","K03564"
"WP_050037400.1","ACNO8S_RS00365","Hsp20/alpha crystallin family protein","K13993"
"WP_050037403.1","ACNO8S_RS00395","dihydrolipoamide acetyltransferase family protein","K00627"
"WP_050037408.1","ACNO8S_RS00420","DEAD/DEAH box helicase","K18663"
"WP_050037422.1","ACNO8S_RS00610","precorrin-6Y C5%2C15-methyltransferase (decarboxylating) subunit CbiT","K02191"
"WP_050037425.1","ACNO8S_RS00630","SDR family oxidoreductase","K00059"
"WP_050037452.1","ACNO8S_RS00890","DMT family transporter","K03297"
"WP_050037470.1","ACNO8S_RS01095","nucleotide sugar dehydrogenase","K02472"
"WP_050037489.1","ACNO8S_RS01415","V-type ATP synthase subunit I","K02123"
"WP_050037491.1","ACNO8S_RS01440","ATP synthase subunit A","K02117"
"WP_050037492.1","ACNO8S_RS01465","peptide chain release factor aRF-1","K03265"
"WP_050037493.1","ACNO8S_RS01470","MinD/ParA family ATP-binding protein","K03609"
"WP_050037512.1","ACNO8S_RS01635","CPBP family intramembrane glutamic endopeptidase","K07052"
"WP_050037518.1","ACNO8S_RS01685","undecaprenyl-diphosphate phosphatase","K06153"
