"Pathway","KO","protein_id","gene","product","Description"
"map00561","K00128","WP_014039867.1","ACNO8S_RS04290","aldehyde dehydrogenase family protein","Glycerolipid metabolism"
"map00561","K13677","WP_050036725.1","ACNO8S_RS09215","glycosyltransferase family 4 protein","Glycerolipid metabolism"
"map00561","K00864","WP_064287933.1","ACNO8S_RS05855","glycerol kinase GlpK","Glycerolipid metabolism"
"map00561","K00128","WP_420181984.1","ACNO8S_RS12060","aldehyde dehydrogenase family protein","Glycerolipid metabolism"
"map00562","K01092","WP_420182750.1","ACNO8S_RS07705","inositol monophosphatase family protein","Inositol phosphate metabolism"
"map00562","K01803","WP_004515640.1","ACNO8S_RS05090","triose-phosphate isomerase","Inositol phosphate metabolism"
"map00564","K01126","WP_023842940.1","ACNO8S_RS19180","glycerophosphodiester phosphodiesterase","Glycerophospholipid metabolism"
"map00564","K00113","WP_420182641.1","ACNO8S_RS05875","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Glycerophospholipid metabolism"
"map00564","K00111","WP_420182639.1","ACNO8S_RS05865","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","Glycerophospholipid metabolism"
"map00564","K00111","WP_420181974.1","ACNO8S_RS11975","FAD-dependent oxidoreductase","Glycerophospholipid metabolism"
"map00564","K00112","WP_420182640.1","ACNO8S_RS05870","glycerol-3-phosphate dehydrogenase subunit GlpB","Glycerophospholipid metabolism"
"map00564","K01126","WP_420181962.1","ACNO8S_RS11790","glycerophosphodiester phosphodiesterase","Glycerophospholipid metabolism"
"map00564","K17830","WP_014040230.1","ACNO8S_RS06425","digeranylgeranylglycerophospholipid reductase","Glycerophospholipid metabolism"
"map00564","K00096","WP_129754902.1","ACNO8S_RS04175","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","Glycerophospholipid metabolism"
"map00564","K19664","WP_151102831.1","ACNO8S_RS01000","CDP-2-2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase","Glycerophospholipid metabolism"
"map00592","K00632","WP_420183016.1","ACNO8S_RS19370","thiolase family protein","alpha-Linolenic acid metabolism"
"map00592","K00632","WP_023843054.1","ACNO8S_RS15960","thiolase family protein","alpha-Linolenic acid metabolism"
"map00620","K00626","WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","Pyruvate metabolism"
"map00620","K00029","WP_151145550.1","ACNO8S_RS11070","NADP-dependent malic enzyme","Pyruvate metabolism"
"map00620","K00128","WP_420181984.1","ACNO8S_RS12060","aldehyde dehydrogenase family protein","Pyruvate metabolism"
"map00620","K00162","WP_050036576.1","ACNO8S_RS19570","alpha-ketoacid dehydrogenase subunit beta","Pyruvate metabolism"
"map00620","K01895","WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","Pyruvate metabolism"
"map00620","K00174","WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","Pyruvate metabolism"
"map00620","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Pyruvate metabolism"
"map00620","K01895","WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","Pyruvate metabolism"
"map00620","K00626","WP_151148314.1","ACNO8S_RS19210","thiolase C-terminal domain-containing protein","Pyruvate metabolism"
"map00620","K00627","WP_420183028.1","ACNO8S_RS19575","dihydrolipoamide acetyltransferase family protein","Pyruvate metabolism"
"map00620","K01595","WP_050037886.1","ACNO8S_RS05885","phosphoenolpyruvate carboxylase","Pyruvate metabolism"
"map00620","K11263","WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","Pyruvate metabolism"
"map00620","K01069","WP_014040530.1","ACNO8S_RS08130","MBL fold metallo-hydrolase","Pyruvate metabolism"
"map00620","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","Pyruvate metabolism"
"map00620","K00873","WP_050038287.1","ACNO8S_RS05835","pyruvate kinase","Pyruvate metabolism"
"map00620","K01512","WP_151145980.1","ACNO8S_RS08360","acylphosphatase","Pyruvate metabolism"
"map00620","K01895","WP_420183025.1","ACNO8S_RS19505","AMP-binding protein","Pyruvate metabolism"
"map00620","K00174","WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","Pyruvate metabolism"
"map00620","K00001","WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","Pyruvate metabolism"
"map00620","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Pyruvate metabolism"
"map00620","K01649","WP_014039970.1","ACNO8S_RS04890","LeuA family protein","Pyruvate metabolism"
"map00620","K01007","WP_014041022.1","ACNO8S_RS11260","phosphoenolpyruvate synthase","Pyruvate metabolism"
"map00620","K01649","WP_014040938.1","ACNO8S_RS10780","(R)-citramalate synthase","Pyruvate metabolism"
"map00620","K01759","WP_129755732.1","ACNO8S_RS14610","VOC family protein","Pyruvate metabolism"
"map00620","K00016","WP_014041705.1","ACNO8S_RS15465","malate dehydrogenase","Pyruvate metabolism"
"map00620","K00627","WP_050037403.1","ACNO8S_RS00395","dihydrolipoamide acetyltransferase family protein","Pyruvate metabolism"
"map00620","K01759","WP_014040754.1","ACNO8S_RS09480","VOC family protein","Pyruvate metabolism"
"map00620","K01679","WP_014039729.1","ACNO8S_RS03505","class II fumarate hydratase","Pyruvate metabolism"
"map00620","K00161","WP_050036575.1","ACNO8S_RS19565","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Pyruvate metabolism"
"map00620","K00626","WP_008309110.1","ACNO8S_RS07375","thiolase domain-containing protein","Pyruvate metabolism"
"map00620","K00161","WP_420182312.1","ACNO8S_RS00405","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Pyruvate metabolism"
"map00620","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Pyruvate metabolism"
"map00620","K00128","WP_014039867.1","ACNO8S_RS04290","aldehyde dehydrogenase family protein","Pyruvate metabolism"
"map00620","K00001","WP_014039859.1","ACNO8S_RS04250","zinc-dependent alcohol dehydrogenase family protein","Pyruvate metabolism"
"map00620","K00128","WP_420183014.1","ACNO8S_RS19340","aldehyde dehydrogenase family protein","Pyruvate metabolism"
"map00620","K00175","WP_008313341.1","ACNO8S_RS08825","thiamine pyrophosphate-dependent enzyme","Pyruvate metabolism"
"map00620","K01895","WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","Pyruvate metabolism"
"map00620","K01895","WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","Pyruvate metabolism"
"map00620","K01895","WP_151103525.1","ACNO8S_RS09160","acyl-CoA synthetase","Pyruvate metabolism"
"map00620","K01759","WP_011223955.1","ACNO8S_RS12030","VOC family protein","Pyruvate metabolism"
"map00620","K00382","WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","Pyruvate metabolism"
"map00620","K00161","WP_014039819.1","ACNO8S_RS04055","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Pyruvate metabolism"
"map00620","K01649","WP_064288214.1","ACNO8S_RS18490","hypothetical protein","Pyruvate metabolism"
"map00620","K00175","WP_151103327.1","ACNO8S_RS06395","2-oxoacid:ferredoxin oxidoreductase subunit beta","Pyruvate metabolism"
"map00622","K07104","WP_050038184.1","ACNO8S_RS08340","VOC family protein","Xylene degradation"
"map00625","K00128","WP_420183014.1","ACNO8S_RS19340","aldehyde dehydrogenase family protein","Chloroalkane and chloroalkene degradation"
"map00625","K00001","WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","Chloroalkane and chloroalkene degradation"
"map00625","K01560","WP_050037757.1","ACNO8S_RS04485","haloacid dehalogenase type II","Chloroalkane and chloroalkene degradation"
"map00625","K00001","WP_014039859.1","ACNO8S_RS04250","zinc-dependent alcohol dehydrogenase family protein","Chloroalkane and chloroalkene degradation"
"map00625","K00128","WP_420181984.1","ACNO8S_RS12060","aldehyde dehydrogenase family protein","Chloroalkane and chloroalkene degradation"
"map00625","K00128","WP_014039867.1","ACNO8S_RS04290","aldehyde dehydrogenase family protein","Chloroalkane and chloroalkene degradation"
"map00626","K00001","WP_014039859.1","ACNO8S_RS04250","zinc-dependent alcohol dehydrogenase family protein","Naphthalene degradation"
"map00626","K00001","WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","Naphthalene degradation"
"map00627","K01501","WP_420182936.1","ACNO8S_RS16660","carbon-nitrogen hydrolase family protein","Aminobenzoate degradation"
"map00627","K01512","WP_151145980.1","ACNO8S_RS08360","acylphosphatase","Aminobenzoate degradation"
"map00630","K01846","WP_014040435.1","ACNO8S_RS07610","methylaspartate mutase subunit S","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K02437","WP_014040818.1","ACNO8S_RS09965","glycine cleavage system protein GcvH","Glyoxylate and dicarboxylate metabolism"
"map00630","K01848","WP_151103504.1","ACNO8S_RS08845","methylmalonyl-CoA mutase family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00605","WP_151145710.1","ACNO8S_RS09970","glycine cleavage system aminomethyltransferase GcvT","Glyoxylate and dicarboxylate metabolism"
"map00630","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Glyoxylate and dicarboxylate metabolism"
"map00630","K00124","WP_023843324.1","ACNO8S_RS09120","4Fe-4S dicluster domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K19268","WP_191449366.1","ACNO8S_RS06250","methylaspartate mutase subunit E","Glyoxylate and dicarboxylate metabolism"
"map00630","K01849","WP_004961266.1","ACNO8S_RS07395","cobalamin B12-binding domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_151103525.1","ACNO8S_RS09160","acyl-CoA synthetase","Glyoxylate and dicarboxylate metabolism"
"map00630","K11263","WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","Glyoxylate and dicarboxylate metabolism"
"map00630","K01915","WP_014039093.1","ACNO8S_RS15805","type I glutamate--ammonia ligase","Glyoxylate and dicarboxylate metabolism"
"map00630","K05606","WP_050007297.1","ACNO8S_RS06030","methylmalonyl-CoA epimerase","Glyoxylate and dicarboxylate metabolism"
"map00630","K27802","WP_044952865.1","ACNO8S_RS17215","hypothetical protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_151148314.1","ACNO8S_RS19210","thiolase C-terminal domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00830","WP_420181997.1","ACNO8S_RS12170","pyridoxal-phosphate-dependent aminotransferase family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00123","WP_420181816.1","ACNO8S_RS09115","formate dehydrogenase subunit alpha","Glyoxylate and dicarboxylate metabolism"
"map00630","K00600","WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01091","WP_151103643.1","ACNO8S_RS10855","HAD family hydrolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01915","WP_336331118.1","ACNO8S_RS19670","gamma-glutamylputrescine synthetase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00282","WP_050036783.1","ACNO8S_RS09960","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Glyoxylate and dicarboxylate metabolism"
"map00630","K01433","WP_014039494.1","ACNO8S_RS02055","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00382","WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","Glyoxylate and dicarboxylate metabolism"
"map00630","K22223","WP_014040882.1","ACNO8S_RS10445","phosphoglycolate phosphatase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00123","WP_420182926.1","ACNO8S_RS18265","formate dehydrogenase subunit alpha","Glyoxylate and dicarboxylate metabolism"
"map00630","K05606","WP_420183017.1","ACNO8S_RS19395","VOC family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01848","WP_050037945.1","ACNO8S_RS06035","acyl-CoA mutase large subunit family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","Glyoxylate and dicarboxylate metabolism"
"map00630","K04835","WP_191449367.1","ACNO8S_RS06255","methylaspartate ammonia-lyase","Glyoxylate and dicarboxylate metabolism"
"map00630","K19282","WP_420181979.1","ACNO8S_RS12025","malate synthase AceB","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01625","WP_420182358.1","ACNO8S_RS01265","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01846","WP_050037967.1","ACNO8S_RS06245","methylaspartate mutase subunit S","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_008309110.1","ACNO8S_RS07375","thiolase domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_420183025.1","ACNO8S_RS19505","AMP-binding protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K11529","WP_420182953.1","ACNO8S_RS16905","glycerate kinase type-2 family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01091","WP_014040345.1","ACNO8S_RS07130","HAD family hydrolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K17865","WP_008306979.1","ACNO8S_RS00065","MaoC family dehydratase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00123","WP_420182997.1","ACNO8S_RS17465","formate dehydrogenase subunit alpha","Glyoxylate and dicarboxylate metabolism"
"map00630","K00283","WP_420181859.1","ACNO8S_RS09955","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Glyoxylate and dicarboxylate metabolism"
"map00630","K19281","WP_420182665.1","ACNO8S_RS06265","L-malyl-CoA/beta-methylmalyl-CoA lyase","Glyoxylate and dicarboxylate metabolism"
"map00630","K27802","WP_014041311.1","ACNO8S_RS12880","aconitate hydratase","Glyoxylate and dicarboxylate metabolism"
"map00640","K01895","WP_420183025.1","ACNO8S_RS19505","AMP-binding protein","Propanoate metabolism"
"map00640","K00248","WP_008313353.1","ACNO8S_RS08795","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
"map00640","K00016","WP_014041705.1","ACNO8S_RS15465","malate dehydrogenase","Propanoate metabolism"
"map00640","K01903","WP_014040054.1","ACNO8S_RS05395","ADP-forming succinate--CoA ligase subunit beta","Propanoate metabolism"
"map00640","K00248","WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
"map00640","K05606","WP_420183017.1","ACNO8S_RS19395","VOC family protein","Propanoate metabolism"
"map00640","K01895","WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","Propanoate metabolism"
"map00640","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","Propanoate metabolism"
"map00640","K05606","WP_050007297.1","ACNO8S_RS06030","methylmalonyl-CoA epimerase","Propanoate metabolism"
"map00640","K01895","WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","Propanoate metabolism"
"map00640","K01902","WP_014040053.1","ACNO8S_RS05390","succinate--CoA ligase subunit alpha","Propanoate metabolism"
"map00640","K27802","WP_044952865.1","ACNO8S_RS17215","hypothetical protein","Propanoate metabolism"
"map00640","K01734","WP_008307882.1","ACNO8S_RS12900","methylglyoxal synthase","Propanoate metabolism"
"map00640","K00248","WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
"map00640","K01895","WP_151103525.1","ACNO8S_RS09160","acyl-CoA synthetase","Propanoate metabolism"
"map00640","K01895","WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","Propanoate metabolism"
"map00640","K00248","WP_050037012.1","ACNO8S_RS12115","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
"map00640","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","Propanoate metabolism"
"map00640","K01848","WP_151103504.1","ACNO8S_RS08845","methylmalonyl-CoA mutase family protein","Propanoate metabolism"
"map00640","K11263","WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","Propanoate metabolism"
"map00640","K27802","WP_014041311.1","ACNO8S_RS12880","aconitate hydratase","Propanoate metabolism"
"map00640","K00248","WP_050038008.1","ACNO8S_RS06650","acyl-CoA dehydrogenase","Propanoate metabolism"
"map00640","K00823","WP_014040115.1","ACNO8S_RS05765","aspartate aminotransferase family protein","Propanoate metabolism"
"map00640","K01848","WP_050037945.1","ACNO8S_RS06035","acyl-CoA mutase large subunit family protein","Propanoate metabolism"
"map00640","K01895","WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","Propanoate metabolism"
"map00640","K01849","WP_004961266.1","ACNO8S_RS07395","cobalamin B12-binding domain-containing protein","Propanoate metabolism"
"map00640","K00382","WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","Propanoate metabolism"
"map00640","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Propanoate metabolism"
"map00643","K01501","WP_420182936.1","ACNO8S_RS16660","carbon-nitrogen hydrolase family protein","Styrene degradation"
"map00643","K07104","WP_050038184.1","ACNO8S_RS08340","VOC family protein","Styrene degradation"
"map00650","K00239","WP_151103053.1","ACNO8S_RS04020","L-aspartate oxidase","Butanoate metabolism"
"map00650","K01641","WP_420181900.1","ACNO8S_RS11010","hydroxymethylglutaryl-CoA synthase","Butanoate metabolism"
"map00650","K01652","WP_420182574.1","ACNO8S_RS04895","biosynthetic-type acetolactate synthase large subunit","Butanoate metabolism"
"map00650","K00241","WP_420182776.1","ACNO8S_RS08005","succinate dehydrogenase-2C cytochrome b556 subunit","Butanoate metabolism"
"map00650","K00074","WP_420182555.1","ACNO8S_RS04595","3-hydroxyacyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K00248","WP_050038008.1","ACNO8S_RS06650","acyl-CoA dehydrogenase","Butanoate metabolism"
"map00650","K00239","WP_014040516.1","ACNO8S_RS08040","FAD-binding protein","Butanoate metabolism"
"map00650","K01653","WP_008309974.1","ACNO8S_RS04900","acetolactate synthase small subunit","Butanoate metabolism"
"map00650","K00074","WP_146417271.1","ACNO8S_RS06655","3-hydroxyacyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Butanoate metabolism"
"map00650","K00626","WP_008309110.1","ACNO8S_RS07375","thiolase domain-containing protein","Butanoate metabolism"
"map00650","K00248","WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K18382","WP_420181823.1","ACNO8S_RS09400","NAD(P)-dependent alcohol dehydrogenase","Butanoate metabolism"
"map00650","K00248","WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K00240","WP_129755225.1","ACNO8S_RS08015","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","Butanoate metabolism"
"map00650","K00823","WP_014040115.1","ACNO8S_RS05765","aspartate aminotransferase family protein","Butanoate metabolism"
"map00650","K00019","WP_420182655.1","ACNO8S_RS06080","SDR family oxidoreductase","Butanoate metabolism"
"map00650","K00175","WP_008313341.1","ACNO8S_RS08825","thiamine pyrophosphate-dependent enzyme","Butanoate metabolism"
"map00650","K01652","WP_014039805.1","ACNO8S_RS03975","thiamine pyrophosphate-binding protein","Butanoate metabolism"
"map00650","K00626","WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","Butanoate metabolism"
"map00650","K00248","WP_008313353.1","ACNO8S_RS08795","acyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Butanoate metabolism"
"map00650","K00174","WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","Butanoate metabolism"
"map00650","K00074","WP_014030891.1","ACNO8S_RS19375","3-hydroxyacyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00650","K00135","WP_014030867.1","ACNO8S_RS19495","NAD-dependent succinate-semialdehyde dehydrogenase","Butanoate metabolism"
"map00650","K17865","WP_008306979.1","ACNO8S_RS00065","MaoC family dehydratase","Butanoate metabolism"
"map00650","K00626","WP_151148314.1","ACNO8S_RS19210","thiolase C-terminal domain-containing protein","Butanoate metabolism"
"map00650","K03821","WP_058990864.1","ACNO8S_RS00085","poly(3-hydroxyalkanoate) polymerase subunit PhaC","Butanoate metabolism"
"map00650","K00175","WP_151103327.1","ACNO8S_RS06395","2-oxoacid:ferredoxin oxidoreductase subunit beta","Butanoate metabolism"
"map00650","K22881","WP_050007575.1","ACNO8S_RS00080","poly(R)-hydroxyalkanoic acid synthase subunit PhaE","Butanoate metabolism"
"map00650","K01652","WP_129754787.1","ACNO8S_RS19530","thiamine pyrophosphate-binding protein","Butanoate metabolism"
"map00650","K00174","WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","Butanoate metabolism"
"map00650","K00248","WP_050037012.1","ACNO8S_RS12115","acyl-CoA dehydrogenase family protein","Butanoate metabolism"
"map00660","K19268","WP_191449366.1","ACNO8S_RS06250","methylaspartate mutase subunit E","C5-Branched dibasic acid metabolism"
"map00660","K01903","WP_014040054.1","ACNO8S_RS05395","ADP-forming succinate--CoA ligase subunit beta","C5-Branched dibasic acid metabolism"
"map00660","K01703","WP_064288455.1","ACNO8S_RS04915","3-isopropylmalate dehydratase large subunit","C5-Branched dibasic acid metabolism"
"map00660","K04835","WP_191449367.1","ACNO8S_RS06255","methylaspartate ammonia-lyase","C5-Branched dibasic acid metabolism"
"map00660","K01653","WP_008309974.1","ACNO8S_RS04900","acetolactate synthase small subunit","C5-Branched dibasic acid metabolism"
"map00660","K01652","WP_129754787.1","ACNO8S_RS19530","thiamine pyrophosphate-binding protein","C5-Branched dibasic acid metabolism"
"map00660","K01846","WP_050037967.1","ACNO8S_RS06245","methylaspartate mutase subunit S","C5-Branched dibasic acid metabolism"
"map00660","K01652","WP_014039805.1","ACNO8S_RS03975","thiamine pyrophosphate-binding protein","C5-Branched dibasic acid metabolism"
"map00660","K01846","WP_014040435.1","ACNO8S_RS07610","methylaspartate mutase subunit S","C5-Branched dibasic acid metabolism"
"map00660","K01652","WP_420182574.1","ACNO8S_RS04895","biosynthetic-type acetolactate synthase large subunit","C5-Branched dibasic acid metabolism"
"map00660","K19281","WP_420182665.1","ACNO8S_RS06265","L-malyl-CoA/beta-methylmalyl-CoA lyase","C5-Branched dibasic acid metabolism"
"map00660","K01902","WP_014040053.1","ACNO8S_RS05390","succinate--CoA ligase subunit alpha","C5-Branched dibasic acid metabolism"
"map00660","K01704","WP_014039975.1","ACNO8S_RS04920","3-isopropylmalate dehydratase small subunit","C5-Branched dibasic acid metabolism"
"map00670","K00789","WP_014040623.1","ACNO8S_RS08650","methionine adenosyltransferase","One carbon pool by folate"
"map00670","K00309","WP_420182940.1","ACNO8S_RS16710","GcvT family protein","One carbon pool by folate"
"map00670","K00605","WP_151145710.1","ACNO8S_RS09970","glycine cleavage system aminomethyltransferase GcvT","One carbon pool by folate"
"map00670","K00283","WP_420181859.1","ACNO8S_RS09955","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","One carbon pool by folate"
"map00670","K01934","WP_420182425.1","ACNO8S_RS02525","5-formyltetrahydrofolate cyclo-ligase","One carbon pool by folate"
"map00670","K01491","WP_050038114.1","ACNO8S_RS07670","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","One carbon pool by folate"
"map00670","K00600","WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","One carbon pool by folate"
"map00670","K00282","WP_050036783.1","ACNO8S_RS09960","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","One carbon pool by folate"
"map00670","K01938","WP_014031176.1","ACNO8S_RS16755","formate--tetrahydrofolate ligase","One carbon pool by folate"
"map00670","K00382","WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","One carbon pool by folate"
"map00670","K02437","WP_014040818.1","ACNO8S_RS09965","glycine cleavage system protein GcvH","One carbon pool by folate"
"map00670","K01433","WP_014039494.1","ACNO8S_RS02055","formyltetrahydrofolate deformylase","One carbon pool by folate"
"map00670","K00602","WP_420182530.1","ACNO8S_RS04240","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","One carbon pool by folate"
"map00670","K00287","WP_129755755.1","ACNO8S_RS07050","dihydrofolate reductase","One carbon pool by folate"
"map00670","K03465","WP_014040533.1","ACNO8S_RS08145","FAD-dependent thymidylate synthase","One carbon pool by folate"
"map00670","K00309","WP_151147355.1","ACNO8S_RS16705","GcvT family protein","One carbon pool by folate"
"map00670","K01934","WP_420182438.1","ACNO8S_RS02590","5-formyltetrahydrofolate cyclo-ligase","One carbon pool by folate"
"map00670","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","One carbon pool by folate"
"map00670","K01251","WP_146417728.1","ACNO8S_RS16075","adenosylhomocysteinase","One carbon pool by folate"
"map00670","K00297","WP_420182937.1","ACNO8S_RS16690","methylenetetrahydrofolate reductase","One carbon pool by folate"
"map00670","K01758","WP_050037154.1","ACNO8S_RS14165","trans-sulfuration enzyme family protein","One carbon pool by folate"
"map00670","K00287","WP_050006942.1","ACNO8S_RS16680","dihydrofolate reductase","One carbon pool by folate"
"map00670","K01491","WP_064288995.1","ACNO8S_RS18310","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","One carbon pool by folate"
"map00680","K15633","WP_420182443.1","ACNO8S_RS02695","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Methane metabolism"
"map00680","K00600","WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","Methane metabolism"
"map00680","K00058","WP_420182240.1","ACNO8S_RS15430","phosphoglycerate dehydrogenase","Methane metabolism"
"map00680","K16306","WP_420181946.1","ACNO8S_RS11635","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Methane metabolism"
"map00680","K00123","WP_420181816.1","ACNO8S_RS09115","formate dehydrogenase subunit alpha","Methane metabolism"
"map00680","K01895","WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","Methane metabolism"
"map00680","K00123","WP_420182997.1","ACNO8S_RS17465","formate dehydrogenase subunit alpha","Methane metabolism"
"map00680","K01079","WP_014039045.1","ACNO8S_RS15520","phosphoserine phosphatase SerB","Methane metabolism"
