Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HA|WP_049943000.1,HA,WP_049943000.1,None
HA|WP_049943027.1,HA,WP_049943027.1,None
HA|WP_050006866.1,HA,WP_050006866.1,None
HA|WP_050006893.1,HA,WP_050006893.1,None
HA|WP_050006896.1,HA,WP_050006896.1,None
HA|WP_050006898.1,HA,WP_050006898.1,None
HA|WP_050006915.1,HA,WP_050006915.1,None
HA|WP_050006925.1,HA,WP_050006925.1,None
HA|WP_050006935.1,HA,WP_050006935.1,None
HA|WP_050006940.1,HA,WP_050006940.1,None
HA|WP_050006941.1,HA,WP_050006941.1,None
HA|WP_050006944.1,HA,WP_050006944.1,None
HA|WP_050006946.1,HA,WP_050006946.1,None
HA|WP_050006951.1,HA,WP_050006951.1,None
HA|WP_050007016.1,HA,WP_050007016.1,None
HA|WP_050007057.1,HA,WP_050007057.1,None
HA|WP_050007077.1,HA,WP_050007077.1,None
HA|WP_050007083.1,HA,WP_050007083.1,None
HA|WP_050007092.1,HA,WP_050007092.1,None
HA|WP_050007097.1,HA,WP_050007097.1,None
HA|WP_050007106.1,HA,WP_050007106.1,None
HA|WP_050007108.1,HA,WP_050007108.1,None
HA|WP_050007112.1,HA,WP_050007112.1,None
HA|WP_050007113.1,HA,WP_050007113.1,None
HA|WP_050007114.1,HA,WP_050007114.1,None
HA|WP_050007161.1,HA,WP_050007161.1,None
HA|WP_050007187.1,HA,WP_050007187.1,None
HA|WP_050007189.1,HA,WP_050007189.1,None
HA|WP_050007239.1,HA,WP_050007239.1,None
HA|WP_050007252.1,HA,WP_050007252.1,None
HA|WP_050007255.1,HA,WP_050007255.1,None
HA|WP_050007258.1,HA,WP_050007258.1,None
HA|WP_050007261.1,HA,WP_050007261.1,None
HA|WP_050007334.1,HA,WP_050007334.1,None
HA|WP_050007351.1,HA,WP_050007351.1,None
HA|WP_050007376.1,HA,WP_050007376.1,None
HA|WP_050007401.1,HA,WP_050007401.1,None
HA|WP_050007404.1,HA,WP_050007404.1,None
HA|WP_050007418.1,HA,WP_050007418.1,None
HA|WP_050007419.1,HA,WP_050007419.1,None
HA|WP_050007431.1,HA,WP_050007431.1,None
HA|WP_050007437.1,HA,WP_050007437.1,None
HA|WP_050007442.1,HA,WP_050007442.1,None
HA|WP_050007460.1,HA,WP_050007460.1,None
HA|WP_050007461.1,HA,WP_050007461.1,None
HA|WP_050007466.1,HA,WP_050007466.1,None
HA|WP_050007510.1,HA,WP_050007510.1,None
HA|WP_050007531.1,HA,WP_050007531.1,None
HA|WP_050007537.1,HA,WP_050007537.1,None
HA|WP_050007567.1,HA,WP_050007567.1,None
HA|WP_050007573.1,HA,WP_050007573.1,None
HA|WP_050007576.1,HA,WP_050007576.1,None
HA|WP_050007588.1,HA,WP_050007588.1,None
HA|WP_050007608.1,HA,WP_050007608.1,None
HA|WP_050007651.1,HA,WP_050007651.1,None
HA|WP_050007652.1,HA,WP_050007652.1,None
HA|WP_050007658.1,HA,WP_050007658.1,None
HA|WP_050007752.1,HA,WP_050007752.1,None
HA|WP_050007777.1,HA,WP_050007777.1,None
HA|WP_050007796.1,HA,WP_050007796.1,None
HA|WP_050007814.1,HA,WP_050007814.1,None
HA|WP_050007970.1,HA,WP_050007970.1,None
HA|WP_050007977.1,HA,WP_050007977.1,None
HA|WP_050036494.1,HA,WP_050036494.1,None
HA|WP_050036502.1,HA,WP_050036502.1,None
HA|WP_050036503.1,HA,WP_050036503.1,None
HA|WP_050036512.1,HA,WP_050036512.1,None
HA|WP_050036529.1,HA,WP_050036529.1,None
HA|WP_050036548.1,HA,WP_050036548.1,None
HA|WP_050036556.1,HA,WP_050036556.1,None
HA|WP_050036557.1,HA,WP_050036557.1,None
HA|WP_050036566.1,HA,WP_050036566.1,None
HA|WP_050036592.1,HA,WP_050036592.1,None
HA|WP_050036601.1,HA,WP_050036601.1,None
HA|WP_050036645.1,HA,WP_050036645.1,None
HA|WP_050036649.1,HA,WP_050036649.1,None
HA|WP_050036652.1,HA,WP_050036652.1,None
HA|WP_050036655.1,HA,WP_050036655.1,None
HA|WP_050036656.1,HA,WP_050036656.1,None
HA|WP_050036662.1,HA,WP_050036662.1,None
HA|WP_050036667.1,HA,WP_050036667.1,None
HA|WP_050036668.1,HA,WP_050036668.1,None
HA|WP_050036669.1,HA,WP_050036669.1,None
HA|WP_050036696.1,HA,WP_050036696.1,None
HA|WP_050036713.1,HA,WP_050036713.1,None
HA|WP_050036718.1,HA,WP_050036718.1,None
HA|WP_050036724.1,HA,WP_050036724.1,None
HA|WP_050036738.1,HA,WP_050036738.1,None
HA|WP_050036742.1,HA,WP_050036742.1,None
HA|WP_050036754.1,HA,WP_050036754.1,None
HA|WP_050036755.1,HA,WP_050036755.1,None
HA|WP_050036775.1,HA,WP_050036775.1,None
HA|WP_050036790.1,HA,WP_050036790.1,None
HA|WP_050036856.1,HA,WP_050036856.1,None
HA|WP_050036866.1,HA,WP_050036866.1,None
HA|WP_050036867.1,HA,WP_050036867.1,None
HA|WP_050036868.1,HA,WP_050036868.1,None
HA|WP_050036872.1,HA,WP_050036872.1,None
HA|WP_050036877.1,HA,WP_050036877.1,None
HA|WP_050036884.1,HA,WP_050036884.1,None
HA|WP_050036892.1,HA,WP_050036892.1,None
HA|WP_050036921.1,HA,WP_050036921.1,None
HA|WP_050036923.1,HA,WP_050036923.1,None
HA|WP_050036936.1,HA,WP_050036936.1,None
HA|WP_050036954.1,HA,WP_050036954.1,None
HA|WP_050036983.1,HA,WP_050036983.1,None
HA|WP_050037019.1,HA,WP_050037019.1,None
HA|WP_050037057.1,HA,WP_050037057.1,None
HA|WP_050037058.1,HA,WP_050037058.1,None
HA|WP_050037069.1,HA,WP_050037069.1,None
HA|WP_050037110.1,HA,WP_050037110.1,None
HA|WP_050037138.1,HA,WP_050037138.1,None
HA|WP_050037174.1,HA,WP_050037174.1,None
HA|WP_050037211.1,HA,WP_050037211.1,None
HA|WP_050037233.1,HA,WP_050037233.1,None
HA|WP_050037242.1,HA,WP_050037242.1,None
HA|WP_050037264.1,HA,WP_050037264.1,None
HA|WP_050037269.1,HA,WP_050037269.1,None
HA|WP_050037307.1,HA,WP_050037307.1,None
HA|WP_050037325.1,HA,WP_050037325.1,None
HA|WP_050037327.1,HA,WP_050037327.1,None
HA|WP_050037373.1,HA,WP_050037373.1,None
HA|WP_050037432.1,HA,WP_050037432.1,None
HA|WP_050037436.1,HA,WP_050037436.1,None
HA|WP_050037444.1,HA,WP_050037444.1,None
HA|WP_050037465.1,HA,WP_050037465.1,None
HA|WP_050037467.1,HA,WP_050037467.1,None
HA|WP_050037473.1,HA,WP_050037473.1,None
HA|WP_050037480.1,HA,WP_050037480.1,None
HA|WP_050037494.1,HA,WP_050037494.1,None
HA|WP_050037510.1,HA,WP_050037510.1,None
HA|WP_050037517.1,HA,WP_050037517.1,None
HA|WP_050037542.1,HA,WP_050037542.1,None
HA|WP_050037553.1,HA,WP_050037553.1,None
HA|WP_050037561.1,HA,WP_050037561.1,None
HA|WP_050037578.1,HA,WP_050037578.1,None
HA|WP_050037602.1,HA,WP_050037602.1,None
HA|WP_050037613.1,HA,WP_050037613.1,None
HA|WP_050037618.1,HA,WP_050037618.1,None
HA|WP_050037641.1,HA,WP_050037641.1,None
HA|WP_050037648.1,HA,WP_050037648.1,None
HA|WP_050037659.1,HA,WP_050037659.1,None
HA|WP_050037694.1,HA,WP_050037694.1,None
HA|WP_050037702.1,HA,WP_050037702.1,None
HA|WP_050037708.1,HA,WP_050037708.1,None
HA|WP_050037711.1,HA,WP_050037711.1,None
HA|WP_050037721.1,HA,WP_050037721.1,None
HA|WP_050037749.1,HA,WP_050037749.1,None
HA|WP_050037751.1,HA,WP_050037751.1,None
HA|WP_050037752.1,HA,WP_050037752.1,None
HA|WP_050037838.1,HA,WP_050037838.1,None
HA|WP_050037839.1,HA,WP_050037839.1,None
HA|WP_050037872.1,HA,WP_050037872.1,None
HA|WP_050037877.1,HA,WP_050037877.1,None
HA|WP_050037955.1,HA,WP_050037955.1,None
HA|WP_050037959.1,HA,WP_050037959.1,None
HA|WP_050037986.1,HA,WP_050037986.1,None
HA|WP_050038016.1,HA,WP_050038016.1,None
HA|WP_050038019.1,HA,WP_050038019.1,None
HA|WP_050038021.1,HA,WP_050038021.1,None
HA|WP_050038024.1,HA,WP_050038024.1,None
HA|WP_050038029.1,HA,WP_050038029.1,None
HA|WP_050038030.1,HA,WP_050038030.1,None
HA|WP_050038060.1,HA,WP_050038060.1,None
HA|WP_050038072.1,HA,WP_050038072.1,None
HA|WP_050038083.1,HA,WP_050038083.1,None
HA|WP_050038086.1,HA,WP_050038086.1,None
HA|WP_050038087.1,HA,WP_050038087.1,None
HA|WP_050038088.1,HA,WP_050038088.1,None
HA|WP_050038089.1,HA,WP_050038089.1,None
HA|WP_050038099.1,HA,WP_050038099.1,None
HA|WP_050038113.1,HA,WP_050038113.1,None
HA|WP_050038121.1,HA,WP_050038121.1,None
HA|WP_050038123.1,HA,WP_050038123.1,None
HA|WP_050038131.1,HA,WP_050038131.1,None
HA|WP_050038167.1,HA,WP_050038167.1,None
HA|WP_050038194.1,HA,WP_050038194.1,None
HA|WP_050038235.1,HA,WP_050038235.1,None
HA|WP_050038245.1,HA,WP_050038245.1,None
HA|WP_050038248.1,HA,WP_050038248.1,None
HA|WP_050038250.1,HA,WP_050038250.1,None
HA|WP_050038265.1,HA,WP_050038265.1,None
HA|WP_050038280.1,HA,WP_050038280.1,None
HA|WP_050038338.1,HA,WP_050038338.1,None
HA|WP_050038341.1,HA,WP_050038341.1,None
HA|WP_050038394.1,HA,WP_050038394.1,None
HA|WP_050038415.1,HA,WP_050038415.1,None
HA|WP_050038426.1,HA,WP_050038426.1,None
HA|WP_050038431.1,HA,WP_050038431.1,None
HA|WP_050038436.1,HA,WP_050038436.1,None
HA|WP_050038458.1,HA,WP_050038458.1,None
HA|WP_050038462.1,HA,WP_050038462.1,None
HA|WP_050038463.1,HA,WP_050038463.1,None
HA|WP_058990820.1,HA,WP_058990820.1,None
HA|WP_058992698.1,HA,WP_058992698.1,None
HA|WP_058992702.1,HA,WP_058992702.1,None
HA|WP_058992721.1,HA,WP_058992721.1,None
HA|WP_058992723.1,HA,WP_058992723.1,None
HA|WP_058992725.1,HA,WP_058992725.1,None
HA|WP_058992728.1,HA,WP_058992728.1,None
HA|WP_058992730.1,HA,WP_058992730.1,None
HA|WP_058992735.1,HA,WP_058992735.1,None
HA|WP_058994870.1,HA,WP_058994870.1,None
HA|WP_064287048.1,HA,WP_064287048.1,None
HA|WP_064287056.1,HA,WP_064287056.1,None
HA|WP_064287138.1,HA,WP_064287138.1,None
HA|WP_064287142.1,HA,WP_064287142.1,None
HA|WP_064287189.1,HA,WP_064287189.1,None
HA|WP_064287194.1,HA,WP_064287194.1,None
HA|WP_064287440.1,HA,WP_064287440.1,None
HA|WP_064287455.1,HA,WP_064287455.1,None
HA|WP_064287508.1,HA,WP_064287508.1,None
HA|WP_064287524.1,HA,WP_064287524.1,None
HA|WP_064287529.1,HA,WP_064287529.1,None
HA|WP_064287579.1,HA,WP_064287579.1,None
HA|WP_064287582.1,HA,WP_064287582.1,None
HA|WP_064287723.1,HA,WP_064287723.1,None
HA|WP_064287911.1,HA,WP_064287911.1,None
HA|WP_064287912.1,HA,WP_064287912.1,None
HA|WP_064287993.1,HA,WP_064287993.1,None
HA|WP_064288028.1,HA,WP_064288028.1,None
HA|WP_064288072.1,HA,WP_064288072.1,None
HA|WP_064288092.1,HA,WP_064288092.1,None
HA|WP_064288103.1,HA,WP_064288103.1,None
HA|WP_064288135.1,HA,WP_064288135.1,None
HA|WP_064288182.1,HA,WP_064288182.1,None
HA|WP_064288215.1,HA,WP_064288215.1,None
HA|WP_064288251.1,HA,WP_064288251.1,None
HA|WP_064288313.1,HA,WP_064288313.1,None
HA|WP_064288342.1,HA,WP_064288342.1,None
HA|WP_064288362.1,HA,WP_064288362.1,None
HA|WP_064288366.1,HA,WP_064288366.1,None
HA|WP_064288374.1,HA,WP_064288374.1,None
HA|WP_064288379.1,HA,WP_064288379.1,None
HA|WP_064288415.1,HA,WP_064288415.1,None
HA|WP_064288461.1,HA,WP_064288461.1,None
HA|WP_064288482.1,HA,WP_064288482.1,None
HA|WP_064288548.1,HA,WP_064288548.1,None
HA|WP_064288691.1,HA,WP_064288691.1,None
HA|WP_064288699.1,HA,WP_064288699.1,None
HA|WP_064288714.1,HA,WP_064288714.1,None
HA|WP_064288728.1,HA,WP_064288728.1,None
HA|WP_064288760.1,HA,WP_064288760.1,None
HA|WP_064288789.1,HA,WP_064288789.1,None
HA|WP_064288832.1,HA,WP_064288832.1,None
HA|WP_064288885.1,HA,WP_064288885.1,None
HA|WP_064288889.1,HA,WP_064288889.1,None
HA|WP_064288956.1,HA,WP_064288956.1,None
HA|WP_064288978.1,HA,WP_064288978.1,None
HA|WP_064288979.1,HA,WP_064288979.1,None
HA|WP_064289001.1,HA,WP_064289001.1,None
HA|WP_064289004.1,HA,WP_064289004.1,None
HA|WP_064289012.1,HA,WP_064289012.1,None
HA|WP_064289054.1,HA,WP_064289054.1,None
HA|WP_064289055.1,HA,WP_064289055.1,None
HA|WP_064289069.1,HA,WP_064289069.1,None
HA|WP_064289089.1,HA,WP_064289089.1,None
HA|WP_064289122.1,HA,WP_064289122.1,None
HA|WP_079980820.1,HA,WP_079980820.1,None
HA|WP_079980821.1,HA,WP_079980821.1,None
HA|WP_079980832.1,HA,WP_079980832.1,None
HA|WP_079980861.1,HA,WP_079980861.1,None
HA|WP_080510065.1,HA,WP_080510065.1,None
HA|WP_101349220.1,HA,WP_101349220.1,None
HA|WP_121303816.1,HA,WP_121303816.1,None
HA|WP_121538762.1,HA,WP_121538762.1,None
HA|WP_121578452.1,HA,WP_121578452.1,None
HA|WP_129754833.1,HA,WP_129754833.1,None
HA|WP_129754840.1,HA,WP_129754840.1,None
HA|WP_129754983.1,HA,WP_129754983.1,None
HA|WP_129754984.1,HA,WP_129754984.1,None
HA|WP_129755012.1,HA,WP_129755012.1,None
HA|WP_129755103.1,HA,WP_129755103.1,None
HA|WP_129755105.1,HA,WP_129755105.1,None
HA|WP_129755131.1,HA,WP_129755131.1,None
HA|WP_129755330.1,HA,WP_129755330.1,None
HA|WP_129755361.1,HA,WP_129755361.1,None
HA|WP_129755374.1,HA,WP_129755374.1,None
HA|WP_129755426.1,HA,WP_129755426.1,None
HA|WP_129755431.1,HA,WP_129755431.1,None
HA|WP_129755439.1,HA,WP_129755439.1,None
HA|WP_129755602.1,HA,WP_129755602.1,None
HA|WP_129755612.1,HA,WP_129755612.1,None
HA|WP_129755699.1,HA,WP_129755699.1,None
HA|WP_129755722.1,HA,WP_129755722.1,None
HA|WP_129755796.1,HA,WP_129755796.1,None
HA|WP_129755856.1,HA,WP_129755856.1,None
HA|WP_129755858.1,HA,WP_129755858.1,None
HA|WP_129755887.1,HA,WP_129755887.1,None
HA|WP_129755900.1,HA,WP_129755900.1,None
HA|WP_129756029.1,HA,WP_129756029.1,None
HA|WP_129756132.1,HA,WP_129756132.1,None
HA|WP_129756201.1,HA,WP_129756201.1,None
HA|WP_129756236.1,HA,WP_129756236.1,None
HA|WP_129756252.1,HA,WP_129756252.1,None
HA|WP_129756307.1,HA,WP_129756307.1,None
HA|WP_129756328.1,HA,WP_129756328.1,None
HA|WP_144443754.1,HA,WP_144443754.1,None
HA|WP_146416867.1,HA,WP_146416867.1,None
HA|WP_146416915.1,HA,WP_146416915.1,None
HA|WP_146416974.1,HA,WP_146416974.1,None
HA|WP_146417036.1,HA,WP_146417036.1,None
HA|WP_146417045.1,HA,WP_146417045.1,None
HA|WP_146417076.1,HA,WP_146417076.1,None
HA|WP_146417115.1,HA,WP_146417115.1,None
HA|WP_146417184.1,HA,WP_146417184.1,None
HA|WP_146417317.1,HA,WP_146417317.1,None
HA|WP_146417405.1,HA,WP_146417405.1,None
HA|WP_146417442.1,HA,WP_146417442.1,None
HA|WP_146417546.1,HA,WP_146417546.1,None
HA|WP_146417856.1,HA,WP_146417856.1,None
HA|WP_146417895.1,HA,WP_146417895.1,None
HA|WP_146417985.1,HA,WP_146417985.1,None
HA|WP_146418050.1,HA,WP_146418050.1,None
HA|WP_146418079.1,HA,WP_146418079.1,None
HA|WP_146418108.1,HA,WP_146418108.1,None
HA|WP_146418398.1,HA,WP_146418398.1,None
HA|WP_147439962.1,HA,WP_147439962.1,None
HA|WP_151102677.1,HA,WP_151102677.1,None
HA|WP_151102732.1,HA,WP_151102732.1,None
HA|WP_151102751.1,HA,WP_151102751.1,None
HA|WP_151102759.1,HA,WP_151102759.1,None
HA|WP_151102764.1,HA,WP_151102764.1,None
HA|WP_151102832.1,HA,WP_151102832.1,None
HA|WP_151102926.1,HA,WP_151102926.1,None
HA|WP_151102945.1,HA,WP_151102945.1,None
HA|WP_151102946.1,HA,WP_151102946.1,None
HA|WP_151102988.1,HA,WP_151102988.1,None
HA|WP_151103019.1,HA,WP_151103019.1,None
HA|WP_151103036.1,HA,WP_151103036.1,None
HA|WP_151103077.1,HA,WP_151103077.1,None
HA|WP_151103272.1,HA,WP_151103272.1,None
HA|WP_151103337.1,HA,WP_151103337.1,None
HA|WP_151103406.1,HA,WP_151103406.1,None
HA|WP_151103449.1,HA,WP_151103449.1,None
HA|WP_151103484.1,HA,WP_151103484.1,None
HA|WP_151103505.1,HA,WP_151103505.1,None
HA|WP_151103583.1,HA,WP_151103583.1,None
HA|WP_151103595.1,HA,WP_151103595.1,None
HA|WP_151103619.1,HA,WP_151103619.1,None
HA|WP_151103672.1,HA,WP_151103672.1,None
HA|WP_151103771.1,HA,WP_151103771.1,None
HA|WP_151103799.1,HA,WP_151103799.1,None
HA|WP_151103820.1,HA,WP_151103820.1,None
HA|WP_151103836.1,HA,WP_151103836.1,None
HA|WP_151103864.1,HA,WP_151103864.1,None
HA|WP_151103902.1,HA,WP_151103902.1,None
HA|WP_151104001.1,HA,WP_151104001.1,None
HA|WP_151104025.1,HA,WP_151104025.1,None
HA|WP_151104029.1,HA,WP_151104029.1,None
HA|WP_151104070.1,HA,WP_151104070.1,None
HA|WP_151104078.1,HA,WP_151104078.1,None
HA|WP_151104123.1,HA,WP_151104123.1,None
HA|WP_151104156.1,HA,WP_151104156.1,None
HA|WP_151104181.1,HA,WP_151104181.1,None
HA|WP_151104211.1,HA,WP_151104211.1,None
HA|WP_151104294.1,HA,WP_151104294.1,None
HA|WP_151104296.1,HA,WP_151104296.1,None
HA|WP_151144630.1,HA,WP_151144630.1,None
HA|WP_151144645.1,HA,WP_151144645.1,None
HA|WP_151144717.1,HA,WP_151144717.1,None
HA|WP_151145049.1,HA,WP_151145049.1,None
HA|WP_151145189.1,HA,WP_151145189.1,None
HA|WP_151145231.1,HA,WP_151145231.1,None
HA|WP_151145399.1,HA,WP_151145399.1,None
HA|WP_151145623.1,HA,WP_151145623.1,None
HA|WP_151145628.1,HA,WP_151145628.1,None
HA|WP_151145630.1,HA,WP_151145630.1,None
HA|WP_151145633.1,HA,WP_151145633.1,None
HA|WP_151145636.1,HA,WP_151145636.1,None
HA|WP_151145639.1,HA,WP_151145639.1,None
HA|WP_151145643.1,HA,WP_151145643.1,None
HA|WP_151145646.1,HA,WP_151145646.1,None
HA|WP_151145665.1,HA,WP_151145665.1,None
HA|WP_151145671.1,HA,WP_151145671.1,None
HA|WP_151145674.1,HA,WP_151145674.1,None
HA|WP_151145836.1,HA,WP_151145836.1,None
HA|WP_151145846.1,HA,WP_151145846.1,None
HA|WP_151145914.1,HA,WP_151145914.1,None
HA|WP_151145955.1,HA,WP_151145955.1,None
HA|WP_151146302.1,HA,WP_151146302.1,None
HA|WP_151146358.1,HA,WP_151146358.1,None
HA|WP_151146735.1,HA,WP_151146735.1,None
HA|WP_151146797.1,HA,WP_151146797.1,None
HA|WP_151147416.1,HA,WP_151147416.1,None
HA|WP_151147793.1,HA,WP_151147793.1,None
HA|WP_151147796.1,HA,WP_151147796.1,None
HA|WP_151148286.1,HA,WP_151148286.1,None
HA|WP_151148288.1,HA,WP_151148288.1,None
HA|WP_151148298.1,HA,WP_151148298.1,None
HA|WP_154020777.1,HA,WP_154020777.1,None
HA|WP_154020780.1,HA,WP_154020780.1,None
HA|WP_154020781.1,HA,WP_154020781.1,None
HA|WP_154020789.1,HA,WP_154020789.1,None
HA|WP_154020793.1,HA,WP_154020793.1,None
HA|WP_154021006.1,HA,WP_154021006.1,None
HA|WP_165353739.1,HA,WP_165353739.1,None
HA|WP_165353747.1,HA,WP_165353747.1,None
HA|WP_165353748.1,HA,WP_165353748.1,None
HA|WP_165353755.1,HA,WP_165353755.1,None
HA|WP_165353788.1,HA,WP_165353788.1,None
HA|WP_165896938.1,HA,WP_165896938.1,None
HA|WP_170098914.1,HA,WP_170098914.1,None
HA|WP_174878656.1,HA,WP_174878656.1,None
HA|WP_174878659.1,HA,WP_174878659.1,None
HA|WP_174878662.1,HA,WP_174878662.1,None
HA|WP_175055148.1,HA,WP_175055148.1,None
HA|WP_175055157.1,HA,WP_175055157.1,None
HA|WP_186764062.1,HA,WP_186764062.1,None
HA|WP_186764071.1,HA,WP_186764071.1,None
HA|WP_186764074.1,HA,WP_186764074.1,None
HA|WP_191449131.1,HA,WP_191449131.1,None
HA|WP_191449133.1,HA,WP_191449133.1,None
HA|WP_191449320.1,HA,WP_191449320.1,None
HA|WP_191449321.1,HA,WP_191449321.1,None
HA|WP_191449656.1,HA,WP_191449656.1,None
HA|WP_191449687.1,HA,WP_191449687.1,None
HA|WP_191449697.1,HA,WP_191449697.1,None
HA|WP_191449904.1,HA,WP_191449904.1,None
HA|WP_191450339.1,HA,WP_191450339.1,None
HA|WP_191450596.1,HA,WP_191450596.1,None
HA|WP_191450597.1,HA,WP_191450597.1,None
HA|WP_191450608.1,HA,WP_191450608.1,None
HA|WP_191906077.1,HA,WP_191906077.1,None
HA|WP_191907461.1,HA,WP_191907461.1,None
HA|WP_191907470.1,HA,WP_191907470.1,None
HA|WP_191907472.1,HA,WP_191907472.1,None
HA|WP_191907473.1,HA,WP_191907473.1,None
HA|WP_191907481.1,HA,WP_191907481.1,None
HA|WP_191907484.1,HA,WP_191907484.1,None
HA|WP_191907495.1,HA,WP_191907495.1,None
HA|WP_193363423.1,HA,WP_193363423.1,None
HA|WP_196219984.1,HA,WP_196219984.1,None
HA|WP_196219999.1,HA,WP_196219999.1,None
HA|WP_225306729.1,HA,WP_225306729.1,None
HA|WP_225306736.1,HA,WP_225306736.1,None
HA|WP_225306753.1,HA,WP_225306753.1,None
HA|WP_225306764.1,HA,WP_225306764.1,None
HA|WP_225306769.1,HA,WP_225306769.1,None
HA|WP_225306779.1,HA,WP_225306779.1,None
HA|WP_225306785.1,HA,WP_225306785.1,None
HA|WP_225306786.1,HA,WP_225306786.1,None
HA|WP_225306815.1,HA,WP_225306815.1,None
HA|WP_225306822.1,HA,WP_225306822.1,None
HA|WP_225306838.1,HA,WP_225306838.1,None
HA|WP_225308064.1,HA,WP_225308064.1,None
HA|WP_225308098.1,HA,WP_225308098.1,None
HA|WP_225308153.1,HA,WP_225308153.1,None
HA|WP_225308227.1,HA,WP_225308227.1,None
HA|WP_228841583.1,HA,WP_228841583.1,None
HA|WP_228841613.1,HA,WP_228841613.1,None
HA|WP_228841615.1,HA,WP_228841615.1,None
HA|WP_228841619.1,HA,WP_228841619.1,None
HA|WP_228841637.1,HA,WP_228841637.1,None
HA|WP_230458900.1,HA,WP_230458900.1,None
HA|WP_230458915.1,HA,WP_230458915.1,None
HA|WP_233425843.1,HA,WP_233425843.1,None
HA|WP_236627531.1,HA,WP_236627531.1,None
HA|WP_239642278.1,HA,WP_239642278.1,None
HA|WP_239642335.1,HA,WP_239642335.1,None
HA|WP_252718674.1,HA,WP_252718674.1,None
HA|WP_252718706.1,HA,WP_252718706.1,None
HA|WP_252718743.1,HA,WP_252718743.1,None
HA|WP_255355512.1,HA,WP_255355512.1,None
HA|WP_255355532.1,HA,WP_255355532.1,None
HA|WP_255355535.1,HA,WP_255355535.1,None
HA|WP_255355537.1,HA,WP_255355537.1,None
HA|WP_255355555.1,HA,WP_255355555.1,None
HA|WP_255355560.1,HA,WP_255355560.1,None
HA|WP_255359471.1,HA,WP_255359471.1,None
HA|WP_255359479.1,HA,WP_255359479.1,None
HA|WP_255359480.1,HA,WP_255359480.1,None
HA|WP_255410841.1,HA,WP_255410841.1,None
HA|WP_256369578.1,HA,WP_256369578.1,None
HA|WP_261385018.1,HA,WP_261385018.1,None
HA|WP_275039401.1,HA,WP_275039401.1,None
HA|WP_275039403.1,HA,WP_275039403.1,None
HA|WP_315898944.1,HA,WP_315898944.1,None
HA|WP_336328964.1,HA,WP_336328964.1,None
HA|WP_336328971.1,HA,WP_336328971.1,None
HA|WP_336329604.1,HA,WP_336329604.1,None
HA|WP_336329608.1,HA,WP_336329608.1,None
HA|WP_336357625.1,HA,WP_336357625.1,None
HA|WP_336357791.1,HA,WP_336357791.1,None
HA|WP_336357975.1,HA,WP_336357975.1,None
HA|WP_336358410.1,HA,WP_336358410.1,None
HA|WP_336358694.1,HA,WP_336358694.1,None
HA|WP_336358731.1,HA,WP_336358731.1,None
HA|WP_336358964.1,HA,WP_336358964.1,None
HA|WP_336358965.1,HA,WP_336358965.1,None
HA|WP_367176285.1,HA,WP_367176285.1,None
HA|WP_369802699.1,HA,WP_369802699.1,None
HA|WP_369804294.1,HA,WP_369804294.1,None
HA|WP_371726985.1,HA,WP_371726985.1,None
HA|WP_420181781.1,HA,WP_420181781.1,None
HA|WP_420181782.1,HA,WP_420181782.1,None
HA|WP_420181783.1,HA,WP_420181783.1,None
HA|WP_420181791.1,HA,WP_420181791.1,None
HA|WP_420181795.1,HA,WP_420181795.1,None
HA|WP_420181801.1,HA,WP_420181801.1,None
HA|WP_420181803.1,HA,WP_420181803.1,None
HA|WP_420181809.1,HA,WP_420181809.1,None
HA|WP_420181810.1,HA,WP_420181810.1,None
HA|WP_420181812.1,HA,WP_420181812.1,None
HA|WP_420181813.1,HA,WP_420181813.1,None
HA|WP_420181814.1,HA,WP_420181814.1,None
HA|WP_420181815.1,HA,WP_420181815.1,None
HA|WP_420181817.1,HA,WP_420181817.1,None
HA|WP_420181820.1,HA,WP_420181820.1,None
HA|WP_420181822.1,HA,WP_420181822.1,None
HA|WP_420181825.1,HA,WP_420181825.1,None
HA|WP_420181826.1,HA,WP_420181826.1,None
HA|WP_420181827.1,HA,WP_420181827.1,None
HA|WP_420181828.1,HA,WP_420181828.1,None
HA|WP_420181830.1,HA,WP_420181830.1,None
HA|WP_420181831.1,HA,WP_420181831.1,None
HA|WP_420181832.1,HA,WP_420181832.1,None
HA|WP_420181833.1,HA,WP_420181833.1,None
HA|WP_420181834.1,HA,WP_420181834.1,None
HA|WP_420181835.1,HA,WP_420181835.1,None
HA|WP_420181836.1,HA,WP_420181836.1,None
HA|WP_420181837.1,HA,WP_420181837.1,None
HA|WP_420181838.1,HA,WP_420181838.1,None
HA|WP_420181839.1,HA,WP_420181839.1,None
HA|WP_420181841.1,HA,WP_420181841.1,None
HA|WP_420181842.1,HA,WP_420181842.1,None
HA|WP_420181843.1,HA,WP_420181843.1,None
HA|WP_420181844.1,HA,WP_420181844.1,None
HA|WP_420181846.1,HA,WP_420181846.1,None
HA|WP_420181847.1,HA,WP_420181847.1,None
HA|WP_420181849.1,HA,WP_420181849.1,None
HA|WP_420181851.1,HA,WP_420181851.1,None
HA|WP_420181852.1,HA,WP_420181852.1,None
HA|WP_420181855.1,HA,WP_420181855.1,None
HA|WP_420181858.1,HA,WP_420181858.1,None
HA|WP_420181867.1,HA,WP_420181867.1,None
HA|WP_420181868.1,HA,WP_420181868.1,None
