"Pathway","KO","protein_id","gene","product","Description"
"map00400","K01817","WP_372479352.1","ACAH01_RS12135","phosphoribosylanthranilate isomerase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01736","WP_372480721.1","ACAH01_RS07360","chorismate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00812","WP_372480615.1","ACAH01_RS06460","pyridoxal phosphate-dependent aminotransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01609","WP_372480495.1","ACAH01_RS05450","indole-3-glycerol phosphate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00800","WP_372480720.1","ACAH01_RS07355","3-phosphoshikimate 1-carboxyvinyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01696","WP_372480496.1","ACAH01_RS05455","tryptophan synthase subunit beta","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00817","WP_208625727.1","ACAH01_RS08630","histidinol-phosphate transaminase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00766","WP_372479468.1","ACAH01_RS12975","anthranilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00812","WP_372480541.1","ACAH01_RS05835","pyridoxal phosphate-dependent aminotransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00766","WP_372479351.1","ACAH01_RS12130","anthranilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00891","WP_372478957.1","ACAH01_RS09040","shikimate kinase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01695","WP_170095034.1","ACAH01_RS05460","tryptophan synthase subunit alpha","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01696","WP_170092798.1","ACAH01_RS01865","tryptophan synthase subunit beta","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K11646","WP_153554044.1","ACAH01_RS05470","3-dehydroquinate synthase II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01658","WP_170094959.1","ACAH01_RS05925","aminodeoxychorismate/anthranilate synthase component II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00812","WP_372479229.1","ACAH01_RS11225","pyridoxal phosphate-dependent aminotransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K04093","WP_153553262.1","ACAH01_RS09035","chorismate mutase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01657","WP_372479353.1","ACAH01_RS12140","anthranilate synthase component I","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K04517","WP_170094326.1","ACAH01_RS08990","prephenate dehydrogenase/arogenate dehydrogenase family protein","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01657","WP_372480549.1","ACAH01_RS05920","aminodeoxychorismate synthase-2C component I","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K01658","WP_170093804.1","ACAH01_RS12145","anthranilate synthase component II","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K16306","WP_153554043.1","ACAH01_RS05465","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K00014","WP_372480548.1","ACAH01_RS05910","shikimate dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00400","K04518","WP_170093161.1","ACAH01_RS00105","prephenate dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"map00401","K00812","WP_372480615.1","ACAH01_RS06460","pyridoxal phosphate-dependent aminotransferase","Novobiocin biosynthesis"
"map00401","K00812","WP_372479229.1","ACAH01_RS11225","pyridoxal phosphate-dependent aminotransferase","Novobiocin biosynthesis"
"map00401","K00812","WP_372480541.1","ACAH01_RS05835","pyridoxal phosphate-dependent aminotransferase","Novobiocin biosynthesis"
"map00401","K04517","WP_170094326.1","ACAH01_RS08990","prephenate dehydrogenase/arogenate dehydrogenase family protein","Novobiocin biosynthesis"
"map00401","K00817","WP_208625727.1","ACAH01_RS08630","histidinol-phosphate transaminase","Novobiocin biosynthesis"
"map00410","K09722","WP_372480384.1","ACAH01_RS04510","4-phosphopantoate--beta-alanine ligase","beta-Alanine metabolism"
"map00410","K00248","WP_372479122.1","ACAH01_RS10370","acyl-CoA dehydrogenase family protein","beta-Alanine metabolism"
"map00410","K00823","WP_372479039.1","ACAH01_RS09755","aminotransferase class III-fold pyridoxal phosphate-dependent enzyme","beta-Alanine metabolism"
"map00410","K00248","WP_372480563.1","ACAH01_RS06035","acyl-CoA dehydrogenase","beta-Alanine metabolism"
"map00410","K18933","WP_372480523.1","ACAH01_RS05665","tyrosine decarboxylase MfnA","beta-Alanine metabolism"
"map00410","K00140","WP_372480194.1","ACAH01_RS03055","CoA-acylating methylmalonate-semialdehyde dehydrogenase","beta-Alanine metabolism"
"map00410","K00248","WP_372480463.1","ACAH01_RS05125","acyl-CoA dehydrogenase family protein","beta-Alanine metabolism"
"map00410","K00248","WP_372479070.1","ACAH01_RS09995","acyl-CoA dehydrogenase family protein","beta-Alanine metabolism"
"map00430","K00681","WP_170092586.1","ACAH01_RS03235","gamma-glutamyltransferase","Taurine and hypotaurine metabolism"
"map00450","K11717","WP_372480874.1","ACAH01_RS16710","aminotransferase class V-fold PLP-dependent enzyme","Selenocompound metabolism"
"map00450","K11717","WP_170093396.1","ACAH01_RS14630","aminotransferase class V-fold PLP-dependent enzyme","Selenocompound metabolism"
"map00450","K00384","WP_372478888.1","ACAH01_RS08450","NAD(P)/FAD-dependent oxidoreductase","Selenocompound metabolism"
"map00450","K01874","WP_372480524.1","ACAH01_RS05675","methionine--tRNA ligase","Selenocompound metabolism"
"map00450","K00384","WP_372479173.1","ACAH01_RS10740","NAD(P)/FAD-dependent oxidoreductase","Selenocompound metabolism"
"map00450","K00549","WP_153553731.1","ACAH01_RS07235","methionine synthase","Selenocompound metabolism"
"map00450","K00549","WP_372480709.1","ACAH01_RS07230","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Selenocompound metabolism"
"map00460","K05349","WP_372479245.1","ACAH01_RS11335","glycoside hydrolase family 3 C-terminal domain-containing protein","Cyanoamino acid metabolism"
"map00460","K00600","WP_372479032.1","ACAH01_RS09695","serine hydroxymethyltransferase","Cyanoamino acid metabolism"
"map00460","K13051","WP_170093608.1","ACAH01_RS13315","isoaspartyl peptidase/L-asparaginase","Cyanoamino acid metabolism"
"map00460","K00600","WP_372480571.1","ACAH01_RS06115","serine hydroxymethyltransferase","Cyanoamino acid metabolism"
"map00460","K00681","WP_170092586.1","ACAH01_RS03235","gamma-glutamyltransferase","Cyanoamino acid metabolism"
"map00470","K23265","WP_208628411.1","ACAH01_RS13635","phosphoribosylformylglycinamidine synthase I","D-Amino acid metabolism"
"map00470","K01586","WP_372480420.1","ACAH01_RS04785","diaminopimelate decarboxylase","D-Amino acid metabolism"
"map00470","K19802","WP_372479596.1","ACAH01_RS13885","dipeptide epimerase","D-Amino acid metabolism"
"map00470","K26272","WP_372479597.1","ACAH01_RS13890","DUF1611 domain-containing protein","D-Amino acid metabolism"
"map00480","K00797","WP_170094433.1","ACAH01_RS08370","spermidine synthase","Glutathione metabolism"
"map00480","K00031","WP_170093607.1","ACAH01_RS13325","NADP-dependent isocitrate dehydrogenase","Glutathione metabolism"
"map00480","K00033","WP_372480142.1","ACAH01_RS02645","decarboxylating 6-phosphogluconate dehydrogenase","Glutathione metabolism"
"map00480","K06048","WP_372479021.1","ACAH01_RS09575","glutamate--cysteine ligase","Glutathione metabolism"
"map00480","K00681","WP_170092586.1","ACAH01_RS03235","gamma-glutamyltransferase","Glutathione metabolism"
"map00500","K05349","WP_372479245.1","ACAH01_RS11335","glycoside hydrolase family 3 C-terminal domain-containing protein","Starch and sucrose metabolism"
"map00500","K15778","WP_372480818.1","ACAH01_RS01305","phosphoglucosamine mutase","Starch and sucrose metabolism"
"map00500","K25026","WP_153553578.1","ACAH01_RS08125","ROK family protein","Starch and sucrose metabolism"
"map00500","K01182","WP_372479007.1","ACAH01_RS09460","alpha-glucosidase","Starch and sucrose metabolism"
"map00500","K01182","WP_372480347.1","ACAH01_RS04230","alpha-glucosidase","Starch and sucrose metabolism"
"map00500","K01182","WP_372480346.1","ACAH01_RS04225","alpha-glucosidase","Starch and sucrose metabolism"
"map00500","K00692","WP_372479215.1","ACAH01_RS11085","glycoside hydrolase family 68 protein","Starch and sucrose metabolism"
"map00500","K01193","WP_372479214.1","ACAH01_RS11080","GH32 C-terminal domain-containing protein","Starch and sucrose metabolism"
"map00500","K25026","WP_372479134.1","ACAH01_RS10490","ROK family protein","Starch and sucrose metabolism"
"map00500","K01810","WP_372479633.1","ACAH01_RS14205","glucose-6-phosphate isomerase","Starch and sucrose metabolism"
"map00511","K01191","WP_372479270.1","ACAH01_RS11515","alpha-mannosidase","Other glycan degradation"
"map00511","K01192","WP_372480476.1","ACAH01_RS05270","hydrolase","Other glycan degradation"
"map00511","K01192","WP_372479271.1","ACAH01_RS11520","glycoside hydrolase family 2 protein","Other glycan degradation"
"map00511","K12373","WP_372479514.1","ACAH01_RS13330","family 20 glycosylhydrolase","Other glycan degradation"
"map00511","K01206","WP_372479284.1","ACAH01_RS11610","alpha-L-fucosidase","Other glycan degradation"
"map00511","K12111","WP_372480852.1","ACAH01_RS16545","glycoside hydrolase family 2 TIM barrel-domain containing protein","Other glycan degradation"
"map00511","K01206","WP_372479274.1","ACAH01_RS11535","alpha-L-fucosidase","Other glycan degradation"
"map00520","K01183","WP_372480555.1","ACAH01_RS05970","glycosyl hydrolase family 18 protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K00012","WP_372479557.1","ACAH01_RS13605","UDP-glucose 6-dehydrogenase AglM","Amino sugar and nucleotide sugar metabolism"
"map00520","K25026","WP_153553578.1","ACAH01_RS08125","ROK family protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K01784","WP_372480021.1","ACAH01_RS01510","NAD-dependent epimerase/dehydratase family protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K01183","WP_372480554.1","ACAH01_RS05965","glycosyl hydrolase family 18 protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K25026","WP_372479134.1","ACAH01_RS10490","ROK family protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K01791","WP_372480512.1","ACAH01_RS05600","UDP-N-acetyl glucosamine 2-epimerase","Amino sugar and nucleotide sugar metabolism"
"map00520","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Amino sugar and nucleotide sugar metabolism"
"map00520","K08679","WP_170093562.1","ACAH01_RS13595","SDR family oxidoreductase","Amino sugar and nucleotide sugar metabolism"
"map00520","K01784","WP_372480344.1","ACAH01_RS04210","NAD-dependent epimerase/dehydratase family protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Amino sugar and nucleotide sugar metabolism"
"map00520","K01183","WP_372480433.1","ACAH01_RS04875","glycosyl hydrolase family 18 protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Amino sugar and nucleotide sugar metabolism"
"map00520","K00820","WP_153552578.1","ACAH01_RS12715","glutamine--fructose-6-phosphate transaminase (isomerizing)","Amino sugar and nucleotide sugar metabolism"
"map00520","K01810","WP_372479633.1","ACAH01_RS14205","glucose-6-phosphate isomerase","Amino sugar and nucleotide sugar metabolism"
"map00520","K15778","WP_372480818.1","ACAH01_RS01305","phosphoglucosamine mutase","Amino sugar and nucleotide sugar metabolism"
"map00520","K00820","WP_372479146.1","ACAH01_RS10575","glutamine--fructose-6-phosphate transaminase (isomerizing)","Amino sugar and nucleotide sugar metabolism"
"map00520","K01183","WP_372480553.1","ACAH01_RS05960","PKD domain-containing protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K12373","WP_372479514.1","ACAH01_RS13330","family 20 glycosylhydrolase","Amino sugar and nucleotide sugar metabolism"
"map00520","K01183","WP_372479283.1","ACAH01_RS11605","glycoside hydrolase family 18 protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K03431","WP_372479746.1","ACAH01_RS15155","phosphoglucosamine mutase","Amino sugar and nucleotide sugar metabolism"
"map00520","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Amino sugar and nucleotide sugar metabolism"
"map00520","K01784","WP_372479148.1","ACAH01_RS10590","NAD-dependent epimerase/dehydratase family protein","Amino sugar and nucleotide sugar metabolism"
"map00520","K01207","WP_372480412.1","ACAH01_RS04730","beta-N-acetylhexosaminidase","Amino sugar and nucleotide sugar metabolism"
"map00521","K01092","WP_170094207.1","ACAH01_RS09665","inositol monophosphatase","Streptomycin biosynthesis"
"map00521","K00067","WP_372480340.1","ACAH01_RS04185","dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis"
"map00521","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Streptomycin biosynthesis"
"map00521","K15778","WP_372480818.1","ACAH01_RS01305","phosphoglucosamine mutase","Streptomycin biosynthesis"
"map00521","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Streptomycin biosynthesis"
"map00521","K25026","WP_153553578.1","ACAH01_RS08125","ROK family protein","Streptomycin biosynthesis"
"map00521","K01092","WP_372480318.1","ACAH01_RS04050","inositol monophosphatase","Streptomycin biosynthesis"
"map00521","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Streptomycin biosynthesis"
"map00521","K25026","WP_372479134.1","ACAH01_RS10490","ROK family protein","Streptomycin biosynthesis"
"map00521","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Streptomycin biosynthesis"
"map00523","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Polyketide sugar unit biosynthesis"
"map00523","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Polyketide sugar unit biosynthesis"
"map00523","K00067","WP_372480340.1","ACAH01_RS04185","dTDP-4-dehydrorhamnose reductase","Polyketide sugar unit biosynthesis"
"map00523","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Polyketide sugar unit biosynthesis"
"map00523","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Polyketide sugar unit biosynthesis"
"map00525","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Acarbose and validamycin biosynthesis"
"map00525","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Acarbose and validamycin biosynthesis"
"map00525","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Acarbose and validamycin biosynthesis"
"map00525","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Acarbose and validamycin biosynthesis"
"map00541","K02472","WP_372479156.1","ACAH01_RS10635","nucleotide sugar dehydrogenase","Biosynthesis of various nucleotide sugars"
"map00541","K00973","WP_170092425.1","ACAH01_RS04200","glucose-1-phosphate thymidylyltransferase","Biosynthesis of various nucleotide sugars"
"map00541","K01791","WP_372480512.1","ACAH01_RS05600","UDP-N-acetyl glucosamine 2-epimerase","Biosynthesis of various nucleotide sugars"
"map00541","K23144","WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Biosynthesis of various nucleotide sugars"
"map00541","K00973","WP_170093561.1","ACAH01_RS13600","UTP--glucose-1-phosphate uridylyltransferase AglF","Biosynthesis of various nucleotide sugars"
"map00541","K00012","WP_372479557.1","ACAH01_RS13605","UDP-glucose 6-dehydrogenase AglM","Biosynthesis of various nucleotide sugars"
"map00541","K00973","WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","Biosynthesis of various nucleotide sugars"
"map00541","K00067","WP_372480340.1","ACAH01_RS04185","dTDP-4-dehydrorhamnose reductase","Biosynthesis of various nucleotide sugars"
"map00543","K00640","WP_372479126.1","ACAH01_RS10415","serine O-acetyltransferase EpsC","Exopolysaccharide biosynthesis"
"map00552","K06153","WP_372479438.1","ACAH01_RS12735","undecaprenyl-diphosphate phosphatase","Teichoic acid biosynthesis"
"map00561","K13677","WP_372479180.1","ACAH01_RS10810","glycosyltransferase family 4 protein","Glycerolipid metabolism"
"map00561","K11529","WP_372480858.1","ACAH01_RS16585","glycerate kinase","Glycerolipid metabolism"
"map00561","K00864","WP_372478851.1","ACAH01_RS08140","glycerol kinase GlpK","Glycerolipid metabolism"
"map00562","K03335","WP_372480924.1","ACAH01_RS16145","sugar phosphate isomerase/epimerase family protein","Inositol phosphate metabolism"
"map00562","K01803","WP_170094391.1","ACAH01_RS08655","triose-phosphate isomerase","Inositol phosphate metabolism"
"map00562","K01092","WP_372480318.1","ACAH01_RS04050","inositol monophosphatase","Inositol phosphate metabolism"
"map00562","K00140","WP_372480194.1","ACAH01_RS03055","CoA-acylating methylmalonate-semialdehyde dehydrogenase","Inositol phosphate metabolism"
"map00562","K01092","WP_170094207.1","ACAH01_RS09665","inositol monophosphatase","Inositol phosphate metabolism"
"map00564","K17830","WP_372480472.1","ACAH01_RS05205","digeranylgeranylglycerophospholipid reductase","Glycerophospholipid metabolism"
"map00564","K00111","WP_372480754.1","ACAH01_RS07730","FAD-dependent oxidoreductase","Glycerophospholipid metabolism"
"map00564","K00096","WP_170095117.1","ACAH01_RS04940","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","Glycerophospholipid metabolism"
"map00564","K17830","WP_208627935.1","ACAH01_RS09760","digeranylgeranylglycerophospholipid reductase","Glycerophospholipid metabolism"
"map00564","K00112","WP_372478852.1","ACAH01_RS08155","glycerol-3-phosphate dehydrogenase subunit GlpB","Glycerophospholipid metabolism"
"map00564","K00113","WP_170094468.1","ACAH01_RS08160","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Glycerophospholipid metabolism"
"map00564","K01126","WP_372480191.1","ACAH01_RS03035","glycerophosphodiester phosphodiesterase","Glycerophospholipid metabolism"
"map00564","K19664","WP_170093306.1","ACAH01_RS15290","CDP-2-2C3-bis-(O-geranylgeranyl)-sn-glycerol synthase","Glycerophospholipid metabolism"
"map00564","K00995","WP_240936945.1","ACAH01_RS14670","CDP-alcohol phosphatidyltransferase family protein","Glycerophospholipid metabolism"
"map00564","K00111","WP_170094470.1","ACAH01_RS08150","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","Glycerophospholipid metabolism"
"map00592","K00632","WP_170093132.1","ACAH01_RS00350","thiolase family protein","alpha-Linolenic acid metabolism"
"map00600","K12373","WP_372479514.1","ACAH01_RS13330","family 20 glycosylhydrolase","Sphingolipid metabolism"
"map00620","K00382","WP_170093163.1","ACAH01_RS00095","dihydrolipoyl dehydrogenase","Pyruvate metabolism"
"map00620","K01895","WP_372479135.1","ACAH01_RS10500","AMP-binding protein","Pyruvate metabolism"
"map00620","K00174","WP_372479068.1","ACAH01_RS09985","2-oxoacid:acceptor oxidoreductase subunit alpha","Pyruvate metabolism"
"map00620","K00029","WP_170093793.1","ACAH01_RS12230","NADP-dependent malic enzyme","Pyruvate metabolism"
"map00620","K00627","WP_372480026.1","ACAH01_RS01540","dihydrolipoamide acetyltransferase family protein","Pyruvate metabolism"
"map00620","K00174","WP_372480474.1","ACAH01_RS05225","2-oxoacid:acceptor oxidoreductase subunit alpha","Pyruvate metabolism"
"map00620","K01595","WP_170094464.1","ACAH01_RS08180","phosphoenolpyruvate carboxylase","Pyruvate metabolism"
"map00620","K01759","WP_153552306.1","ACAH01_RS14995","VOC family protein","Pyruvate metabolism"
"map00620","K01007","WP_170095001.1","ACAH01_RS05655","phosphoenolpyruvate synthase","Pyruvate metabolism"
"map00620","K01759","WP_170093480.1","ACAH01_RS14070","VOC family protein","Pyruvate metabolism"
"map00620","K00175","WP_170095068.1","ACAH01_RS05220","2-oxoacid:ferredoxin oxidoreductase subunit beta","Pyruvate metabolism"
"map00620","K00626","WP_372480622.1","ACAH01_RS06515","beta-ketoacyl synthase N-terminal-like domain-containing protein","Pyruvate metabolism"
"map00620","K01759","WP_372479209.1","ACAH01_RS11045","VOC family protein","Pyruvate metabolism"
"map00620","K00626","WP_372478991.1","ACAH01_RS09330","thiolase family protein","Pyruvate metabolism"
"map00620","K01895","WP_170094156.1","ACAH01_RS09950","acetate--CoA ligase","Pyruvate metabolism"
"map00620","K01512","WP_372478893.1","ACAH01_RS08490","acylphosphatase","Pyruvate metabolism"
"map00620","K00382","WP_372479408.1","ACAH01_RS12515","NAD(P)/FAD-dependent oxidoreductase","Pyruvate metabolism"
"map00620","K01649","WP_194286989.1","ACAH01_RS07315","LeuA family protein","Pyruvate metabolism"
"map00620","K01649","WP_372480372.1","ACAH01_RS04375","(R)-citramalate synthase","Pyruvate metabolism"
"map00620","K11263","WP_372480752.1","ACAH01_RS07715","acetyl-CoA carboxylase biotin carboxylase subunit","Pyruvate metabolism"
"map00620","K01679","WP_372480641.1","ACAH01_RS06685","class II fumarate hydratase","Pyruvate metabolism"
"map00620","K00175","WP_015763116.1","ACAH01_RS09980","thiamine pyrophosphate-dependent enzyme","Pyruvate metabolism"
"map00620","K00161","WP_372480819.1","ACAH01_RS01550","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Pyruvate metabolism"
"map00620","K00873","WP_372478850.1","ACAH01_RS08120","pyruvate kinase","Pyruvate metabolism"
"map00620","K00102","WP_372480367.1","ACAH01_RS04340","hypothetical protein","Pyruvate metabolism"
"map00630","K22223","WP_372479324.1","ACAH01_RS11930","HAD-IIB family hydrolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01433","WP_170093552.1","ACAH01_RS13660","formyltetrahydrofolate deformylase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_372478991.1","ACAH01_RS09330","thiolase family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01915","WP_170093148.1","ACAH01_RS00205","type I glutamate--ammonia ligase","Glyoxylate and dicarboxylate metabolism"
"map00630","K19268","WP_170094987.1","ACAH01_RS05740","methylaspartate mutase subunit E","Glyoxylate and dicarboxylate metabolism"
"map00630","K27802","WP_372480073.1","ACAH01_RS01935","aconitate hydratase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00605","WP_170093921.1","ACAH01_RS11315","glycine cleavage system aminomethyltransferase GcvT","Glyoxylate and dicarboxylate metabolism"
"map00630","K01848","WP_372479066.1","ACAH01_RS09960","methylmalonyl-CoA mutase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00626","WP_372480622.1","ACAH01_RS06515","beta-ketoacyl synthase N-terminal-like domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00600","WP_372479032.1","ACAH01_RS09695","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism"
"map00630","K04835","WP_372480531.1","ACAH01_RS05735","methylaspartate ammonia-lyase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01915","WP_372480900.1","ACAH01_RS16025","gamma-glutamylputrescine synthetase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00282","WP_372479239.1","ACAH01_RS11300","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","Glyoxylate and dicarboxylate metabolism"
"map00630","K01625","WP_372479678.1","ACAH01_RS14560","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00605","WP_372480231.1","ACAH01_RS03370","aminomethyltransferase family protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K00283","WP_372479238.1","ACAH01_RS11295","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Glyoxylate and dicarboxylate metabolism"
"map00630","K01091","WP_372479451.1","ACAH01_RS12835","HAD family hydrolase","Glyoxylate and dicarboxylate metabolism"
"map00630","K11263","WP_372480752.1","ACAH01_RS07715","acetyl-CoA carboxylase biotin carboxylase subunit","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_372479135.1","ACAH01_RS10500","AMP-binding protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K01601","WP_372480648.1","ACAH01_RS06740","type III ribulose-bisphosphate carboxylase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01848","WP_372480575.1","ACAH01_RS06135","methylmalonyl-CoA mutase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01659","WP_372480004.1","ACAH01_RS01385","citrate synthase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01846","WP_153553993.1","ACAH01_RS05745","methylaspartate mutase subunit S","Glyoxylate and dicarboxylate metabolism"
"map00630","K00382","WP_372479408.1","ACAH01_RS12515","NAD(P)/FAD-dependent oxidoreductase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01895","WP_170094156.1","ACAH01_RS09950","acetate--CoA ligase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00382","WP_170093163.1","ACAH01_RS00095","dihydrolipoyl dehydrogenase","Glyoxylate and dicarboxylate metabolism"
"map00630","K00600","WP_372480571.1","ACAH01_RS06115","serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism"
"map00630","K02437","WP_372479241.1","ACAH01_RS11310","glycine cleavage system protein GcvH","Glyoxylate and dicarboxylate metabolism"
"map00630","K01849","WP_153553851.1","ACAH01_RS06540","cobalamin B12-binding domain-containing protein","Glyoxylate and dicarboxylate metabolism"
"map00630","K05606","WP_170094920.1","ACAH01_RS06145","methylmalonyl-CoA epimerase","Glyoxylate and dicarboxylate metabolism"
"map00630","K11529","WP_372480858.1","ACAH01_RS16585","glycerate kinase","Glyoxylate and dicarboxylate metabolism"
"map00630","K18121","WP_372480656.1","ACAH01_RS06780","NAD(P)-dependent oxidoreductase","Glyoxylate and dicarboxylate metabolism"
"map00630","K01091","WP_372479121.1","ACAH01_RS10365","HAD family hydrolase","Glyoxylate and dicarboxylate metabolism"
"map00640","K00248","WP_372479122.1","ACAH01_RS10370","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
"map00640","K00140","WP_372480194.1","ACAH01_RS03055","CoA-acylating methylmalonate-semialdehyde dehydrogenase","Propanoate metabolism"
"map00640","K11263","WP_372480752.1","ACAH01_RS07715","acetyl-CoA carboxylase biotin carboxylase subunit","Propanoate metabolism"
"map00640","K27802","WP_372480073.1","ACAH01_RS01935","aconitate hydratase","Propanoate metabolism"
"map00640","K00382","WP_372479408.1","ACAH01_RS12515","NAD(P)/FAD-dependent oxidoreductase","Propanoate metabolism"
"map00640","K01903","WP_153553772.1","ACAH01_RS07005","ADP-forming succinate--CoA ligase subunit beta","Propanoate metabolism"
"map00640","K00248","WP_372480563.1","ACAH01_RS06035","acyl-CoA dehydrogenase","Propanoate metabolism"
"map00640","K01734","WP_153554704.1","ACAH01_RS01920","methylglyoxal synthase","Propanoate metabolism"
"map00640","K01895","WP_372479135.1","ACAH01_RS10500","AMP-binding protein","Propanoate metabolism"
"map00640","K05606","WP_170094920.1","ACAH01_RS06145","methylmalonyl-CoA epimerase","Propanoate metabolism"
"map00640","K01902","WP_018258275.1","ACAH01_RS07010","succinate--CoA ligase subunit alpha","Propanoate metabolism"
"map00640","K00248","WP_372480463.1","ACAH01_RS05125","acyl-CoA dehydrogenase family protein","Propanoate metabolism"
