"protein_id","gene","product","KO"
"WP_170093889.1","ACAH01_RS11485","precorrin-8X methylmutase","K06042"
"WP_170093899.1","ACAH01_RS11430","precorrin-3B C(17)-methyltransferase","K05934"
"WP_170093907.1","ACAH01_RS11390","Trk system potassium transporter TrkA","K03499"
"WP_170093909.1","ACAH01_RS11380","TrkA family potassium uptake protein","K03499"
"WP_170093910.1","ACAH01_RS11375","potassium transporter TrkG","K03498"
"WP_170093921.1","ACAH01_RS11315","glycine cleavage system aminomethyltransferase GcvT","K00605"
"WP_170093935.1","ACAH01_RS11235","adenylyltransferase/cytidyltransferase family protein","K14656"
"WP_170093942.1","ACAH01_RS11185","NADH-quinone oxidoreductase subunit D","K13378"
"WP_170093946.1","ACAH01_RS11150","NuoM family protein","K00342"
"WP_170093983.1","ACAH01_RS10990","heme-copper oxidase subunit III","K02276"
"WP_170093996.1","ACAH01_RS10885","nitric-oxide reductase large subunit","K04561"
"WP_170094014.1","ACAH01_RS10775","CoA-binding protein","K06929"
"WP_170094070.1","ACAH01_RS10445","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","K15016"
"WP_170094079.1","ACAH01_RS10400","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","K00240"
"WP_170094086.1","ACAH01_RS10355","3-methyl-2-oxobutanoate hydroxymethyltransferase","K00606"
"WP_170094096.1","ACAH01_RS10305","amidophosphoribosyltransferase","K00764"
"WP_170094109.1","ACAH01_RS10210","PH domain-containing protein","K09167"
"WP_170094111.1","ACAH01_RS10190","dihydrodipicolinate synthase family protein","K01714"
"WP_170094125.1","ACAH01_RS10115","30S ribosomal protein S15","K02956"
"WP_170094142.1","ACAH01_RS10035","type II/IV secretion system ATPase subunit","K07332"
"WP_170094147.1","ACAH01_RS10000","chemotaxis protein CheC","K03410"
"WP_170094156.1","ACAH01_RS09950","acetate--CoA ligase","K01895"
"WP_170094193.1","ACAH01_RS09765","multidrug efflux SMR transporter","K03297"
"WP_170094207.1","ACAH01_RS09665","inositol monophosphatase","K01092"
"WP_170094209.1","ACAH01_RS09645","DUF309 domain-containing protein","K09763"
"WP_170094216.1","ACAH01_RS09605","YeaH/YhbH family protein","K09786"
"WP_170094221.1","ACAH01_RS09590","long-chain fatty acid--CoA ligase","K01897"
"WP_170094223.1","ACAH01_RS09580","fibrillarin-like rRNA/tRNA 2'-O-methyltransferase","K04795"
"WP_170094226.1","ACAH01_RS09565","phosphopantetheine adenylyltransferase","K02201"
"WP_170094231.1","ACAH01_RS09530","diadenylate cyclase DacZ","K18672"
"WP_170094239.1","ACAH01_RS09490","mandelate racemase/muconate lactonizing enzyme family protein","K05308"
"WP_170094246.1","ACAH01_RS09455","transcriptional regulator GfcR","K26599"
"WP_170094249.1","ACAH01_RS09420","carbohydrate ABC transporter permease","K10237"
"WP_170094251.1","ACAH01_RS09410","ABC transporter ATP-binding protein","K10112"
"WP_170094254.1","ACAH01_RS09395","glucose 1-dehydrogenase","K22969"
"WP_170094255.1","ACAH01_RS09390","HTH-type sugar sensing transcriptional regulator TrmB","K23356"
"WP_170094260.1","ACAH01_RS09365","iron ABC transporter permease","K02011"
"WP_170094261.1","ACAH01_RS09360","extracellular solute-binding protein","K02012"
"WP_170094274.1","ACAH01_RS09290","dethiobiotin synthase","K01935"
"WP_170094277.1","ACAH01_RS09275","biotin synthase BioB","K01012"
"WP_170094281.1","ACAH01_RS09250","aspartate carbamoyltransferase","K00609"
"WP_170094326.1","ACAH01_RS08990","prephenate dehydrogenase/arogenate dehydrogenase family protein","K04517"
"WP_170094391.1","ACAH01_RS08655","triose-phosphate isomerase","K01803"
"WP_170094411.1","ACAH01_RS08500","GTPase HflX","K03665"
"WP_170094416.1","ACAH01_RS08470","translation initiation factor IF-2 subunit beta","K03238"
"WP_170094433.1","ACAH01_RS08370","spermidine synthase","K00797"
"WP_170094459.1","ACAH01_RS08205","ABC transporter ATP-binding protein","K01995"
"WP_170094464.1","ACAH01_RS08180","phosphoenolpyruvate carboxylase","K01595"
"WP_170094468.1","ACAH01_RS08160","anaerobic glycerol-3-phosphate dehydrogenase subunit C","K00113"
"WP_170094470.1","ACAH01_RS08150","anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA","K00111"
"WP_170094471.1","ACAH01_RS08145","extracellular solute-binding protein","K05813"
"WP_170094484.1","ACAH01_RS08075","alpha/beta hydrolase","K06999"
"WP_170094489.1","ACAH01_RS08040","diphthamide biosynthesis enzyme Dph2","K07561"
"WP_170094493.1","ACAH01_RS08015","rhomboid family intramembrane serine protease","K28366"
"WP_170094506.1","ACAH01_RS07930","4Fe-4S dicluster domain-containing protein","K00371"
"WP_170094528.1","ACAH01_RS07800","NAD(P)/FAD-dependent oxidoreductase","K00311"
"WP_170094534.1","ACAH01_RS07770","tyrosine--tRNA ligase","K01866"
"WP_170094549.1","ACAH01_RS07695","HD domain-containing protein","K06885"
"WP_170094556.1","ACAH01_RS07645","Mrp/NBP35 family ATP-binding protein","K03593"
"WP_170094559.1","ACAH01_RS07600","50S ribosomal protein L13","K02871"
"WP_170094581.1","ACAH01_RS07460","50S ribosomal protein L24e","K02896"
"WP_170094582.1","ACAH01_RS07455","nucleoside-diphosphate kinase","K00940"
"WP_170094584.1","ACAH01_RS07440","peptide-methionine (R)-S-oxide reductase MsrB","K07305"
"WP_170094604.1","ACAH01_RS07305","acetolactate synthase small subunit","K01653"
"WP_170094610.1","ACAH01_RS07270","HTH-type transcriptional regulator GlpR","K03436"
"WP_170094613.1","ACAH01_RS07255","class I fructose-bisphosphate aldolase","K11645"
"WP_170094642.1","ACAH01_RS07100","metal-dependent transcriptional regulator","K03709"
"WP_170094665.1","ACAH01_RS07030","ABC transporter ATP-binding protein","K01990"
"WP_170094681.1","ACAH01_RS06980","type II/IV secretion system ATPase subunit","K07332"
"WP_170094697.1","ACAH01_RS06925","DNA topoisomerase (ATP-hydrolyzing) subunit B","K02470"
"WP_170094709.1","ACAH01_RS06895","NAD(P)/FAD-dependent oxidoreductase","K03885"
"WP_170094711.1","ACAH01_RS06890","nucleoside phosphorylase","K00757"
"WP_170094713.1","ACAH01_RS06885","cytidine deaminase","K01489"
"WP_170094778.1","ACAH01_RS06695","Glu-tRNA(Gln) amidotransferase subunit GatE","K03330"
"WP_170094799.1","ACAH01_RS06625","presenilin family intramembrane aspartyl protease PSH","K28485"
"WP_170094815.1","ACAH01_RS06580","cytochrome c oxidase subunit II","K02275"
"WP_170094829.1","ACAH01_RS06545","DUF420 domain-containing protein","K08976"
"WP_170094849.1","ACAH01_RS06430","DUF373 family protein","K08975"
"WP_170094850.1","ACAH01_RS06425","signal peptide peptidase SppA","K04773"
"WP_170094852.1","ACAH01_RS06420","proteasome assembly chaperone family protein","K06869"
"WP_170094876.1","ACAH01_RS06390","nucleotide exchange factor GrpE","K03687"
"WP_170094878.1","ACAH01_RS06385","molecular chaperone DnaK","K04043"
"WP_170094899.1","ACAH01_RS06295","monovalent cation/H(+) antiporter subunit G","K05571"
"WP_170094914.1","ACAH01_RS06175","proteasome assembly chaperone family protein","K07159"
"WP_170094919.1","ACAH01_RS06150","sugar phosphate nucleotidyltransferase","K00973"
"WP_170094920.1","ACAH01_RS06145","methylmalonyl-CoA epimerase","K05606"
"WP_170094941.1","ACAH01_RS06030","3-hydroxyacyl-CoA dehydrogenase family protein","K00074"
"WP_170094942.1","ACAH01_RS06025","class I fructose-bisphosphate aldolase","K11645"
"WP_170094949.1","ACAH01_RS05990","ABC transporter ATP-binding protein","K09013"
"WP_170094959.1","ACAH01_RS05925","aminodeoxychorismate/anthranilate synthase component II","K01658"
"WP_170094969.1","ACAH01_RS05845","CinA family protein","K03743"
"WP_170094973.1","ACAH01_RS05820","rhomboid family intramembrane serine protease","K07059"
"WP_170094978.1","ACAH01_RS05795","TRC40/GET3/ArsA family transport-energizing ATPase","K01551"
"WP_170094986.1","ACAH01_RS05750","succinyl-CoA:mesaconate CoA-transferase","K01041"
"WP_170094987.1","ACAH01_RS05740","methylaspartate mutase subunit E","K19268"
"WP_170094993.1","ACAH01_RS05705","DUF5615 family PIN-like protein","K09122"
"WP_170095001.1","ACAH01_RS05655","phosphoenolpyruvate synthase","K01007"
"WP_170095025.1","ACAH01_RS05525","ABC transporter ATP-binding protein","K01990"
"WP_170095034.1","ACAH01_RS05460","tryptophan synthase subunit alpha","K01695"
"WP_170095037.1","ACAH01_RS05445","MGMT family protein","K00567"
"WP_170095068.1","ACAH01_RS05220","2-oxoacid:ferredoxin oxidoreductase subunit beta","K00175"
"WP_170095075.1","ACAH01_RS05175","cytochrome bc complex cytochrome b subunit","K02635"
"WP_170095117.1","ACAH01_RS04940","NAD(P)-dependent glycerol-1-phosphate dehydrogenase","K00096"
"WP_170095151.1","ACAH01_RS04750","4-hydroxy-tetrahydrodipicolinate reductase","K00215"
"WP_170095172.1","ACAH01_RS04615","ATP-dependent protease LonB","K04076"
"WP_170095176.1","ACAH01_RS04590","amidohydrolase family protein","K07045"
"WP_170095179.1","ACAH01_RS04565","YkgJ family cysteine cluster protein","K06940"
"WP_170095182.1","ACAH01_RS04540","ABC transporter permease","K02004"
"WP_170095191.1","ACAH01_RS04455","aldo/keto reductase","K06222"
"WP_170095197.1","ACAH01_RS04400","peptidyl-tRNA hydrolase Pth2","K04794"
"WP_170095198.1","ACAH01_RS04395","dCTP deaminase","K01494"
"WP_170095199.1","ACAH01_RS04390","thiamine-phosphate synthase family protein","K22206"
"WP_170095223.1","ACAH01_RS04240","ABC transporter permease","K02033"
"WP_170095263.1","ACAH01_RS16380","26S protease regulatory subunit","K07767"
"WP_170095316.1","ACAH01_RS00160","thermosome subunit alpha","K22447"
"WP_170095385.1","ACAH01_RS16190","metal ABC transporter permease","K09816"
"WP_170095400.1","ACAH01_RS16250","ParA family protein","K03496"
"WP_194286989.1","ACAH01_RS07315","LeuA family protein","K01649"
"WP_206039096.1","ACAH01_RS02690","translation initiation factor eIF-1A","K03236"
"WP_206039123.1","ACAH01_RS15275","branched-chain amino acid transaminase","K00826"
"WP_208625727.1","ACAH01_RS08630","histidinol-phosphate transaminase","K00817"
"WP_208625746.1","ACAH01_RS08455","DUF357 domain-containing protein","K09728"
"WP_208625816.1","ACAH01_RS08115","bifunctional 2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase","K00874"
"WP_208625865.1","ACAH01_RS07990","DNA primase small subunit PriS","K02683"
"WP_208625990.1","ACAH01_RS07675","triphosphoribosyl-dephospho-CoA synthase","K05966"
"WP_208626143.1","ACAH01_RS07210","DUF655 domain-containing protein","K07572"
"WP_208626332.1","ACAH01_RS06705","RNA methyltransferase","K15396"
"WP_208626531.1","ACAH01_RS05980","Fe-S cluster assembly protein SufD","K09014"
"WP_208626831.1","ACAH01_RS04745","4-hydroxy-tetrahydrodipicolinate synthase","K01714"
"WP_208627153.1","ACAH01_RS03535","chemotaxis protein CheC","K03410"
"WP_208627247.1","ACAH01_RS02805","M48 family metallopeptidase","K03799"
"WP_208627330.1","ACAH01_RS02265","ABC transporter permease","K13891"
"WP_208627508.1","ACAH01_RS00880","creatininase family protein","K01470"
"WP_208627575.1","ACAH01_RS00385","type II toxin-antitoxin system death-on-curing family toxin","K07341"
"WP_208627608.1","ACAH01_RS00060","beta-ketoacyl-ACP reductase","K00059"
"WP_208627616.1","ACAH01_RS00005","ORC1-type DNA replication protein","K10725"
"WP_208627642.1","ACAH01_RS15685","DEAD/DEAH box helicase","K03725"
"WP_208627710.1","ACAH01_RS15170","hypothetical protein","K03118"
"WP_208627935.1","ACAH01_RS09760","digeranylgeranylglycerophospholipid reductase","K17830"
"WP_208628120.1","ACAH01_RS10715","endonuclease III","K10773"
"WP_208628171.1","ACAH01_RS11110","thiamine ABC transporter substrate binding subunit","K02064"
"WP_208628308.1","ACAH01_RS14220","NOB1 family endonuclease","K07060"
"WP_208628355.1","ACAH01_RS13950","MoxR family ATPase","K03924"
"WP_208628373.1","ACAH01_RS13855","signal peptidase I","K13280"
"WP_208628411.1","ACAH01_RS13635","phosphoribosylformylglycinamidine synthase I","K23265"
"WP_208628412.1","ACAH01_RS13615","archaeosine biosynthesis radical SAM protein RaSEA","K06936"
"WP_208628492.1","ACAH01_RS16670","ABC transporter permease","K02053"
"WP_208628710.1","ACAH01_RS12875","TrkA family potassium uptake protein","K03499"
"WP_208628721.1","ACAH01_RS12990","GTP cyclohydrolase MptA","K17488"
"WP_208628734.1","ACAH01_RS11965","orotidine-5'-phosphate decarboxylase","K01591"
"WP_208628925.1","ACAH01_RS01945","ribosomal protein S18-alanine N-acetyltransferase","K03789"
"WP_240936945.1","ACAH01_RS14670","CDP-alcohol phosphatidyltransferase family protein","K00995"
"WP_244257184.1","ACAH01_RS16715","co-chaperone YbbN","K03671"
"WP_346775204.1","ACAH01_RS03220","energy-coupling factor ABC transporter ATP-binding protein","K02006"
"WP_372478837.1","ACAH01_RS07995","hypothetical protein","K09723"
"WP_372478838.1","ACAH01_RS08000","S1C family serine protease","K04771"
"WP_372478846.1","ACAH01_RS08080","GTP 3'%2C8-cyclase MoaA","K03639"
"WP_372478847.1","ACAH01_RS08085","gephyrin-like molybdotransferase Glp","K03750"
"WP_372478848.1","ACAH01_RS08090","molybdopterin biosynthesis protein","K07219"
"WP_372478848.1","ACAH01_RS08090","molybdopterin biosynthesis protein","K03750"
"WP_372478850.1","ACAH01_RS08120","pyruvate kinase","K00873"
"WP_372478851.1","ACAH01_RS08140","glycerol kinase GlpK","K00864"
"WP_372478852.1","ACAH01_RS08155","glycerol-3-phosphate dehydrogenase subunit GlpB","K00112"
"WP_372478855.1","ACAH01_RS08175","ABC transporter ATP-binding protein","K01990"
"WP_372478857.1","ACAH01_RS08190","AMP-binding protein","K00666"
"WP_372478858.1","ACAH01_RS08200","ABC transporter substrate-binding protein","K01999"
"WP_372478859.1","ACAH01_RS08215","branched-chain amino acid ABC transporter permease","K01997"
"WP_372478860.1","ACAH01_RS08220","branched-chain amino acid ABC transporter permease","K01998"
"WP_372478865.1","ACAH01_RS08240","J domain-containing protein","K03686"
"WP_372478866.1","ACAH01_RS08245","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase","K02551"
"WP_372478868.1","ACAH01_RS08270","enoyl-CoA hydratase/isomerase family protein","K15866"
"WP_372478869.1","ACAH01_RS08275","deoxyribodipyrimidine photo-lyase","K01669"
"WP_372478877.1","ACAH01_RS08360","DNA mismatch repair protein","K07456"
"WP_372478880.1","ACAH01_RS08395","DEAD/DEAH box helicase","K03724"
"WP_372478881.1","ACAH01_RS08400","methyl-accepting chemotaxis protein","K03406"
"WP_372478883.1","ACAH01_RS08420","metallophosphoesterase","K06953"
"WP_372478884.1","ACAH01_RS08425","hypothetical protein","K09746"
"WP_372478886.1","ACAH01_RS08440","2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase","K14654"
"WP_372478888.1","ACAH01_RS08450","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_372478889.1","ACAH01_RS08460","transcription initiation factor IIB family protein","K03124"
"WP_372478892.1","ACAH01_RS08485","DNA-3-methyladenine glycosylase","K03660"
"WP_372478893.1","ACAH01_RS08490","acylphosphatase","K01512"
"WP_372478894.1","ACAH01_RS08495","NAD(P)H-hydrate dehydratase","K23997"
"WP_372478895.1","ACAH01_RS08515","archaeal proteasome endopeptidase complex subunit alpha","K03432"
"WP_372478896.1","ACAH01_RS08520","Rpp14/Pop5 family protein","K03537"
"WP_372478898.1","ACAH01_RS08535","RNase P subunit p30 family protein","K03539"
"WP_372478901.1","ACAH01_RS08565","threonine synthase","K01733"
"WP_372478905.1","ACAH01_RS08605","CNNM domain-containing protein","K03699"
"WP_372478909.1","ACAH01_RS08635","adenylate kinase family protein","K18532"
"WP_372478911.1","ACAH01_RS08665","DNA polymerase IV","K02346"
"WP_372478929.1","ACAH01_RS08795","tRNA-guanine transglycosylase","K18779"
"WP_372478936.1","ACAH01_RS08840","Fic family protein","K04095"
"WP_372478951.1","ACAH01_RS08985","IMP dehydrogenase","K00088"
"WP_372478957.1","ACAH01_RS09040","shikimate kinase","K00891"
"WP_372478958.1","ACAH01_RS09060","aldehyde dehydrogenase family protein","K22187"
"WP_372478959.1","ACAH01_RS09065","PQQ-dependent sugar dehydrogenase","K21430"
"WP_372478965.1","ACAH01_RS09130","tRNA (cytidine(56)-2'-O)-methyltransferase","K07254"
"WP_372478969.1","ACAH01_RS09180","phosphoribosylamine--glycine ligase","K01945"
"WP_372478971.1","ACAH01_RS09190","thioredoxin domain-containing protein","K06888"
"WP_372478972.1","ACAH01_RS09205","PLP-dependent cysteine synthase family protein","K01738"
"WP_372478975.1","ACAH01_RS09220","tRNA sulfurtransferase","K03151"
"WP_372478976.1","ACAH01_RS09225","methionine adenosyltransferase","K00789"
"WP_372478977.1","ACAH01_RS09230","class IV adenylate cyclase","K05873"
"WP_372478978.1","ACAH01_RS09235","peptidylprolyl isomerase","K03775"
"WP_372478980.1","ACAH01_RS09255","MinD/ParA family protein","K03609"
"WP_372478982.1","ACAH01_RS09270","phosphomethylpyrimidine synthase ThiC","K03147"
"WP_372478983.1","ACAH01_RS09280","transcriptional regulator","K25570"
"WP_372478984.1","ACAH01_RS09285","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","K00652"
"WP_372478985.1","ACAH01_RS09295","phosphotransacetylase family protein","K06873"
"WP_372478988.1","ACAH01_RS09310","DNA starvation/stationary phase protection protein DpsA","K04047"
"WP_372478991.1","ACAH01_RS09330","thiolase family protein","K00626"
"WP_372478994.1","ACAH01_RS09370","ABC transporter ATP-binding protein","K02010"
"WP_372479001.1","ACAH01_RS09415","carbohydrate ABC transporter permease","K10238"
"WP_372479002.1","ACAH01_RS09425","extracellular solute-binding protein","K10236"
"WP_372479007.1","ACAH01_RS09460","alpha-glucosidase","K01182"
"WP_372479012.1","ACAH01_RS09485","methyl-accepting chemotaxis protein","K03406"
"WP_372479013.1","ACAH01_RS09500","1%2C4-dihydroxy-2-naphthoyl-CoA synthase","K01661"
"WP_372479014.1","ACAH01_RS09510","1%2C4-dihydroxy-2-naphthoate polyprenyltransferase","K02548"
"WP_372479016.1","ACAH01_RS09520","AMP-binding protein","K01911"
"WP_372479021.1","ACAH01_RS09575","glutamate--cysteine ligase","K06048"
"WP_372479022.1","ACAH01_RS09595","DASH family cryptochrome","K25656"
"WP_372479023.1","ACAH01_RS09600","SpoVR family protein","K06415"
"WP_372479025.1","ACAH01_RS09615","PrkA family serine protein kinase","K07180"
"WP_372479029.1","ACAH01_RS09670","DUF63 family protein","K28565"
"WP_372479031.1","ACAH01_RS09680","YcaO-like family protein","K09136"
"WP_372479032.1","ACAH01_RS09695","serine hydroxymethyltransferase","K00600"
"WP_372479035.1","ACAH01_RS09710","NAD-dependent succinate-semialdehyde dehydrogenase","K00135"
"WP_372479036.1","ACAH01_RS09715","acetolactate synthase large subunit","K01652"
"WP_372479037.1","ACAH01_RS09720","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","K01491"
"WP_372479039.1","ACAH01_RS09755","aminotransferase class III-fold pyridoxal phosphate-dependent enzyme","K00823"
"WP_372479041.1","ACAH01_RS09780","A/G-specific adenine glycosylase","K03575"
"WP_372479044.1","ACAH01_RS09795","lysostaphin resistance A-like protein","K07052"
"WP_372479051.1","ACAH01_RS09830","tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3","K07739"
"WP_372479053.1","ACAH01_RS09840","NAD(P)/FAD-dependent oxidoreductase","K18208"
"WP_372479054.1","ACAH01_RS09865","50S ribosomal protein L10","K02864"
"WP_372479055.1","ACAH01_RS09870","50S ribosomal protein P1","K02869"
"WP_372479056.1","ACAH01_RS09875","tripartite tricarboxylate transporter permease","K08971"
"WP_372479057.1","ACAH01_RS09880","magnesium/cobalt transporter CorA","K03284"
"WP_372479058.1","ACAH01_RS09885","cysteine--tRNA ligase","K01883"
"WP_372479062.1","ACAH01_RS09915","adenylosuccinate synthase","K01939"
"WP_372479064.1","ACAH01_RS09940","cytochrome c oxidase subunit I","K02274"
"WP_372479066.1","ACAH01_RS09960","methylmalonyl-CoA mutase","K01848"
"WP_372479068.1","ACAH01_RS09985","2-oxoacid:acceptor oxidoreductase subunit alpha","K00174"
"WP_372479070.1","ACAH01_RS09995","acyl-CoA dehydrogenase family protein","K00248"
"WP_372479072.1","ACAH01_RS10010","BtpA/SgcQ family protein","K06971"
"WP_372479075.1","ACAH01_RS10030","pyridoxal phosphate-dependent aminotransferase","K10907"
"WP_372479076.1","ACAH01_RS10040","type II secretion system F family protein","K07333"
"WP_372479091.1","ACAH01_RS10145","phosphomevalonate decarboxylase MvaD","K17942"
"WP_372479092.1","ACAH01_RS10150","YqcI/YcgG family protein","K09190"
"WP_372479095.1","ACAH01_RS10165","NAD(P)/FAD-dependent oxidoreductase","K03885"
"WP_372479096.1","ACAH01_RS10170","mRNA surveillance protein pelota","K06965"
"WP_372479101.1","ACAH01_RS10195","ATP-dependent helicase","K03724"
"WP_372479104.1","ACAH01_RS10215","PH domain-containing protein","K08981"
"WP_372479105.1","ACAH01_RS10220","AAA domain-containing protein","K10742"
"WP_372479106.1","ACAH01_RS10225","AAA family ATPase","K03924"
"WP_372479116.1","ACAH01_RS10315","thioredoxin-dependent thiol peroxidase","K03564"
"WP_372479119.1","ACAH01_RS10335","CDC48 family AAA ATPase","K13525"
"WP_372479121.1","ACAH01_RS10365","HAD family hydrolase","K01091"
"WP_372479122.1","ACAH01_RS10370","acyl-CoA dehydrogenase family protein","K00248"
"WP_372479124.1","ACAH01_RS10390","5'-deoxyadenosine deaminase","K12960"
"WP_372479125.1","ACAH01_RS10405","succinate dehydrogenase hydrophobic membrane anchor subunit","K00242"
"WP_372479126.1","ACAH01_RS10415","serine O-acetyltransferase EpsC","K00640"
"WP_372479128.1","ACAH01_RS10430","DNA-3-methyladenine glycosylase","K01247"
"WP_372479130.1","ACAH01_RS10460","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","K23144"
"WP_372479132.1","ACAH01_RS10480","MarR family transcriptional regulator","K07730"
"WP_372479134.1","ACAH01_RS10490","ROK family protein","K25026"
"WP_372479135.1","ACAH01_RS10500","AMP-binding protein","K01895"
"WP_372479137.1","ACAH01_RS10515","low specificity L-threonine aldolase","K01620"
"WP_372479138.1","ACAH01_RS10520","beta-CASP ribonuclease aCPSF1","K07041"
"WP_372479139.1","ACAH01_RS10525","glutaredoxin family protein","K07390"
"WP_372479146.1","ACAH01_RS10575","glutamine--fructose-6-phosphate transaminase (isomerizing)","K00820"
"WP_372479148.1","ACAH01_RS10590","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_372479153.1","ACAH01_RS10615","hypothetical protein","K03527"
"WP_372479156.1","ACAH01_RS10635","nucleotide sugar dehydrogenase","K02472"
"WP_372479161.1","ACAH01_RS10665","DUF354 domain-containing protein","K09726"
"WP_372479169.1","ACAH01_RS10705","NAD(P)/FAD-dependent oxidoreductase","K18208"
"WP_372479173.1","ACAH01_RS10740","NAD(P)/FAD-dependent oxidoreductase","K00384"
"WP_372479174.1","ACAH01_RS10745","ABC transporter substrate-binding protein","K02016"
"WP_372479176.1","ACAH01_RS10755","methyl-accepting chemotaxis protein","K03406"
"WP_372479179.1","ACAH01_RS10795","mechanosensitive ion channel family protein","K03442"
"WP_372479180.1","ACAH01_RS10810","glycosyltransferase family 4 protein","K13677"
"WP_372479182.1","ACAH01_RS10825","M48 family metalloprotease","K03799"
"WP_372479183.1","ACAH01_RS10830","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","K02433"
"WP_372479184.1","ACAH01_RS10840","transcription initiation factor IIB family protein","K03124"
"WP_372479186.1","ACAH01_RS10855","asparagine synthase C-terminal domain-containing protein","K01953"
"WP_372479187.1","ACAH01_RS10865","TIGR04347 family pseudo-SAM/SPASM protein","K22226"
"WP_372479193.1","ACAH01_RS10935","cbb3-type cytochrome c oxidase subunit I","K02274"
"WP_372479197.1","ACAH01_RS10955","phosphoribosylformylglycinamidine synthase subunit PurL","K23269"
"WP_372479204.1","ACAH01_RS11015","class I SAM-dependent methyltransferase family protein","K15429"
"WP_372479205.1","ACAH01_RS11020","diphthine synthase","K20215"
"WP_372479206.1","ACAH01_RS11025","archaeosortase A","K24447"
"WP_372479209.1","ACAH01_RS11045","VOC family protein","K01759"
"WP_372479211.1","ACAH01_RS11060","chemotaxis protein CheW","K03408"
"WP_372479214.1","ACAH01_RS11080","GH32 C-terminal domain-containing protein","K01193"
"WP_372479215.1","ACAH01_RS11085","glycoside hydrolase family 68 protein","K00692"
"WP_372479216.1","ACAH01_RS11095","AIR synthase family protein","K04655"
"WP_372479217.1","ACAH01_RS11105","ABC transporter permease","K02063"
"WP_372479222.1","ACAH01_RS11145","NADH-quinone oxidoreductase subunit N","K00343"
"WP_372479223.1","ACAH01_RS11155","NADH-quinone oxidoreductase subunit L","K00341"
"WP_372479224.1","ACAH01_RS11180","NADH-quinone oxidoreductase subunit H","K00337"
"WP_372479225.1","ACAH01_RS11200","5-(carboxyamino)imidazole ribonucleotide mutase","K01588"
"WP_372479229.1","ACAH01_RS11225","pyridoxal phosphate-dependent aminotransferase","K00812"
"WP_372479231.1","ACAH01_RS11245","DHH family phosphoesterase","K07463"
"WP_372479234.1","ACAH01_RS11260","cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","K00798"
"WP_372479235.1","ACAH01_RS11265","sporulation protein","K06377"
"WP_372479238.1","ACAH01_RS11295","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","K00283"
"WP_372479239.1","ACAH01_RS11300","aminomethyl-transferring glycine dehydrogenase subunit GcvPA","K00282"
"WP_372479241.1","ACAH01_RS11310","glycine cleavage system protein GcvH","K02437"
"WP_372479242.1","ACAH01_RS11320","cytochrome d ubiquinol oxidase subunit II","K00426"
"WP_372479243.1","ACAH01_RS11325","cytochrome ubiquinol oxidase subunit I","K00425"
"WP_372479245.1","ACAH01_RS11335","glycoside hydrolase family 3 C-terminal domain-containing protein","K05349"
"WP_372479251.1","ACAH01_RS11370","TatD family hydrolase","K07049"
"WP_372479252.1","ACAH01_RS11395","TrkH family potassium uptake protein","K03498"
"WP_372479253.1","ACAH01_RS11400","response regulator","K07776"
"WP_372479254.1","ACAH01_RS11410","cobalt-factor II C(20)-methyltransferase","K03394"
"WP_372479255.1","ACAH01_RS11415","cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase","K05936"
"WP_372479257.1","ACAH01_RS11420","cobalt-precorrin 5A hydrolase","K02189"
"WP_372479258.1","ACAH01_RS11425","precorrin-3B C(17)-methyltransferase","K05934"
"WP_372479261.1","ACAH01_RS11445","CbiX/SirB N-terminal domain-containing protein","K03795"
"WP_372479265.1","ACAH01_RS11475","ATP-binding protein","K03404"
"WP_372479266.1","ACAH01_RS11480","cobaltochelatase subunit CobN","K02230"
"WP_372479267.1","ACAH01_RS11490","cobalt-precorrin-7 (C(5))-methyltransferase","K03399"
"WP_372479268.1","ACAH01_RS11505","cobyric acid synthase","K02232"
"WP_372479270.1","ACAH01_RS11515","alpha-mannosidase","K01191"
"WP_372479271.1","ACAH01_RS11520","glycoside hydrolase family 2 protein","K01192"
"WP_372479274.1","ACAH01_RS11535","alpha-L-fucosidase","K01206"
"WP_372479276.1","ACAH01_RS11550","ABC transporter permease","K02034"
"WP_372479277.1","ACAH01_RS11555","ABC transporter substrate-binding protein","K02035"
"WP_372479280.1","ACAH01_RS11590","SDR family NAD(P)-dependent oxidoreductase","K00059"
"WP_372479283.1","ACAH01_RS11605","glycoside hydrolase family 18 protein","K01183"
