Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HM|WP_372479249.1,HM,WP_372479249.1,None
HM|WP_372479260.1,HM,WP_372479260.1,None
HM|WP_372479262.1,HM,WP_372479262.1,None
HM|WP_372479263.1,HM,WP_372479263.1,None
HM|WP_372479264.1,HM,WP_372479264.1,None
HM|WP_372479269.1,HM,WP_372479269.1,None
HM|WP_372479272.1,HM,WP_372479272.1,None
HM|WP_372479275.1,HM,WP_372479275.1,None
HM|WP_372479278.1,HM,WP_372479278.1,None
HM|WP_372479281.1,HM,WP_372479281.1,None
HM|WP_372479282.1,HM,WP_372479282.1,None
HM|WP_372479285.1,HM,WP_372479285.1,None
HM|WP_372479286.1,HM,WP_372479286.1,None
HM|WP_372479287.1,HM,WP_372479287.1,None
HM|WP_372479288.1,HM,WP_372479288.1,None
HM|WP_372479289.1,HM,WP_372479289.1,None
HM|WP_372479290.1,HM,WP_372479290.1,None
HM|WP_372479291.1,HM,WP_372479291.1,None
HM|WP_372479292.1,HM,WP_372479292.1,None
HM|WP_372479294.1,HM,WP_372479294.1,None
HM|WP_372479295.1,HM,WP_372479295.1,None
HM|WP_372479297.1,HM,WP_372479297.1,None
HM|WP_372479298.1,HM,WP_372479298.1,None
HM|WP_372479299.1,HM,WP_372479299.1,None
HM|WP_372479301.1,HM,WP_372479301.1,None
HM|WP_372479302.1,HM,WP_372479302.1,None
HM|WP_372479303.1,HM,WP_372479303.1,None
HM|WP_372479304.1,HM,WP_372479304.1,None
HM|WP_372479305.1,HM,WP_372479305.1,None
HM|WP_372479306.1,HM,WP_372479306.1,None
HM|WP_372479312.1,HM,WP_372479312.1,None
HM|WP_372479313.1,HM,WP_372479313.1,None
HM|WP_372479314.1,HM,WP_372479314.1,None
HM|WP_372479316.1,HM,WP_372479316.1,None
HM|WP_372479318.1,HM,WP_372479318.1,None
HM|WP_372479319.1,HM,WP_372479319.1,None
HM|WP_372479325.1,HM,WP_372479325.1,None
HM|WP_372479328.1,HM,WP_372479328.1,None
HM|WP_372479329.1,HM,WP_372479329.1,None
HM|WP_372479330.1,HM,WP_372479330.1,None
HM|WP_372479331.1,HM,WP_372479331.1,None
HM|WP_372479338.1,HM,WP_372479338.1,None
HM|WP_372479349.1,HM,WP_372479349.1,None
HM|WP_372479355.1,HM,WP_372479355.1,None
HM|WP_372479359.1,HM,WP_372479359.1,None
HM|WP_372479360.1,HM,WP_372479360.1,None
HM|WP_372479361.1,HM,WP_372479361.1,None
HM|WP_372479362.1,HM,WP_372479362.1,None
HM|WP_372479365.1,HM,WP_372479365.1,None
HM|WP_372479368.1,HM,WP_372479368.1,None
HM|WP_372479369.1,HM,WP_372479369.1,None
HM|WP_372479370.1,HM,WP_372479370.1,None
HM|WP_372479372.1,HM,WP_372479372.1,None
HM|WP_372479373.1,HM,WP_372479373.1,None
HM|WP_372479374.1,HM,WP_372479374.1,None
HM|WP_372479375.1,HM,WP_372479375.1,None
HM|WP_372479376.1,HM,WP_372479376.1,None
HM|WP_372479382.1,HM,WP_372479382.1,None
HM|WP_372479383.1,HM,WP_372479383.1,None
HM|WP_372479384.1,HM,WP_372479384.1,None
HM|WP_372479385.1,HM,WP_372479385.1,None
HM|WP_372479387.1,HM,WP_372479387.1,None
HM|WP_372479390.1,HM,WP_372479390.1,None
HM|WP_372479391.1,HM,WP_372479391.1,None
HM|WP_372479392.1,HM,WP_372479392.1,None
HM|WP_372479395.1,HM,WP_372479395.1,None
HM|WP_372479396.1,HM,WP_372479396.1,None
HM|WP_372479397.1,HM,WP_372479397.1,None
HM|WP_372479401.1,HM,WP_372479401.1,None
HM|WP_372479402.1,HM,WP_372479402.1,None
HM|WP_372479404.1,HM,WP_372479404.1,None
HM|WP_372479410.1,HM,WP_372479410.1,None
HM|WP_372479411.1,HM,WP_372479411.1,None
HM|WP_372479412.1,HM,WP_372479412.1,None
HM|WP_372479415.1,HM,WP_372479415.1,None
HM|WP_372479419.1,HM,WP_372479419.1,None
HM|WP_372479423.1,HM,WP_372479423.1,None
HM|WP_372479425.1,HM,WP_372479425.1,None
HM|WP_372479426.1,HM,WP_372479426.1,None
HM|WP_372479427.1,HM,WP_372479427.1,None
HM|WP_372479428.1,HM,WP_372479428.1,None
HM|WP_372479432.1,HM,WP_372479432.1,None
HM|WP_372479433.1,HM,WP_372479433.1,None
HM|WP_372479440.1,HM,WP_372479440.1,None
HM|WP_372479445.1,HM,WP_372479445.1,None
HM|WP_372479446.1,HM,WP_372479446.1,None
HM|WP_372479447.1,HM,WP_372479447.1,None
HM|WP_372479449.1,HM,WP_372479449.1,None
HM|WP_372479450.1,HM,WP_372479450.1,None
HM|WP_372479457.1,HM,WP_372479457.1,None
HM|WP_372479463.1,HM,WP_372479463.1,None
HM|WP_372479465.1,HM,WP_372479465.1,None
HM|WP_372479473.1,HM,WP_372479473.1,None
HM|WP_372479474.1,HM,WP_372479474.1,None
HM|WP_372479475.1,HM,WP_372479475.1,None
HM|WP_372479477.1,HM,WP_372479477.1,None
HM|WP_372479479.1,HM,WP_372479479.1,None
HM|WP_372479480.1,HM,WP_372479480.1,None
HM|WP_372479484.1,HM,WP_372479484.1,None
HM|WP_372479486.1,HM,WP_372479486.1,None
HM|WP_372479489.1,HM,WP_372479489.1,None
HM|WP_372479490.1,HM,WP_372479490.1,None
HM|WP_372479492.1,HM,WP_372479492.1,None
HM|WP_372479493.1,HM,WP_372479493.1,None
HM|WP_372479497.1,HM,WP_372479497.1,None
HM|WP_372479501.1,HM,WP_372479501.1,None
HM|WP_372479502.1,HM,WP_372479502.1,None
HM|WP_372479506.1,HM,WP_372479506.1,None
HM|WP_372479508.1,HM,WP_372479508.1,None
HM|WP_372479509.1,HM,WP_372479509.1,None
HM|WP_372479513.1,HM,WP_372479513.1,None
HM|WP_372479517.1,HM,WP_372479517.1,None
HM|WP_372479518.1,HM,WP_372479518.1,None
HM|WP_372479521.1,HM,WP_372479521.1,None
HM|WP_372479524.1,HM,WP_372479524.1,None
HM|WP_372479525.1,HM,WP_372479525.1,None
HM|WP_372479530.1,HM,WP_372479530.1,None
HM|WP_372479531.1,HM,WP_372479531.1,None
HM|WP_372479532.1,HM,WP_372479532.1,None
HM|WP_372479534.1,HM,WP_372479534.1,None
HM|WP_372479535.1,HM,WP_372479535.1,None
HM|WP_372479536.1,HM,WP_372479536.1,None
HM|WP_372479537.1,HM,WP_372479537.1,None
HM|WP_372479538.1,HM,WP_372479538.1,None
HM|WP_372479539.1,HM,WP_372479539.1,None
HM|WP_372479540.1,HM,WP_372479540.1,None
HM|WP_372479541.1,HM,WP_372479541.1,None
HM|WP_372479543.1,HM,WP_372479543.1,None
HM|WP_372479544.1,HM,WP_372479544.1,None
HM|WP_372479545.1,HM,WP_372479545.1,None
HM|WP_372479549.1,HM,WP_372479549.1,None
HM|WP_372479553.1,HM,WP_372479553.1,None
HM|WP_372479559.1,HM,WP_372479559.1,None
HM|WP_372479560.1,HM,WP_372479560.1,None
HM|WP_372479562.1,HM,WP_372479562.1,None
HM|WP_372479563.1,HM,WP_372479563.1,None
HM|WP_372479564.1,HM,WP_372479564.1,None
HM|WP_372479565.1,HM,WP_372479565.1,None
HM|WP_372479568.1,HM,WP_372479568.1,None
HM|WP_372479570.1,HM,WP_372479570.1,None
HM|WP_372479583.1,HM,WP_372479583.1,None
HM|WP_372479584.1,HM,WP_372479584.1,None
HM|WP_372479587.1,HM,WP_372479587.1,None
HM|WP_372479588.1,HM,WP_372479588.1,None
HM|WP_372479589.1,HM,WP_372479589.1,None
HM|WP_372479590.1,HM,WP_372479590.1,None
HM|WP_372479591.1,HM,WP_372479591.1,None
HM|WP_372479593.1,HM,WP_372479593.1,None
HM|WP_372479599.1,HM,WP_372479599.1,None
HM|WP_372479607.1,HM,WP_372479607.1,None
HM|WP_372479611.1,HM,WP_372479611.1,None
HM|WP_372479612.1,HM,WP_372479612.1,None
HM|WP_372479614.1,HM,WP_372479614.1,None
HM|WP_372479615.1,HM,WP_372479615.1,None
HM|WP_372479616.1,HM,WP_372479616.1,None
HM|WP_372479619.1,HM,WP_372479619.1,None
HM|WP_372479621.1,HM,WP_372479621.1,None
HM|WP_372479623.1,HM,WP_372479623.1,None
HM|WP_372479624.1,HM,WP_372479624.1,None
HM|WP_372479626.1,HM,WP_372479626.1,None
HM|WP_372479627.1,HM,WP_372479627.1,None
HM|WP_372479630.1,HM,WP_372479630.1,None
HM|WP_372479634.1,HM,WP_372479634.1,None
HM|WP_372479640.1,HM,WP_372479640.1,None
HM|WP_372479649.1,HM,WP_372479649.1,None
HM|WP_372479651.1,HM,WP_372479651.1,None
HM|WP_372479654.1,HM,WP_372479654.1,None
HM|WP_372479655.1,HM,WP_372479655.1,None
HM|WP_372479658.1,HM,WP_372479658.1,None
HM|WP_372479659.1,HM,WP_372479659.1,None
HM|WP_372479660.1,HM,WP_372479660.1,None
HM|WP_372479663.1,HM,WP_372479663.1,None
HM|WP_372479664.1,HM,WP_372479664.1,None
HM|WP_372479667.1,HM,WP_372479667.1,None
HM|WP_372479672.1,HM,WP_372479672.1,None
HM|WP_372479676.1,HM,WP_372479676.1,None
HM|WP_372479680.1,HM,WP_372479680.1,None
HM|WP_372479681.1,HM,WP_372479681.1,None
HM|WP_372479682.1,HM,WP_372479682.1,None
HM|WP_372479684.1,HM,WP_372479684.1,None
HM|WP_372479685.1,HM,WP_372479685.1,None
HM|WP_372479686.1,HM,WP_372479686.1,None
HM|WP_372479688.1,HM,WP_372479688.1,None
HM|WP_372479689.1,HM,WP_372479689.1,None
HM|WP_372479690.1,HM,WP_372479690.1,None
HM|WP_372479691.1,HM,WP_372479691.1,None
HM|WP_372479694.1,HM,WP_372479694.1,None
HM|WP_372479695.1,HM,WP_372479695.1,None
HM|WP_372479696.1,HM,WP_372479696.1,None
HM|WP_372479697.1,HM,WP_372479697.1,None
HM|WP_372479698.1,HM,WP_372479698.1,None
HM|WP_372479700.1,HM,WP_372479700.1,None
HM|WP_372479701.1,HM,WP_372479701.1,None
HM|WP_372479702.1,HM,WP_372479702.1,None
HM|WP_372479704.1,HM,WP_372479704.1,None
HM|WP_372479706.1,HM,WP_372479706.1,None
HM|WP_372479710.1,HM,WP_372479710.1,None
HM|WP_372479711.1,HM,WP_372479711.1,None
HM|WP_372479719.1,HM,WP_372479719.1,None
HM|WP_372479722.1,HM,WP_372479722.1,None
HM|WP_372479723.1,HM,WP_372479723.1,None
HM|WP_372479724.1,HM,WP_372479724.1,None
HM|WP_372479728.1,HM,WP_372479728.1,None
HM|WP_372479730.1,HM,WP_372479730.1,None
HM|WP_372479733.1,HM,WP_372479733.1,None
HM|WP_372479734.1,HM,WP_372479734.1,None
HM|WP_372479735.1,HM,WP_372479735.1,None
HM|WP_372479737.1,HM,WP_372479737.1,None
HM|WP_372479738.1,HM,WP_372479738.1,None
HM|WP_372479739.1,HM,WP_372479739.1,None
HM|WP_372479740.1,HM,WP_372479740.1,None
HM|WP_372479743.1,HM,WP_372479743.1,None
HM|WP_372479748.1,HM,WP_372479748.1,None
HM|WP_372479751.1,HM,WP_372479751.1,None
HM|WP_372479752.1,HM,WP_372479752.1,None
HM|WP_372479753.1,HM,WP_372479753.1,None
HM|WP_372479755.1,HM,WP_372479755.1,None
HM|WP_372479758.1,HM,WP_372479758.1,None
HM|WP_372479763.1,HM,WP_372479763.1,None
HM|WP_372479764.1,HM,WP_372479764.1,None
HM|WP_372479765.1,HM,WP_372479765.1,None
HM|WP_372479766.1,HM,WP_372479766.1,None
HM|WP_372479768.1,HM,WP_372479768.1,None
HM|WP_372479771.1,HM,WP_372479771.1,None
HM|WP_372479772.1,HM,WP_372479772.1,None
HM|WP_372479774.1,HM,WP_372479774.1,None
HM|WP_372479777.1,HM,WP_372479777.1,None
HM|WP_372479781.1,HM,WP_372479781.1,None
HM|WP_372479782.1,HM,WP_372479782.1,None
HM|WP_372479784.1,HM,WP_372479784.1,None
HM|WP_372479785.1,HM,WP_372479785.1,None
HM|WP_372479786.1,HM,WP_372479786.1,None
HM|WP_372479795.1,HM,WP_372479795.1,None
HM|WP_372479799.1,HM,WP_372479799.1,None
HM|WP_372479801.1,HM,WP_372479801.1,None
HM|WP_372479802.1,HM,WP_372479802.1,None
HM|WP_372479803.1,HM,WP_372479803.1,None
HM|WP_372479806.1,HM,WP_372479806.1,None
HM|WP_372479807.1,HM,WP_372479807.1,None
HM|WP_372479808.1,HM,WP_372479808.1,None
HM|WP_372479811.1,HM,WP_372479811.1,None
HM|WP_372479812.1,HM,WP_372479812.1,None
HM|WP_372479815.1,HM,WP_372479815.1,None
HM|WP_372479819.1,HM,WP_372479819.1,None
HM|WP_372479821.1,HM,WP_372479821.1,None
HM|WP_372479827.1,HM,WP_372479827.1,None
HM|WP_372479830.1,HM,WP_372479830.1,None
HM|WP_372479832.1,HM,WP_372479832.1,None
HM|WP_372479833.1,HM,WP_372479833.1,None
HM|WP_372479834.1,HM,WP_372479834.1,None
HM|WP_372479840.1,HM,WP_372479840.1,None
HM|WP_372479841.1,HM,WP_372479841.1,None
HM|WP_372479842.1,HM,WP_372479842.1,None
HM|WP_372479843.1,HM,WP_372479843.1,None
HM|WP_372479844.1,HM,WP_372479844.1,None
HM|WP_372479845.1,HM,WP_372479845.1,None
HM|WP_372479850.1,HM,WP_372479850.1,None
HM|WP_372479852.1,HM,WP_372479852.1,None
HM|WP_372479853.1,HM,WP_372479853.1,None
HM|WP_372479854.1,HM,WP_372479854.1,None
HM|WP_372479855.1,HM,WP_372479855.1,None
HM|WP_372479856.1,HM,WP_372479856.1,None
HM|WP_372479859.1,HM,WP_372479859.1,None
HM|WP_372479860.1,HM,WP_372479860.1,None
HM|WP_372479865.1,HM,WP_372479865.1,None
HM|WP_372479869.1,HM,WP_372479869.1,None
HM|WP_372479872.1,HM,WP_372479872.1,None
HM|WP_372479873.1,HM,WP_372479873.1,None
HM|WP_372479875.1,HM,WP_372479875.1,None
HM|WP_372479876.1,HM,WP_372479876.1,None
HM|WP_372479877.1,HM,WP_372479877.1,None
HM|WP_372479879.1,HM,WP_372479879.1,None
HM|WP_372479880.1,HM,WP_372479880.1,None
HM|WP_372479883.1,HM,WP_372479883.1,None
HM|WP_372479885.1,HM,WP_372479885.1,None
HM|WP_372479886.1,HM,WP_372479886.1,None
HM|WP_372479887.1,HM,WP_372479887.1,None
HM|WP_372479888.1,HM,WP_372479888.1,None
HM|WP_372479890.1,HM,WP_372479890.1,None
HM|WP_372479891.1,HM,WP_372479891.1,None
HM|WP_372479892.1,HM,WP_372479892.1,None
HM|WP_372479894.1,HM,WP_372479894.1,None
HM|WP_372479895.1,HM,WP_372479895.1,None
HM|WP_372479896.1,HM,WP_372479896.1,None
HM|WP_372479903.1,HM,WP_372479903.1,None
HM|WP_372479904.1,HM,WP_372479904.1,None
HM|WP_372479905.1,HM,WP_372479905.1,None
HM|WP_372479907.1,HM,WP_372479907.1,None
HM|WP_372479911.1,HM,WP_372479911.1,None
HM|WP_372479913.1,HM,WP_372479913.1,None
HM|WP_372479914.1,HM,WP_372479914.1,None
HM|WP_372479916.1,HM,WP_372479916.1,None
HM|WP_372479917.1,HM,WP_372479917.1,None
HM|WP_372479918.1,HM,WP_372479918.1,None
HM|WP_372479919.1,HM,WP_372479919.1,None
HM|WP_372479920.1,HM,WP_372479920.1,None
HM|WP_372479921.1,HM,WP_372479921.1,None
HM|WP_372479923.1,HM,WP_372479923.1,None
HM|WP_372479926.1,HM,WP_372479926.1,None
HM|WP_372479928.1,HM,WP_372479928.1,None
HM|WP_372479929.1,HM,WP_372479929.1,None
HM|WP_372479931.1,HM,WP_372479931.1,None
HM|WP_372479941.1,HM,WP_372479941.1,None
HM|WP_372479942.1,HM,WP_372479942.1,None
HM|WP_372479945.1,HM,WP_372479945.1,None
HM|WP_372479948.1,HM,WP_372479948.1,None
HM|WP_372479949.1,HM,WP_372479949.1,None
HM|WP_372479951.1,HM,WP_372479951.1,None
HM|WP_372479955.1,HM,WP_372479955.1,None
HM|WP_372479956.1,HM,WP_372479956.1,None
HM|WP_372479958.1,HM,WP_372479958.1,None
HM|WP_372479961.1,HM,WP_372479961.1,None
HM|WP_372479967.1,HM,WP_372479967.1,None
HM|WP_372479968.1,HM,WP_372479968.1,None
HM|WP_372479969.1,HM,WP_372479969.1,None
HM|WP_372479970.1,HM,WP_372479970.1,None
HM|WP_372479972.1,HM,WP_372479972.1,None
HM|WP_372479973.1,HM,WP_372479973.1,None
HM|WP_372479975.1,HM,WP_372479975.1,None
HM|WP_372479977.1,HM,WP_372479977.1,None
HM|WP_372479980.1,HM,WP_372479980.1,None
HM|WP_372479981.1,HM,WP_372479981.1,None
HM|WP_372479983.1,HM,WP_372479983.1,None
HM|WP_372479984.1,HM,WP_372479984.1,None
HM|WP_372479986.1,HM,WP_372479986.1,None
HM|WP_372479991.1,HM,WP_372479991.1,None
HM|WP_372479997.1,HM,WP_372479997.1,None
HM|WP_372480000.1,HM,WP_372480000.1,None
HM|WP_372480001.1,HM,WP_372480001.1,None
HM|WP_372480010.1,HM,WP_372480010.1,None
HM|WP_372480015.1,HM,WP_372480015.1,None
HM|WP_372480017.1,HM,WP_372480017.1,None
HM|WP_372480018.1,HM,WP_372480018.1,None
HM|WP_372480022.1,HM,WP_372480022.1,None
HM|WP_372480025.1,HM,WP_372480025.1,None
HM|WP_372480031.1,HM,WP_372480031.1,None
HM|WP_372480041.1,HM,WP_372480041.1,None
HM|WP_372480043.1,HM,WP_372480043.1,None
HM|WP_372480044.1,HM,WP_372480044.1,None
HM|WP_372480045.1,HM,WP_372480045.1,None
HM|WP_372480046.1,HM,WP_372480046.1,None
HM|WP_372480047.1,HM,WP_372480047.1,None
HM|WP_372480048.1,HM,WP_372480048.1,None
HM|WP_372480049.1,HM,WP_372480049.1,None
HM|WP_372480050.1,HM,WP_372480050.1,None
HM|WP_372480051.1,HM,WP_372480051.1,None
HM|WP_372480052.1,HM,WP_372480052.1,None
HM|WP_372480055.1,HM,WP_372480055.1,None
HM|WP_372480056.1,HM,WP_372480056.1,None
HM|WP_372480057.1,HM,WP_372480057.1,None
HM|WP_372480058.1,HM,WP_372480058.1,None
HM|WP_372480063.1,HM,WP_372480063.1,None
HM|WP_372480065.1,HM,WP_372480065.1,None
HM|WP_372480066.1,HM,WP_372480066.1,None
HM|WP_372480067.1,HM,WP_372480067.1,None
HM|WP_372480071.1,HM,WP_372480071.1,None
HM|WP_372480074.1,HM,WP_372480074.1,None
HM|WP_372480075.1,HM,WP_372480075.1,None
HM|WP_372480077.1,HM,WP_372480077.1,None
HM|WP_372480079.1,HM,WP_372480079.1,None
HM|WP_372480080.1,HM,WP_372480080.1,None
HM|WP_372480081.1,HM,WP_372480081.1,None
HM|WP_372480083.1,HM,WP_372480083.1,None
HM|WP_372480086.1,HM,WP_372480086.1,None
HM|WP_372480087.1,HM,WP_372480087.1,None
HM|WP_372480088.1,HM,WP_372480088.1,None
HM|WP_372480089.1,HM,WP_372480089.1,None
HM|WP_372480090.1,HM,WP_372480090.1,None
HM|WP_372480091.1,HM,WP_372480091.1,None
HM|WP_372480092.1,HM,WP_372480092.1,None
HM|WP_372480093.1,HM,WP_372480093.1,None
HM|WP_372480094.1,HM,WP_372480094.1,None
HM|WP_372480095.1,HM,WP_372480095.1,None
HM|WP_372480097.1,HM,WP_372480097.1,None
HM|WP_372480098.1,HM,WP_372480098.1,None
HM|WP_372480099.1,HM,WP_372480099.1,None
HM|WP_372480100.1,HM,WP_372480100.1,None
HM|WP_372480105.1,HM,WP_372480105.1,None
HM|WP_372480107.1,HM,WP_372480107.1,None
HM|WP_372480110.1,HM,WP_372480110.1,None
HM|WP_372480111.1,HM,WP_372480111.1,None
HM|WP_372480112.1,HM,WP_372480112.1,None
HM|WP_372480114.1,HM,WP_372480114.1,None
HM|WP_372480116.1,HM,WP_372480116.1,None
HM|WP_372480118.1,HM,WP_372480118.1,None
HM|WP_372480125.1,HM,WP_372480125.1,None
HM|WP_372480126.1,HM,WP_372480126.1,None
HM|WP_372480127.1,HM,WP_372480127.1,None
HM|WP_372480128.1,HM,WP_372480128.1,None
HM|WP_372480130.1,HM,WP_372480130.1,None
HM|WP_372480132.1,HM,WP_372480132.1,None
HM|WP_372480133.1,HM,WP_372480133.1,None
HM|WP_372480134.1,HM,WP_372480134.1,None
HM|WP_372480135.1,HM,WP_372480135.1,None
HM|WP_372480136.1,HM,WP_372480136.1,None
HM|WP_372480139.1,HM,WP_372480139.1,None
HM|WP_372480141.1,HM,WP_372480141.1,None
HM|WP_372480143.1,HM,WP_372480143.1,None
HM|WP_372480151.1,HM,WP_372480151.1,None
HM|WP_372480152.1,HM,WP_372480152.1,None
HM|WP_372480154.1,HM,WP_372480154.1,None
HM|WP_372480157.1,HM,WP_372480157.1,None
HM|WP_372480158.1,HM,WP_372480158.1,None
HM|WP_372480162.1,HM,WP_372480162.1,None
HM|WP_372480163.1,HM,WP_372480163.1,None
HM|WP_372480165.1,HM,WP_372480165.1,None
HM|WP_372480166.1,HM,WP_372480166.1,None
HM|WP_372480167.1,HM,WP_372480167.1,None
HM|WP_372480169.1,HM,WP_372480169.1,None
HM|WP_372480175.1,HM,WP_372480175.1,None
HM|WP_372480178.1,HM,WP_372480178.1,None
HM|WP_372480180.1,HM,WP_372480180.1,None
HM|WP_372480183.1,HM,WP_372480183.1,None
HM|WP_372480186.1,HM,WP_372480186.1,None
HM|WP_372480187.1,HM,WP_372480187.1,None
HM|WP_372480195.1,HM,WP_372480195.1,None
HM|WP_372480197.1,HM,WP_372480197.1,None
HM|WP_372480198.1,HM,WP_372480198.1,None
HM|WP_372480200.1,HM,WP_372480200.1,None
HM|WP_372480201.1,HM,WP_372480201.1,None
HM|WP_372480202.1,HM,WP_372480202.1,None
HM|WP_372480205.1,HM,WP_372480205.1,None
HM|WP_372480207.1,HM,WP_372480207.1,None
HM|WP_372480208.1,HM,WP_372480208.1,None
HM|WP_372480210.1,HM,WP_372480210.1,None
HM|WP_372480211.1,HM,WP_372480211.1,None
HM|WP_372480213.1,HM,WP_372480213.1,None
HM|WP_372480214.1,HM,WP_372480214.1,None
HM|WP_372480218.1,HM,WP_372480218.1,None
HM|WP_372480219.1,HM,WP_372480219.1,None
HM|WP_372480220.1,HM,WP_372480220.1,None
HM|WP_372480222.1,HM,WP_372480222.1,None
HM|WP_372480230.1,HM,WP_372480230.1,None
HM|WP_372480232.1,HM,WP_372480232.1,None
HM|WP_372480233.1,HM,WP_372480233.1,None
HM|WP_372480235.1,HM,WP_372480235.1,None
HM|WP_372480238.1,HM,WP_372480238.1,None
HM|WP_372480240.1,HM,WP_372480240.1,None
HM|WP_372480245.1,HM,WP_372480245.1,None
HM|WP_372480247.1,HM,WP_372480247.1,None
HM|WP_372480248.1,HM,WP_372480248.1,None
HM|WP_372480251.1,HM,WP_372480251.1,None
HM|WP_372480253.1,HM,WP_372480253.1,None
HM|WP_372480255.1,HM,WP_372480255.1,None
HM|WP_372480256.1,HM,WP_372480256.1,None
HM|WP_372480259.1,HM,WP_372480259.1,None
HM|WP_372480260.1,HM,WP_372480260.1,None
HM|WP_372480262.1,HM,WP_372480262.1,None
HM|WP_372480263.1,HM,WP_372480263.1,None
HM|WP_372480267.1,HM,WP_372480267.1,None
HM|WP_372480268.1,HM,WP_372480268.1,None
HM|WP_372480272.1,HM,WP_372480272.1,None
HM|WP_372480273.1,HM,WP_372480273.1,None
HM|WP_372480274.1,HM,WP_372480274.1,None
HM|WP_372480276.1,HM,WP_372480276.1,None
HM|WP_372480278.1,HM,WP_372480278.1,None
HM|WP_372480279.1,HM,WP_372480279.1,None
HM|WP_372480280.1,HM,WP_372480280.1,None
HM|WP_372480282.1,HM,WP_372480282.1,None
HM|WP_372480283.1,HM,WP_372480283.1,None
HM|WP_372480284.1,HM,WP_372480284.1,None
HM|WP_372480285.1,HM,WP_372480285.1,None
HM|WP_372480286.1,HM,WP_372480286.1,None
HM|WP_372480287.1,HM,WP_372480287.1,None
HM|WP_372480288.1,HM,WP_372480288.1,None
HM|WP_372480293.1,HM,WP_372480293.1,None
HM|WP_372480295.1,HM,WP_372480295.1,None
HM|WP_372480297.1,HM,WP_372480297.1,None
HM|WP_372480298.1,HM,WP_372480298.1,None
HM|WP_372480299.1,HM,WP_372480299.1,None
HM|WP_372480300.1,HM,WP_372480300.1,None
HM|WP_372480301.1,HM,WP_372480301.1,None
HM|WP_372480305.1,HM,WP_372480305.1,None
HM|WP_372480306.1,HM,WP_372480306.1,None
HM|WP_372480307.1,HM,WP_372480307.1,None
HM|WP_372480308.1,HM,WP_372480308.1,None
HM|WP_372480311.1,HM,WP_372480311.1,None
HM|WP_372480313.1,HM,WP_372480313.1,None
HM|WP_372480314.1,HM,WP_372480314.1,None
HM|WP_372480315.1,HM,WP_372480315.1,None
HM|WP_372480320.1,HM,WP_372480320.1,None
HM|WP_372480321.1,HM,WP_372480321.1,None
HM|WP_372480322.1,HM,WP_372480322.1,None
HM|WP_372480323.1,HM,WP_372480323.1,None
HM|WP_372480325.1,HM,WP_372480325.1,None
HM|WP_372480332.1,HM,WP_372480332.1,None
HM|WP_372480333.1,HM,WP_372480333.1,None
HM|WP_372480335.1,HM,WP_372480335.1,None
HM|WP_372480336.1,HM,WP_372480336.1,None
HM|WP_372480337.1,HM,WP_372480337.1,None
HM|WP_372480338.1,HM,WP_372480338.1,None
HM|WP_372480339.1,HM,WP_372480339.1,None
HM|WP_372480342.1,HM,WP_372480342.1,None
HM|WP_372480343.1,HM,WP_372480343.1,None
HM|WP_372480345.1,HM,WP_372480345.1,None
HM|WP_372480351.1,HM,WP_372480351.1,None
HM|WP_372480352.1,HM,WP_372480352.1,None
HM|WP_372480353.1,HM,WP_372480353.1,None
HM|WP_372480355.1,HM,WP_372480355.1,None
HM|WP_372480357.1,HM,WP_372480357.1,None
HM|WP_372480358.1,HM,WP_372480358.1,None
HM|WP_372480359.1,HM,WP_372480359.1,None
HM|WP_372480360.1,HM,WP_372480360.1,None
HM|WP_372480361.1,HM,WP_372480361.1,None
HM|WP_372480364.1,HM,WP_372480364.1,None
HM|WP_372480365.1,HM,WP_372480365.1,None
HM|WP_372480366.1,HM,WP_372480366.1,None
HM|WP_372480373.1,HM,WP_372480373.1,None
HM|WP_372480376.1,HM,WP_372480376.1,None
HM|WP_372480377.1,HM,WP_372480377.1,None
HM|WP_372480378.1,HM,WP_372480378.1,None
HM|WP_372480379.1,HM,WP_372480379.1,None
HM|WP_372480380.1,HM,WP_372480380.1,None
HM|WP_372480386.1,HM,WP_372480386.1,None
HM|WP_372480387.1,HM,WP_372480387.1,None
HM|WP_372480389.1,HM,WP_372480389.1,None
HM|WP_372480390.1,HM,WP_372480390.1,None
HM|WP_372480393.1,HM,WP_372480393.1,None
HM|WP_372480396.1,HM,WP_372480396.1,None
HM|WP_372480397.1,HM,WP_372480397.1,None
HM|WP_372480398.1,HM,WP_372480398.1,None
HM|WP_372480400.1,HM,WP_372480400.1,None
HM|WP_372480402.1,HM,WP_372480402.1,None
HM|WP_372480403.1,HM,WP_372480403.1,None
HM|WP_372480405.1,HM,WP_372480405.1,None
HM|WP_372480407.1,HM,WP_372480407.1,None
HM|WP_372480413.1,HM,WP_372480413.1,None
HM|WP_372480414.1,HM,WP_372480414.1,None
HM|WP_372480416.1,HM,WP_372480416.1,None
HM|WP_372480423.1,HM,WP_372480423.1,None
HM|WP_372480424.1,HM,WP_372480424.1,None
HM|WP_372480425.1,HM,WP_372480425.1,None
HM|WP_372480428.1,HM,WP_372480428.1,None
HM|WP_372480430.1,HM,WP_372480430.1,None
HM|WP_372480431.1,HM,WP_372480431.1,None
HM|WP_372480432.1,HM,WP_372480432.1,None
HM|WP_372480434.1,HM,WP_372480434.1,None
