Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HA|WP_420182274.1,HA,WP_420182274.1,HM|WP_372479866.1
HA|WP_420182276.1,HA,WP_420182276.1,HM|WP_372479861.1
HA|WP_420182287.1,HA,WP_420182287.1,HM|WP_372480020.1
HA|WP_420182298.1,HA,WP_420182298.1,HM|WP_170093364.1
HA|WP_420182308.1,HA,WP_420182308.1,HM|WP_170093157.1
HA|WP_420182337.1,HA,WP_420182337.1,HM|WP_372479279.1
HA|WP_420182359.1,HA,WP_420182359.1,HM|WP_372479677.1
HA|WP_420182373.1,HA,WP_420182373.1,HM|WP_170093459.1
HA|WP_420182394.1,HA,WP_420182394.1,HM|WP_372479380.1
HA|WP_420182399.1,HA,WP_420182399.1,HM|WP_372479550.1
HA|WP_420182401.1,HA,WP_420182401.1,HM|WP_372479456.1
HA|WP_420182417.1,HA,WP_420182417.1,HM|WP_153552581.1
HA|WP_420182421.1,HA,WP_420182421.1,HM|WP_372479435.1
HA|WP_420182440.1,HA,WP_420182440.1,HM|WP_372479409.1
HA|WP_420182445.1,HA,WP_420182445.1,HM|WP_372479516.1
HA|WP_420182449.1,HA,WP_420182449.1,HM|WP_208628852.1
HA|WP_420182454.1,HA,WP_420182454.1,HM|WP_372479595.1
HA|WP_420182462.1,HA,WP_420182462.1,HM|WP_372480577.1
HA|WP_420182465.1,HA,WP_420182465.1,HM|WP_170093477.1
HA|WP_420182471.1,HA,WP_420182471.1,HM|WP_372480583.1
HA|WP_420182474.1,HA,WP_420182474.1,HM|WP_372480588.1
HA|WP_420182485.1,HA,WP_420182485.1,HM|WP_372480749.1
HA|WP_420182490.1,HA,WP_420182490.1,HM|WP_170094772.1
HA|WP_420182498.1,HA,WP_420182498.1,HM|WP_372480747.1
HA|WP_420182512.1,HA,WP_420182512.1,HM|WP_170093474.1
HA|WP_420182522.1,HA,WP_420182522.1,HM|WP_372480441.1
HA|WP_420182524.1,HA,WP_420182524.1,HM|WP_372480438.1
HA|WP_420182531.1,HA,WP_420182531.1,HM|WP_372480421.1
HA|WP_420182541.1,HA,WP_420182541.1,HM|WP_170095162.1
HA|WP_420182545.1,HA,WP_420182545.1,HM|WP_372479008.1
HA|WP_420182552.1,HA,WP_420182552.1,HM|WP_372480655.1
HA|WP_420182556.1,HA,WP_420182556.1,HM|WP_372479011.1
HA|WP_420182557.1,HA,WP_420182557.1,HM|WP_372479009.1
HA|WP_420182575.1,HA,WP_420182575.1,HM|WP_170094609.1
HA|WP_420182578.1,HA,WP_420182578.1,HM|WP_372480710.1
HA|WP_420182582.1,HA,WP_420182582.1,HM|WP_372480761.1
HA|WP_420182588.1,HA,WP_420182588.1,HM|WP_372478952.1
HA|WP_420182590.1,HA,WP_420182590.1,HM|WP_153553500.1
HA|WP_420182592.1,HA,WP_420182592.1,HM|WP_372480697.1
HA|WP_420182594.1,HA,WP_420182594.1,HM|WP_372480375.1
HA|WP_420182607.1,HA,WP_420182607.1,HM|WP_372480678.1
HA|WP_420182620.1,HA,WP_420182620.1,HM|WP_372480661.1
HA|WP_420182651.1,HA,WP_420182651.1,HM|WP_170094928.1
HA|WP_420182659.1,HA,WP_420182659.1,HM|WP_372480527.1
HA|WP_420182664.1,HA,WP_420182664.1,HM|WP_372480530.1
HA|WP_420182666.1,HA,WP_420182666.1,HM|WP_372480544.1
HA|WP_420182668.1,HA,WP_420182668.1,HM|WP_372478882.1
HA|WP_420182675.1,HA,WP_420182675.1,HM|WP_372480473.1
HA|WP_420182677.1,HA,WP_420182677.1,HM|WP_372480468.1
HA|WP_420182678.1,HA,WP_420182678.1,HM|WP_372480467.1
HA|WP_420182685.1,HA,WP_420182685.1,HM|WP_372480008.1
HA|WP_420182687.1,HA,WP_420182687.1,HM|WP_372480009.1
HA|WP_420182690.1,HA,WP_420182690.1,HM|WP_208626730.1
HA|WP_420182691.1,HA,WP_420182691.1,HM|WP_170095087.1
HA|WP_420182692.1,HA,WP_420182692.1,HM|WP_208626726.1
HA|WP_420182697.1,HA,WP_420182697.1,HM|WP_153553217.1
HA|WP_420182699.1,HA,WP_420182699.1,HM|WP_170094097.1
HA|WP_420182701.1,HA,WP_420182701.1,HM|WP_170094308.1
HA|WP_420182708.1,HA,WP_420182708.1,HM|WP_372478968.1
HA|WP_420182713.1,HA,WP_420182713.1,HM|WP_372478966.1
HA|WP_420182724.1,HA,WP_420182724.1,HM|WP_170094264.1
HA|WP_420182726.1,HA,WP_420182726.1,HM|WP_372478995.1
HA|WP_420182745.1,HA,WP_420182745.1,HM|WP_372479046.1
HA|WP_420182746.1,HA,WP_420182746.1,HM|WP_372479043.1
HA|WP_420182751.1,HA,WP_420182751.1,HM|WP_372479028.1
HA|WP_420182788.1,HA,WP_420182788.1,HM|WP_372480275.1
HA|WP_420182790.1,HA,WP_420182790.1,HM|WP_372480328.1
HA|WP_420182796.1,HA,WP_420182796.1,HM|WP_372480131.1
HA|WP_420182854.1,HA,WP_420182854.1,HM|WP_372479458.1
HA|WP_420182888.1,HA,WP_420182888.1,HM|WP_372480150.1
HA|WP_420182913.1,HA,WP_420182913.1,HM|WP_372480264.1
HA|WP_420182954.1,HA,WP_420182954.1,HM|WP_372480859.1
HA|WP_420182964.1,HA,WP_420182964.1,HM|WP_372479947.1
HA|WP_420182969.1,HA,WP_420182969.1,HM|WP_372479348.1
HA|WP_420182988.1,HA,WP_420182988.1,HM|WP_208628502.1
HA|WP_420182992.1,HA,WP_420182992.1,HM|WP_372479219.1
HM|WP_012807666.1,HM,WP_012807666.1,HA|WP_008308192.1
HM|WP_012807698.1,HM,WP_012807698.1,HA|WP_004515010.1
HM|WP_012807774.1,HM,WP_012807774.1,HA|WP_008307830.1
HM|WP_012807947.1,HM,WP_012807947.1,HA|WP_014039217.1
HM|WP_012808026.1,HM,WP_012808026.1,HA|WP_008307542.1
HM|WP_012808086.1,HM,WP_012808086.1,HA|WP_004515333.1
HM|WP_015761641.1,HM,WP_015761641.1,HA|WP_004516407.1
HM|WP_015761773.1,HM,WP_015761773.1,HA|WP_014041699.1
HM|WP_015762209.1,HM,WP_015762209.1,HA|WP_151144593.1
HM|WP_015762277.1,HM,WP_015762277.1,HA|WP_004518427.1
HM|WP_015762511.1,HM,WP_015762511.1,HA|WP_014040955.1
HM|WP_015762872.1,HM,WP_015762872.1,HA|WP_004957100.1
HM|WP_015762928.1,HM,WP_015762928.1,HA|WP_008313171.1
HM|WP_015763165.1,HM,WP_015763165.1,HA|WP_004518082.1
HM|WP_015763253.1,HM,WP_015763253.1,HA|WP_004515458.1
HM|WP_015763299.1,HM,WP_015763299.1,HA|WP_004517924.1
HM|WP_015763355.1,HM,WP_015763355.1,HA|WP_420181786.1
HM|WP_015763544.1,HM,WP_015763544.1,HA|WP_023843157.1
HM|WP_015763592.1,HM,WP_015763592.1,HA|WP_008309988.1
HM|WP_015763632.1,HM,WP_015763632.1,HA|WP_014040012.1
HM|WP_015763732.1,HM,WP_015763732.1,HA|WP_014039736.1
HM|WP_015763764.1,HM,WP_015763764.1,HA|WP_044951700.1
HM|WP_015763765.1,HM,WP_015763765.1,HA|WP_004593670.1
HM|WP_015764031.1,HM,WP_015764031.1,HA|WP_050037982.1
HM|WP_018256069.1,HM,WP_018256069.1,HA|WP_014040341.1
HM|WP_018257138.1,HM,WP_018257138.1,HA|WP_050007795.1
HM|WP_018257160.1,HM,WP_018257160.1,HA|WP_014039070.1
HM|WP_018257335.1,HM,WP_018257335.1,HA|WP_004515979.1
HM|WP_018257712.1,HM,WP_018257712.1,HA|WP_014039561.1
HM|WP_018257935.1,HM,WP_018257935.1,HA|WP_004517029.1
HM|WP_018258068.1,HM,WP_018258068.1,HA|WP_004516837.1
HM|WP_018258763.1,HM,WP_018258763.1,HA|WP_004591803.1
HM|WP_026190368.1,HM,WP_026190368.1,HA|WP_004515801.1
HM|WP_049940794.1,HM,WP_049940794.1,HA|WP_420181875.1
HM|WP_153552104.1,HM,WP_153552104.1,HA|WP_014039323.1
HM|WP_153552137.1,HM,WP_153552137.1,HA|WP_014039177.1
HM|WP_153552158.1,HM,WP_153552158.1,HA|WP_008307136.1
HM|WP_153552311.1,HM,WP_153552311.1,HA|WP_004962786.1
HM|WP_153552326.1,HM,WP_153552326.1,HA|WP_127014031.1
HM|WP_153552369.1,HM,WP_153552369.1,HA|WP_014039369.1
HM|WP_153552452.1,HM,WP_153552452.1,HA|WP_004518435.1
HM|WP_153552557.1,HM,WP_153552557.1,HA|WP_014040946.1
HM|WP_153552581.1,HM,WP_153552581.1,HA|WP_420182417.1
HM|WP_153552602.1,HM,WP_153552602.1,HA|WP_014039583.1
HM|WP_153552637.1,HM,WP_153552637.1,HA|WP_023843125.1
HM|WP_153552692.1,HM,WP_153552692.1,HA|WP_004518623.1
HM|WP_153552834.1,HM,WP_153552834.1,HA|WP_129755721.1
HM|WP_153552835.1,HM,WP_153552835.1,HA|WP_014041532.1
HM|WP_153553078.1,HM,WP_153553078.1,HA|WP_151145171.1
HM|WP_153553138.1,HM,WP_153553138.1,HA|WP_008313216.1
HM|WP_153553192.1,HM,WP_153553192.1,HA|WP_008307333.1
HM|WP_153553217.1,HM,WP_153553217.1,HA|WP_420182697.1
HM|WP_153553382.1,HM,WP_153553382.1,HA|WP_008309020.1
HM|WP_153553395.1,HM,WP_153553395.1,HA|WP_008309033.1
HM|WP_153553435.1,HM,WP_153553435.1,HA|WP_004591923.1
HM|WP_153553500.1,HM,WP_153553500.1,HA|WP_420182590.1
HM|WP_153553592.1,HM,WP_153553592.1,HA|WP_008309674.1
HM|WP_153553609.1,HM,WP_153553609.1,HA|WP_050037774.1
HM|WP_153553610.1,HM,WP_153553610.1,HA|WP_007190101.1
HM|WP_153553634.1,HM,WP_153553634.1,HA|WP_014031089.1
HM|WP_153553687.1,HM,WP_153553687.1,HA|WP_151103034.1
HM|WP_153553715.1,HM,WP_153553715.1,HA|WP_044951757.1
HM|WP_153553746.1,HM,WP_153553746.1,HA|WP_014040024.1
HM|WP_153553755.1,HM,WP_153553755.1,HA|WP_008309829.1
HM|WP_153553847.1,HM,WP_153553847.1,HA|WP_050037669.1
HM|WP_153553898.1,HM,WP_153553898.1,HA|WP_005535719.1
HM|WP_153553914.1,HM,WP_153553914.1,HA|WP_004593652.1
HM|WP_153554012.1,HM,WP_153554012.1,HA|WP_008309480.1
HM|WP_153554016.1,HM,WP_153554016.1,HA|WP_004516865.1
HM|WP_153554018.1,HM,WP_153554018.1,HA|WP_014039530.1
HM|WP_153554092.1,HM,WP_153554092.1,HA|WP_014040232.1
HM|WP_153554099.1,HM,WP_153554099.1,HA|WP_064287997.1
HM|WP_153554117.1,HM,WP_153554117.1,HA|WP_023843299.1
HM|WP_153554209.1,HM,WP_153554209.1,HA|WP_014031120.1
HM|WP_153554324.1,HM,WP_153554324.1,HA|WP_151103719.1
HM|WP_153554377.1,HM,WP_153554377.1,HA|WP_014041358.1
HM|WP_153554379.1,HM,WP_153554379.1,HA|WP_008307802.1
HM|WP_153554389.1,HM,WP_153554389.1,HA|WP_014041334.1
HM|WP_153554399.1,HM,WP_153554399.1,HA|WP_004515272.1
HM|WP_153554400.1,HM,WP_153554400.1,HA|WP_050037098.1
HM|WP_153554455.1,HM,WP_153554455.1,HA|WP_023843411.1
HM|WP_153554492.1,HM,WP_153554492.1,HA|WP_014041184.1
HM|WP_153554548.1,HM,WP_153554548.1,HA|WP_014039218.1
HM|WP_153554559.1,HM,WP_153554559.1,HA|WP_050037418.1
HM|WP_153554563.1,HM,WP_153554563.1,HA|WP_420182059.1
HM|WP_153554727.1,HM,WP_153554727.1,HA|WP_004958397.1
HM|WP_153554732.1,HM,WP_153554732.1,HA|WP_014041254.1
HM|WP_153554767.1,HM,WP_153554767.1,HA|WP_004960333.1
HM|WP_153554781.1,HM,WP_153554781.1,HA|WP_004590621.1
HM|WP_153554850.1,HM,WP_153554850.1,HA|WP_004959860.1
HM|WP_153555106.1,HM,WP_153555106.1,HA|WP_008308761.1
HM|WP_164731970.1,HM,WP_164731970.1,HA|WP_014040640.1
HM|WP_170092437.1,HM,WP_170092437.1,HA|WP_014040460.1
HM|WP_170092485.1,HM,WP_170092485.1,HA|WP_008308123.1
HM|WP_170092531.1,HM,WP_170092531.1,HA|WP_008307801.1
HM|WP_170092532.1,HM,WP_170092532.1,HA|WP_014041357.1
HM|WP_170092555.1,HM,WP_170092555.1,HA|WP_014041351.1
HM|WP_170092602.1,HM,WP_170092602.1,HA|WP_420182030.1
HM|WP_170092657.1,HM,WP_170092657.1,HA|WP_050037068.1
HM|WP_170092679.1,HM,WP_170092679.1,HA|WP_420182033.1
HM|WP_170092686.1,HM,WP_170092686.1,HA|WP_008311379.1
HM|WP_170092687.1,HM,WP_170092687.1,HA|WP_005536443.1
HM|WP_170092691.1,HM,WP_170092691.1,HA|WP_014041373.1
HM|WP_170092730.1,HM,WP_170092730.1,HA|WP_023843438.1
HM|WP_170092737.1,HM,WP_170092737.1,HA|WP_005537126.1
HM|WP_170092741.1,HM,WP_170092741.1,HA|WP_008307753.1
HM|WP_170092746.1,HM,WP_170092746.1,HA|WP_008307750.1
HM|WP_170092767.1,HM,WP_170092767.1,HA|WP_014041391.1
HM|WP_170092791.1,HM,WP_170092791.1,HA|WP_014041423.1
HM|WP_170092799.1,HM,WP_170092799.1,HA|WP_050036878.1
HM|WP_170092819.1,HM,WP_170092819.1,HA|WP_129755628.1
HM|WP_170092830.1,HM,WP_170092830.1,HA|WP_014041456.1
HM|WP_170092856.1,HM,WP_170092856.1,HA|WP_008307638.1
HM|WP_170093008.1,HM,WP_170093008.1,HA|WP_014041531.1
HM|WP_170093025.1,HM,WP_170093025.1,HA|WP_050037246.1
HM|WP_170093031.1,HM,WP_170093031.1,HA|WP_014031125.1
HM|WP_170093040.1,HM,WP_170093040.1,HA|WP_420182252.1
HM|WP_170093041.1,HM,WP_170093041.1,HA|WP_014031205.1
HM|WP_170093094.1,HM,WP_170093094.1,HA|WP_064288551.1
HM|WP_170093143.1,HM,WP_170093143.1,HA|WP_014039100.1
HM|WP_170093157.1,HM,WP_170093157.1,HA|WP_420182308.1
HM|WP_170093166.1,HM,WP_170093166.1,HA|WP_014039168.1
HM|WP_170093167.1,HM,WP_170093167.1,HA|WP_050007574.1
HM|WP_170093186.1,HM,WP_170093186.1,HA|WP_014039146.1
HM|WP_170093250.1,HM,WP_170093250.1,HA|WP_014039081.1
HM|WP_170093261.1,HM,WP_170093261.1,HA|WP_023843467.1
HM|WP_170093314.1,HM,WP_170093314.1,HA|WP_014039200.1
HM|WP_170093346.1,HM,WP_170093346.1,HA|WP_014041535.1
HM|WP_170093360.1,HM,WP_170093360.1,HA|WP_050007199.1
HM|WP_170093364.1,HM,WP_170093364.1,HA|WP_420182298.1
HM|WP_170093402.1,HM,WP_170093402.1,HA|WP_004594032.1
HM|WP_170093459.1,HM,WP_170093459.1,HA|WP_420182373.1
HM|WP_170093474.1,HM,WP_170093474.1,HA|WP_420182512.1
HM|WP_170093477.1,HM,WP_170093477.1,HA|WP_420182465.1
HM|WP_170093484.1,HM,WP_170093484.1,HA|WP_014039960.1
HM|WP_170093590.1,HM,WP_170093590.1,HA|WP_420181958.1
HM|WP_170093605.1,HM,WP_170093605.1,HA|WP_008310705.1
HM|WP_170093659.1,HM,WP_170093659.1,HA|WP_146417873.1
HM|WP_170093688.1,HM,WP_170093688.1,HA|WP_008310249.1
HM|WP_170093716.1,HM,WP_170093716.1,HA|WP_004593761.1
HM|WP_170093735.1,HM,WP_170093735.1,HA|WP_008310589.1
HM|WP_170093811.1,HM,WP_170093811.1,HA|WP_050036796.1
HM|WP_170093850.1,HM,WP_170093850.1,HA|WP_064287669.1
HM|WP_170093929.1,HM,WP_170093929.1,HA|WP_004591646.1
HM|WP_170093994.1,HM,WP_170093994.1,HA|WP_079980840.1
HM|WP_170093999.1,HM,WP_170093999.1,HA|WP_151103533.1
HM|WP_170094067.1,HM,WP_170094067.1,HA|WP_008308944.1
HM|WP_170094097.1,HM,WP_170094097.1,HA|WP_420182699.1
HM|WP_170094123.1,HM,WP_170094123.1,HA|WP_050007148.1
HM|WP_170094152.1,HM,WP_170094152.1,HA|WP_420181802.1
HM|WP_170094157.1,HM,WP_170094157.1,HA|WP_146417178.1
HM|WP_170094159.1,HM,WP_170094159.1,HA|WP_008313331.1
HM|WP_170094171.1,HM,WP_170094171.1,HA|WP_044951920.1
HM|WP_170094178.1,HM,WP_170094178.1,HA|WP_004592637.1
HM|WP_170094199.1,HM,WP_170094199.1,HA|WP_050007612.1
HM|WP_170094229.1,HM,WP_170094229.1,HA|WP_004592515.1
HM|WP_170094264.1,HM,WP_170094264.1,HA|WP_420182724.1
HM|WP_170094290.1,HM,WP_170094290.1,HA|WP_050038165.1
HM|WP_170094308.1,HM,WP_170094308.1,HA|WP_420182701.1
HM|WP_170094385.1,HM,WP_170094385.1,HA|WP_050038427.1
HM|WP_170094392.1,HM,WP_170094392.1,HA|WP_023843197.1
HM|WP_170094439.1,HM,WP_170094439.1,HA|WP_420181956.1
HM|WP_170094445.1,HM,WP_170094445.1,HA|WP_044951863.1
HM|WP_170094446.1,HM,WP_170094446.1,HA|WP_023843291.1
HM|WP_170094451.1,HM,WP_170094451.1,HA|WP_151103367.1
HM|WP_170094461.1,HM,WP_170094461.1,HA|WP_014040140.1
HM|WP_170094474.1,HM,WP_170094474.1,HA|WP_050037880.1
HM|WP_170094498.1,HM,WP_170094498.1,HA|WP_008310038.1
HM|WP_170094515.1,HM,WP_170094515.1,HA|WP_014039931.1
HM|WP_170094533.1,HM,WP_170094533.1,HA|WP_420182584.1
HM|WP_170094593.1,HM,WP_170094593.1,HA|WP_050006899.1
HM|WP_170094600.1,HM,WP_170094600.1,HA|WP_151103170.1
HM|WP_170094609.1,HM,WP_170094609.1,HA|WP_420182575.1
HM|WP_170094614.1,HM,WP_170094614.1,HA|WP_050037794.1
HM|WP_170094616.1,HM,WP_170094616.1,HA|WP_050007744.1
HM|WP_170094621.1,HM,WP_170094621.1,HA|WP_008310086.1
HM|WP_170094772.1,HM,WP_170094772.1,HA|WP_420182490.1
HM|WP_170094801.1,HM,WP_170094801.1,HA|WP_014039740.1
HM|WP_170094831.1,HM,WP_170094831.1,HA|WP_014040391.1
HM|WP_170094833.1,HM,WP_170094833.1,HA|WP_014040390.1
HM|WP_170094915.1,HM,WP_170094915.1,HA|WP_014039675.1
HM|WP_170094928.1,HM,WP_170094928.1,HA|WP_420182651.1
HM|WP_170094930.1,HM,WP_170094930.1,HA|WP_004517169.1
HM|WP_170094938.1,HM,WP_170094938.1,HA|WP_146417272.1
HM|WP_170094998.1,HM,WP_170094998.1,HA|WP_050036920.1
HM|WP_170095015.1,HM,WP_170095015.1,HA|WP_014040908.1
HM|WP_170095019.1,HM,WP_170095019.1,HA|WP_008312395.1
HM|WP_170095038.1,HM,WP_170095038.1,HA|WP_014040930.1
HM|WP_170095042.1,HM,WP_170095042.1,HA|WP_004517187.1
HM|WP_170095063.1,HM,WP_170095063.1,HA|WP_014041044.1
HM|WP_170095073.1,HM,WP_170095073.1,HA|WP_004517812.1
HM|WP_170095087.1,HM,WP_170095087.1,HA|WP_420182691.1
HM|WP_170095102.1,HM,WP_170095102.1,HA|WP_008309489.1
HM|WP_170095108.1,HM,WP_170095108.1,HA|WP_064288361.1
HM|WP_170095140.1,HM,WP_170095140.1,HA|WP_014039861.1
HM|WP_170095162.1,HM,WP_170095162.1,HA|WP_420182541.1
HM|WP_170095177.1,HM,WP_170095177.1,HA|WP_014041036.1
HM|WP_170095201.1,HM,WP_170095201.1,HA|WP_420181914.1
HM|WP_170095344.1,HM,WP_170095344.1,HA|WP_014040954.1
HM|WP_206039138.1,HM,WP_206039138.1,HA|WP_023843446.1
HM|WP_206039146.1,HM,WP_206039146.1,HA|WP_008310586.1
HM|WP_208626051.1,HM,WP_208626051.1,HA|WP_191906037.1
HM|WP_208626516.1,HM,WP_208626516.1,HA|WP_064288008.1
HM|WP_208626565.1,HM,WP_208626565.1,HA|WP_014040198.1
HM|WP_208626706.1,HM,WP_208626706.1,HA|WP_050007125.1
HM|WP_208626726.1,HM,WP_208626726.1,HA|WP_420182692.1
HM|WP_208626730.1,HM,WP_208626730.1,HA|WP_420182690.1
HM|WP_208627157.1,HM,WP_208627157.1,HA|WP_191449424.1
HM|WP_208627560.1,HM,WP_208627560.1,HA|WP_420182231.1
HM|WP_208627718.1,HM,WP_208627718.1,HA|WP_044952087.1
HM|WP_208627912.1,HM,WP_208627912.1,HA|WP_014040656.1
HM|WP_208628036.1,HM,WP_208628036.1,HA|WP_008309269.1
HM|WP_208628037.1,HM,WP_208628037.1,HA|WP_050038028.1
HM|WP_208628154.1,HM,WP_208628154.1,HA|WP_129755314.1
HM|WP_208628396.1,HM,WP_208628396.1,HA|WP_014039503.1
HM|WP_208628502.1,HM,WP_208628502.1,HA|WP_420182988.1
HM|WP_208628717.1,HM,WP_208628717.1,HA|WP_014039517.1
HM|WP_208628761.1,HM,WP_208628761.1,HA|WP_008312872.1
HM|WP_208628852.1,HM,WP_208628852.1,HA|WP_420182449.1
HM|WP_346775241.1,HM,WP_346775241.1,HA|WP_014031243.1
HM|WP_346775259.1,HM,WP_346775259.1,HA|WP_014039535.1
HM|WP_372478836.1,HM,WP_372478836.1,HA|WP_050037777.1
HM|WP_372478840.1,HM,WP_372478840.1,HA|WP_008309691.1
HM|WP_372478882.1,HM,WP_372478882.1,HA|WP_420182668.1
HM|WP_372478887.1,HM,WP_372478887.1,HA|WP_014040541.1
HM|WP_372478906.1,HM,WP_372478906.1,HA|WP_369802671.1
HM|WP_372478907.1,HM,WP_372478907.1,HA|WP_008309881.1
HM|WP_372478910.1,HM,WP_372478910.1,HA|WP_146417388.1
HM|WP_372478952.1,HM,WP_372478952.1,HA|WP_420182588.1
HM|WP_372478964.1,HM,WP_372478964.1,HA|WP_151104116.1
HM|WP_372478966.1,HM,WP_372478966.1,HA|WP_420182713.1
HM|WP_372478967.1,HM,WP_372478967.1,HA|WP_336330452.1
HM|WP_372478968.1,HM,WP_372478968.1,HA|WP_420182708.1
HM|WP_372478974.1,HM,WP_372478974.1,HA|WP_151103496.1
HM|WP_372478979.1,HM,WP_372478979.1,HA|WP_050007155.1
HM|WP_372478995.1,HM,WP_372478995.1,HA|WP_420182726.1
HM|WP_372478998.1,HM,WP_372478998.1,HA|WP_129755167.1
HM|WP_372479008.1,HM,WP_372479008.1,HA|WP_420182545.1
HM|WP_372479009.1,HM,WP_372479009.1,HA|WP_420182557.1
HM|WP_372479011.1,HM,WP_372479011.1,HA|WP_420182556.1
HM|WP_372479015.1,HM,WP_372479015.1,HA|WP_129755764.1
HM|WP_372479020.1,HM,WP_372479020.1,HA|WP_014040339.1
HM|WP_372479028.1,HM,WP_372479028.1,HA|WP_420182751.1
HM|WP_372479042.1,HM,WP_372479042.1,HA|WP_014041616.1
HM|WP_372479043.1,HM,WP_372479043.1,HA|WP_420182746.1
HM|WP_372479046.1,HM,WP_372479046.1,HA|WP_420182745.1
HM|WP_372479048.1,HM,WP_372479048.1,HA|WP_050038109.1
HM|WP_372479060.1,HM,WP_372479060.1,HA|WP_050036701.1
HM|WP_372479069.1,HM,WP_372479069.1,HA|WP_064287445.1
HM|WP_372479071.1,HM,WP_372479071.1,HA|WP_191449883.1
HM|WP_372479073.1,HM,WP_372479073.1,HA|WP_420181800.1
HM|WP_372479074.1,HM,WP_372479074.1,HA|WP_008313373.1
HM|WP_372479094.1,HM,WP_372479094.1,HA|WP_014039394.1
HM|WP_372479097.1,HM,WP_372479097.1,HA|WP_050038298.1
HM|WP_372479123.1,HM,WP_372479123.1,HA|WP_064288051.1
HM|WP_372479185.1,HM,WP_372479185.1,HA|WP_420181819.1
HM|WP_372479192.1,HM,WP_372479192.1,HA|WP_008313170.1
HM|WP_372479198.1,HM,WP_372479198.1,HA|WP_004591771.1
HM|WP_372479200.1,HM,WP_372479200.1,HA|WP_146417197.1
HM|WP_372479202.1,HM,WP_372479202.1,HA|WP_004957007.1
HM|WP_372479212.1,HM,WP_372479212.1,HA|WP_014040806.1
HM|WP_372479219.1,HM,WP_372479219.1,HA|WP_420182992.1
HM|WP_372479221.1,HM,WP_372479221.1,HA|WP_008313026.1
HM|WP_372479226.1,HM,WP_372479226.1,HA|WP_420181845.1
HM|WP_372479233.1,HM,WP_372479233.1,HA|WP_420181848.1
HM|WP_372479244.1,HM,WP_372479244.1,HA|WP_420181957.1
HM|WP_372479248.1,HM,WP_372479248.1,HA|WP_008308543.1
HM|WP_372479279.1,HM,WP_372479279.1,HA|WP_420182337.1
HM|WP_372479332.1,HM,WP_372479332.1,HA|WP_008311569.1
HM|WP_372479333.1,HM,WP_372479333.1,HA|WP_014031236.1
HM|WP_372479341.1,HM,WP_372479341.1,HA|WP_058990830.1
HM|WP_372479343.1,HM,WP_372479343.1,HA|WP_420181865.1
HM|WP_372479348.1,HM,WP_372479348.1,HA|WP_420182969.1
HM|WP_372479350.1,HM,WP_372479350.1,HA|WP_050036795.1
HM|WP_372479371.1,HM,WP_372479371.1,HA|WP_146417128.1
HM|WP_372479378.1,HM,WP_372479378.1,HA|WP_014039551.1
HM|WP_372479380.1,HM,WP_372479380.1,HA|WP_420182394.1
HM|WP_372479381.1,HM,WP_372479381.1,HA|WP_191449902.1
HM|WP_372479386.1,HM,WP_372479386.1,HA|WP_014041124.1
HM|WP_372479388.1,HM,WP_372479388.1,HA|WP_146416999.1
HM|WP_372479409.1,HM,WP_372479409.1,HA|WP_420182440.1
HM|WP_372479414.1,HM,WP_372479414.1,HA|WP_050037579.1
HM|WP_372479421.1,HM,WP_372479421.1,HA|WP_014039590.1
HM|WP_372479435.1,HM,WP_372479435.1,HA|WP_420182421.1
HM|WP_372479436.1,HM,WP_372479436.1,HA|WP_050037523.1
HM|WP_372479454.1,HM,WP_372479454.1,HA|WP_050038155.1
HM|WP_372479456.1,HM,WP_372479456.1,HA|WP_420182401.1
HM|WP_372479458.1,HM,WP_372479458.1,HA|WP_420182854.1
HM|WP_372479466.1,HM,WP_372479466.1,HA|WP_191449942.1
HM|WP_372479485.1,HM,WP_372479485.1,HA|WP_014040958.1
HM|WP_372479498.1,HM,WP_372479498.1,HA|WP_146417527.1
HM|WP_372479499.1,HM,WP_372479499.1,HA|WP_151102983.1
HM|WP_372479500.1,HM,WP_372479500.1,HA|WP_146417049.1
HM|WP_372479516.1,HM,WP_372479516.1,HA|WP_420182445.1
HM|WP_372479550.1,HM,WP_372479550.1,HA|WP_420182399.1
HM|WP_372479554.1,HM,WP_372479554.1,HA|WP_050037716.1
HM|WP_372479572.1,HM,WP_372479572.1,HA|WP_050007444.1
HM|WP_372479574.1,HM,WP_372479574.1,HA|WP_050007445.1
HM|WP_372479580.1,HM,WP_372479580.1,HA|WP_014039651.1
HM|WP_372479581.1,HM,WP_372479581.1,HA|WP_023843141.1
HM|WP_372479586.1,HM,WP_372479586.1,HA|WP_014039638.1
HM|WP_372479594.1,HM,WP_372479594.1,HA|WP_014039637.1
HM|WP_372479595.1,HM,WP_372479595.1,HA|WP_420182454.1
HM|WP_372479598.1,HM,WP_372479598.1,HA|WP_151146958.1
HM|WP_372479601.1,HM,WP_372479601.1,HA|WP_420181799.1
HM|WP_372479602.1,HM,WP_372479602.1,HA|WP_014040613.1
HM|WP_372479603.1,HM,WP_372479603.1,HA|WP_014040614.1
HM|WP_372479604.1,HM,WP_372479604.1,HA|WP_014040615.1
HM|WP_372479606.1,HM,WP_372479606.1,HA|WP_014040617.1
HM|WP_372479636.1,HM,WP_372479636.1,HA|WP_050038346.1
HM|WP_372479657.1,HM,WP_372479657.1,HA|WP_129755962.1
HM|WP_372479666.1,HM,WP_372479666.1,HA|WP_146418001.1
