Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HS|WP_205251096.1,HS,WP_205251096.1,None
HS|WP_205251097.1,HS,WP_205251097.1,None
HS|WP_205251099.1,HS,WP_205251099.1,None
HS|WP_205251100.1,HS,WP_205251100.1,None
HS|WP_205251106.1,HS,WP_205251106.1,None
HS|WP_205251110.1,HS,WP_205251110.1,None
HS|WP_205251115.1,HS,WP_205251115.1,None
HS|WP_205251116.1,HS,WP_205251116.1,None
HS|WP_205251119.1,HS,WP_205251119.1,None
HS|WP_205251121.1,HS,WP_205251121.1,None
HS|WP_205251124.1,HS,WP_205251124.1,None
HS|WP_205251125.1,HS,WP_205251125.1,None
HS|WP_205251126.1,HS,WP_205251126.1,None
HS|WP_205251127.1,HS,WP_205251127.1,None
HS|WP_205251129.1,HS,WP_205251129.1,None
HS|WP_205251130.1,HS,WP_205251130.1,None
HS|WP_205251132.1,HS,WP_205251132.1,None
HS|WP_205251135.1,HS,WP_205251135.1,None
HS|WP_205251137.1,HS,WP_205251137.1,None
HS|WP_205251139.1,HS,WP_205251139.1,None
HS|WP_205251140.1,HS,WP_205251140.1,None
HS|WP_205251142.1,HS,WP_205251142.1,None
HS|WP_205251146.1,HS,WP_205251146.1,None
HS|WP_205251152.1,HS,WP_205251152.1,None
HS|WP_205251158.1,HS,WP_205251158.1,None
HS|WP_205251160.1,HS,WP_205251160.1,None
HS|WP_205251164.1,HS,WP_205251164.1,None
HS|WP_205251165.1,HS,WP_205251165.1,None
HS|WP_205251178.1,HS,WP_205251178.1,None
HS|WP_205251180.1,HS,WP_205251180.1,None
HS|WP_205251181.1,HS,WP_205251181.1,None
HS|WP_205251255.1,HS,WP_205251255.1,None
HS|WP_205251257.1,HS,WP_205251257.1,None
HS|WP_205251260.1,HS,WP_205251260.1,None
HS|WP_205251264.1,HS,WP_205251264.1,None
HS|WP_205251267.1,HS,WP_205251267.1,None
HS|WP_205251270.1,HS,WP_205251270.1,None
HS|WP_205251273.1,HS,WP_205251273.1,None
HS|WP_205251276.1,HS,WP_205251276.1,None
HS|WP_205251278.1,HS,WP_205251278.1,None
HS|WP_205251281.1,HS,WP_205251281.1,None
HS|WP_205251283.1,HS,WP_205251283.1,None
HS|WP_205251285.1,HS,WP_205251285.1,None
HS|WP_205251287.1,HS,WP_205251287.1,None
HS|WP_205251291.1,HS,WP_205251291.1,None
HS|WP_205251294.1,HS,WP_205251294.1,None
HS|WP_205251295.1,HS,WP_205251295.1,None
HS|WP_205251296.1,HS,WP_205251296.1,None
HS|WP_205251299.1,HS,WP_205251299.1,None
HS|WP_205251300.1,HS,WP_205251300.1,None
HS|WP_205251302.1,HS,WP_205251302.1,None
HS|WP_205251305.1,HS,WP_205251305.1,None
HS|WP_205251307.1,HS,WP_205251307.1,None
HS|WP_205251309.1,HS,WP_205251309.1,None
HS|WP_205251312.1,HS,WP_205251312.1,None
HS|WP_205251313.1,HS,WP_205251313.1,None
HS|WP_205251316.1,HS,WP_205251316.1,None
HS|WP_205251317.1,HS,WP_205251317.1,None
HS|WP_205251318.1,HS,WP_205251318.1,None
HS|WP_205251319.1,HS,WP_205251319.1,None
HS|WP_205251325.1,HS,WP_205251325.1,None
HS|WP_205251328.1,HS,WP_205251328.1,None
HS|WP_205251329.1,HS,WP_205251329.1,None
HS|WP_205251330.1,HS,WP_205251330.1,None
HS|WP_205251331.1,HS,WP_205251331.1,None
HS|WP_205251332.1,HS,WP_205251332.1,None
HS|WP_205251333.1,HS,WP_205251333.1,None
HS|WP_205251336.1,HS,WP_205251336.1,None
HS|WP_205251337.1,HS,WP_205251337.1,None
HS|WP_205251338.1,HS,WP_205251338.1,None
HS|WP_205251347.1,HS,WP_205251347.1,None
HS|WP_205251348.1,HS,WP_205251348.1,None
HS|WP_205251349.1,HS,WP_205251349.1,None
HS|WP_205251351.1,HS,WP_205251351.1,None
HS|WP_205251353.1,HS,WP_205251353.1,None
HS|WP_205251355.1,HS,WP_205251355.1,None
HS|WP_205251356.1,HS,WP_205251356.1,None
HS|WP_205251357.1,HS,WP_205251357.1,None
HS|WP_205251361.1,HS,WP_205251361.1,None
HS|WP_205251362.1,HS,WP_205251362.1,None
HS|WP_205251363.1,HS,WP_205251363.1,None
HS|WP_205251364.1,HS,WP_205251364.1,None
HS|WP_205251366.1,HS,WP_205251366.1,None
HS|WP_205251370.1,HS,WP_205251370.1,None
HS|WP_205251381.1,HS,WP_205251381.1,None
HS|WP_205251388.1,HS,WP_205251388.1,None
HS|WP_205251389.1,HS,WP_205251389.1,None
HS|WP_205251391.1,HS,WP_205251391.1,None
HS|WP_205251392.1,HS,WP_205251392.1,None
HS|WP_205251393.1,HS,WP_205251393.1,None
HS|WP_205251394.1,HS,WP_205251394.1,None
HS|WP_205251395.1,HS,WP_205251395.1,None
HS|WP_205251396.1,HS,WP_205251396.1,None
HS|WP_205251397.1,HS,WP_205251397.1,None
HS|WP_205251398.1,HS,WP_205251398.1,None
HS|WP_205251399.1,HS,WP_205251399.1,None
HS|WP_205251401.1,HS,WP_205251401.1,None
HS|WP_205251404.1,HS,WP_205251404.1,None
HS|WP_205251405.1,HS,WP_205251405.1,None
HS|WP_205251409.1,HS,WP_205251409.1,None
HS|WP_205251410.1,HS,WP_205251410.1,None
HS|WP_205251415.1,HS,WP_205251415.1,None
HS|WP_205251417.1,HS,WP_205251417.1,None
HS|WP_205251418.1,HS,WP_205251418.1,None
HS|WP_205251422.1,HS,WP_205251422.1,None
HS|WP_205251423.1,HS,WP_205251423.1,None
HS|WP_205251424.1,HS,WP_205251424.1,None
HS|WP_205251425.1,HS,WP_205251425.1,None
HS|WP_205251426.1,HS,WP_205251426.1,None
HS|WP_205251428.1,HS,WP_205251428.1,None
HS|WP_205251442.1,HS,WP_205251442.1,None
HS|WP_205251443.1,HS,WP_205251443.1,None
HS|WP_205251447.1,HS,WP_205251447.1,None
HS|WP_205251449.1,HS,WP_205251449.1,None
HS|WP_205251455.1,HS,WP_205251455.1,None
HS|WP_205251459.1,HS,WP_205251459.1,None
HS|WP_205251460.1,HS,WP_205251460.1,None
HS|WP_205251476.1,HS,WP_205251476.1,None
HS|WP_205251478.1,HS,WP_205251478.1,None
HS|WP_205251479.1,HS,WP_205251479.1,None
HS|WP_205251480.1,HS,WP_205251480.1,None
HS|WP_205251481.1,HS,WP_205251481.1,None
HS|WP_205251487.1,HS,WP_205251487.1,None
HS|WP_205251488.1,HS,WP_205251488.1,None
HS|WP_205251489.1,HS,WP_205251489.1,None
HS|WP_205251490.1,HS,WP_205251490.1,None
HS|WP_205251491.1,HS,WP_205251491.1,None
HS|WP_205251494.1,HS,WP_205251494.1,None
HS|WP_205251495.1,HS,WP_205251495.1,None
HS|WP_205251502.1,HS,WP_205251502.1,None
HS|WP_205251504.1,HS,WP_205251504.1,None
HS|WP_205251506.1,HS,WP_205251506.1,None
HS|WP_205251508.1,HS,WP_205251508.1,None
HS|WP_205251512.1,HS,WP_205251512.1,None
HS|WP_205251513.1,HS,WP_205251513.1,None
HS|WP_205251515.1,HS,WP_205251515.1,None
HS|WP_205251516.1,HS,WP_205251516.1,None
HS|WP_205251517.1,HS,WP_205251517.1,None
HS|WP_205251520.1,HS,WP_205251520.1,None
HS|WP_205251522.1,HS,WP_205251522.1,None
HS|WP_205251526.1,HS,WP_205251526.1,None
HS|WP_205251529.1,HS,WP_205251529.1,None
HS|WP_205251534.1,HS,WP_205251534.1,None
HS|WP_205251535.1,HS,WP_205251535.1,None
HS|WP_205251536.1,HS,WP_205251536.1,None
HS|WP_205251539.1,HS,WP_205251539.1,None
HS|WP_205251542.1,HS,WP_205251542.1,None
HS|WP_205251544.1,HS,WP_205251544.1,None
HS|WP_205251545.1,HS,WP_205251545.1,None
HS|WP_205251546.1,HS,WP_205251546.1,None
HS|WP_205251554.1,HS,WP_205251554.1,None
HS|WP_205251557.1,HS,WP_205251557.1,None
HS|WP_205251559.1,HS,WP_205251559.1,None
HS|WP_205251560.1,HS,WP_205251560.1,None
HS|WP_205251561.1,HS,WP_205251561.1,None
HS|WP_205251565.1,HS,WP_205251565.1,None
HS|WP_205251566.1,HS,WP_205251566.1,None
HS|WP_205251567.1,HS,WP_205251567.1,None
HS|WP_205251568.1,HS,WP_205251568.1,None
HS|WP_205251571.1,HS,WP_205251571.1,None
HS|WP_205251572.1,HS,WP_205251572.1,None
HS|WP_205251574.1,HS,WP_205251574.1,None
HS|WP_205251575.1,HS,WP_205251575.1,None
HS|WP_205251579.1,HS,WP_205251579.1,None
HS|WP_205251585.1,HS,WP_205251585.1,None
HS|WP_205251593.1,HS,WP_205251593.1,None
HS|WP_205251595.1,HS,WP_205251595.1,None
HS|WP_205251597.1,HS,WP_205251597.1,None
HS|WP_205251598.1,HS,WP_205251598.1,None
HS|WP_205251607.1,HS,WP_205251607.1,None
HS|WP_205251609.1,HS,WP_205251609.1,None
HS|WP_205251612.1,HS,WP_205251612.1,None
HS|WP_205251613.1,HS,WP_205251613.1,None
HS|WP_205251614.1,HS,WP_205251614.1,None
HS|WP_205251616.1,HS,WP_205251616.1,None
HS|WP_205251617.1,HS,WP_205251617.1,None
HS|WP_205251619.1,HS,WP_205251619.1,None
HS|WP_205251620.1,HS,WP_205251620.1,None
HS|WP_205251621.1,HS,WP_205251621.1,None
HS|WP_205251622.1,HS,WP_205251622.1,None
HS|WP_205251623.1,HS,WP_205251623.1,None
HS|WP_205251625.1,HS,WP_205251625.1,None
HS|WP_205251627.1,HS,WP_205251627.1,None
HS|WP_205251632.1,HS,WP_205251632.1,None
HS|WP_205251633.1,HS,WP_205251633.1,None
HS|WP_205251634.1,HS,WP_205251634.1,None
HS|WP_205251638.1,HS,WP_205251638.1,None
HS|WP_205251639.1,HS,WP_205251639.1,None
HS|WP_205251643.1,HS,WP_205251643.1,None
HS|WP_205251645.1,HS,WP_205251645.1,None
HS|WP_205251650.1,HS,WP_205251650.1,None
HS|WP_205251651.1,HS,WP_205251651.1,None
HS|WP_205251652.1,HS,WP_205251652.1,None
HS|WP_205251656.1,HS,WP_205251656.1,None
HS|WP_205251657.1,HS,WP_205251657.1,None
HS|WP_205251662.1,HS,WP_205251662.1,None
HS|WP_205251663.1,HS,WP_205251663.1,None
HS|WP_205251668.1,HS,WP_205251668.1,None
HS|WP_205251669.1,HS,WP_205251669.1,None
HS|WP_205251673.1,HS,WP_205251673.1,None
HS|WP_205251674.1,HS,WP_205251674.1,None
HS|WP_205251675.1,HS,WP_205251675.1,None
HS|WP_205251676.1,HS,WP_205251676.1,None
HS|WP_205251677.1,HS,WP_205251677.1,None
HS|WP_205251678.1,HS,WP_205251678.1,None
HS|WP_205251690.1,HS,WP_205251690.1,None
HS|WP_205251695.1,HS,WP_205251695.1,None
HS|WP_205251697.1,HS,WP_205251697.1,None
HS|WP_205251698.1,HS,WP_205251698.1,None
HS|WP_205251699.1,HS,WP_205251699.1,None
HS|WP_205251700.1,HS,WP_205251700.1,None
HS|WP_205251701.1,HS,WP_205251701.1,None
HS|WP_205251703.1,HS,WP_205251703.1,None
HS|WP_205251708.1,HS,WP_205251708.1,None
HS|WP_205251714.1,HS,WP_205251714.1,None
HS|WP_205251722.1,HS,WP_205251722.1,None
HS|WP_205251740.1,HS,WP_205251740.1,None
HS|WP_205251741.1,HS,WP_205251741.1,None
HS|WP_205251742.1,HS,WP_205251742.1,None
HS|WP_205251744.1,HS,WP_205251744.1,None
HS|WP_205251745.1,HS,WP_205251745.1,None
HS|WP_205251747.1,HS,WP_205251747.1,None
HS|WP_205251748.1,HS,WP_205251748.1,None
HS|WP_205251749.1,HS,WP_205251749.1,None
HS|WP_205251750.1,HS,WP_205251750.1,None
HS|WP_205251751.1,HS,WP_205251751.1,None
HS|WP_205251752.1,HS,WP_205251752.1,None
HS|WP_205251830.1,HS,WP_205251830.1,None
HS|WP_205251831.1,HS,WP_205251831.1,None
HS|WP_205251833.1,HS,WP_205251833.1,None
HS|WP_205251838.1,HS,WP_205251838.1,None
HS|WP_205251839.1,HS,WP_205251839.1,None
HS|WP_205251846.1,HS,WP_205251846.1,None
HS|WP_205251847.1,HS,WP_205251847.1,None
HS|WP_205251848.1,HS,WP_205251848.1,None
HS|WP_205251849.1,HS,WP_205251849.1,None
HS|WP_205251861.1,HS,WP_205251861.1,None
HS|WP_205251863.1,HS,WP_205251863.1,None
HS|WP_205251866.1,HS,WP_205251866.1,None
HS|WP_205251894.1,HS,WP_205251894.1,None
HS|WP_205251905.1,HS,WP_205251905.1,None
HS|WP_205252020.1,HS,WP_205252020.1,None
HS|WP_205252636.1,HS,WP_205252636.1,None
HS|WP_205252643.1,HS,WP_205252643.1,None
HS|WP_205252692.1,HS,WP_205252692.1,None
HS|WP_205252873.1,HS,WP_205252873.1,None
HS|WP_205252893.1,HS,WP_205252893.1,None
HS|WP_205252894.1,HS,WP_205252894.1,None
HS|WP_205252896.1,HS,WP_205252896.1,None
HS|WP_205252897.1,HS,WP_205252897.1,None
HS|WP_205252898.1,HS,WP_205252898.1,None
HS|WP_205252899.1,HS,WP_205252899.1,None
HS|WP_205252900.1,HS,WP_205252900.1,None
HS|WP_205252901.1,HS,WP_205252901.1,None
HS|WP_205252902.1,HS,WP_205252902.1,None
HS|WP_205252903.1,HS,WP_205252903.1,None
HS|WP_205252904.1,HS,WP_205252904.1,None
HS|WP_205252905.1,HS,WP_205252905.1,None
HS|WP_205252906.1,HS,WP_205252906.1,None
HS|WP_205252907.1,HS,WP_205252907.1,None
HS|WP_205252908.1,HS,WP_205252908.1,None
HS|WP_205252909.1,HS,WP_205252909.1,None
HS|WP_205252910.1,HS,WP_205252910.1,None
HS|WP_205252911.1,HS,WP_205252911.1,None
HS|WP_205252912.1,HS,WP_205252912.1,None
HS|WP_227970876.1,HS,WP_227970876.1,None
HS|WP_227970881.1,HS,WP_227970881.1,None
HS|WP_227970882.1,HS,WP_227970882.1,None
HS|WP_227970889.1,HS,WP_227970889.1,None
HS|WP_227970891.1,HS,WP_227970891.1,None
HS|WP_227970915.1,HS,WP_227970915.1,None
HS|WP_227970920.1,HS,WP_227970920.1,None
HS|WP_227970933.1,HS,WP_227970933.1,None
HS|WP_227970938.1,HS,WP_227970938.1,None
HS|WP_227970939.1,HS,WP_227970939.1,None
HS|WP_229373312.1,HS,WP_229373312.1,None
HS|WP_229373313.1,HS,WP_229373313.1,None
HS|WP_229373315.1,HS,WP_229373315.1,None
HS|WP_229373322.1,HS,WP_229373322.1,None
HS|WP_229373323.1,HS,WP_229373323.1,None
HS|WP_229373326.1,HS,WP_229373326.1,None
HS|WP_229373328.1,HS,WP_229373328.1,None
HS|WP_229373330.1,HS,WP_229373330.1,None
HS|WP_229373331.1,HS,WP_229373331.1,None
HS|WP_229373332.1,HS,WP_229373332.1,None
HS|WP_229373333.1,HS,WP_229373333.1,None
HS|WP_229373336.1,HS,WP_229373336.1,None
HS|WP_229373340.1,HS,WP_229373340.1,None
HS|WP_229373348.1,HS,WP_229373348.1,None
HS|WP_229373349.1,HS,WP_229373349.1,None
HS|WP_229373350.1,HS,WP_229373350.1,None
HS|WP_229373352.1,HS,WP_229373352.1,None
HS|WP_229373357.1,HS,WP_229373357.1,None
HS|WP_229373358.1,HS,WP_229373358.1,None
HS|WP_229373359.1,HS,WP_229373359.1,None
HS|WP_229373362.1,HS,WP_229373362.1,None
HS|WP_229373365.1,HS,WP_229373365.1,None
HS|WP_229373366.1,HS,WP_229373366.1,None
HS|WP_229373367.1,HS,WP_229373367.1,None
HS|WP_229373372.1,HS,WP_229373372.1,None
HS|WP_229373380.1,HS,WP_229373380.1,None
HS|WP_229373382.1,HS,WP_229373382.1,None
HS|WP_229373384.1,HS,WP_229373384.1,None
HS|WP_229373385.1,HS,WP_229373385.1,None
HS|WP_229373386.1,HS,WP_229373386.1,None
HS|WP_229373387.1,HS,WP_229373387.1,None
HS|WP_229373390.1,HS,WP_229373390.1,None
HS|WP_229373391.1,HS,WP_229373391.1,None
HS|WP_229373392.1,HS,WP_229373392.1,None
HS|WP_229373397.1,HS,WP_229373397.1,None
HS|WP_229373398.1,HS,WP_229373398.1,None
HS|WP_229373400.1,HS,WP_229373400.1,None
HS|WP_229373401.1,HS,WP_229373401.1,None
HS|WP_229373402.1,HS,WP_229373402.1,None
HS|WP_229373403.1,HS,WP_229373403.1,None
HS|WP_229373406.1,HS,WP_229373406.1,None
HS|WP_229373411.1,HS,WP_229373411.1,None
HS|WP_229373412.1,HS,WP_229373412.1,None
HS|WP_229373415.1,HS,WP_229373415.1,None
HS|WP_229373416.1,HS,WP_229373416.1,None
HS|WP_229373421.1,HS,WP_229373421.1,None
HS|WP_229373424.1,HS,WP_229373424.1,None
HS|WP_229373430.1,HS,WP_229373430.1,None
HS|WP_229373431.1,HS,WP_229373431.1,None
HS|WP_229373432.1,HS,WP_229373432.1,None
HS|WP_229373433.1,HS,WP_229373433.1,None
HS|WP_231546380.1,HS,WP_231546380.1,None
HS|WP_231851033.1,HS,WP_231851033.1,None
HS|WP_235157070.1,HS,WP_235157070.1,None
HS|WP_235157080.1,HS,WP_235157080.1,None
HS|WP_235157187.1,HS,WP_235157187.1,None
HS|WP_235157189.1,HS,WP_235157189.1,None
HS|WP_235157192.1,HS,WP_235157192.1,None
HS|WP_235157784.1,HS,WP_235157784.1,None
HS|WP_235157797.1,HS,WP_235157797.1,None
HS|WP_235157808.1,HS,WP_235157808.1,None
HS|WP_235157841.1,HS,WP_235157841.1,None
HS|WP_235158048.1,HS,WP_235158048.1,None
HS|WP_235158052.1,HS,WP_235158052.1,None
HS|WP_235158053.1,HS,WP_235158053.1,None
HS|WP_235158060.1,HS,WP_235158060.1,None
HS|WP_235158063.1,HS,WP_235158063.1,None
HS|WP_235158066.1,HS,WP_235158066.1,None
HS|WP_235158082.1,HS,WP_235158082.1,None
HS|WP_235158085.1,HS,WP_235158085.1,None
HS|WP_235158087.1,HS,WP_235158087.1,None
HS|WP_235158093.1,HS,WP_235158093.1,None
HS|WP_235158094.1,HS,WP_235158094.1,None
HS|WP_235158132.1,HS,WP_235158132.1,None
HS|WP_235158153.1,HS,WP_235158153.1,None
HS|WP_235158155.1,HS,WP_235158155.1,None
HS|WP_235158156.1,HS,WP_235158156.1,None
HS|WP_235158184.1,HS,WP_235158184.1,None
HS|WP_235169081.1,HS,WP_235169081.1,None
HS|WP_235218655.1,HS,WP_235218655.1,None
HS|WP_235218656.1,HS,WP_235218656.1,None
HS|WP_235218658.1,HS,WP_235218658.1,None
HS|WP_235218659.1,HS,WP_235218659.1,None
HS|WP_235218660.1,HS,WP_235218660.1,None
HS|WP_235218661.1,HS,WP_235218661.1,None
HS|WP_235218664.1,HS,WP_235218664.1,None
HS|WP_235218669.1,HS,WP_235218669.1,None
HS|WP_235218779.1,HS,WP_235218779.1,None
HS|WP_235218848.1,HS,WP_235218848.1,None
HS|WP_235218900.1,HS,WP_235218900.1,None
HS|WP_235218925.1,HS,WP_235218925.1,None
HS|WP_235218950.1,HS,WP_235218950.1,None
HS|WP_235263008.1,HS,WP_235263008.1,None
HS|WP_260173106.1,HS,WP_260173106.1,None
HS|WP_267875133.1,HS,WP_267875133.1,None
HS|WP_267875136.1,HS,WP_267875136.1,None
HS|WP_267875139.1,HS,WP_267875139.1,None
HS|WP_267875140.1,HS,WP_267875140.1,None
HS|WP_267875141.1,HS,WP_267875141.1,None
HS|WP_268824184.1,HS,WP_268824184.1,None
HS|WP_268825823.1,HS,WP_268825823.1,None
HS|WP_269751358.1,HS,WP_269751358.1,None
HS|WP_285253226.1,HS,WP_285253226.1,None
HS|WP_285253454.1,HS,WP_285253454.1,None
HS|WP_285265590.1,HS,WP_285265590.1,None
HS|WP_285265591.1,HS,WP_285265591.1,None
HS|WP_285265904.1,HS,WP_285265904.1,None
HS|WP_285266139.1,HS,WP_285266139.1,None
HS|WP_285271486.1,HS,WP_285271486.1,None
HS|WP_285271571.1,HS,WP_285271571.1,None
HS|WP_318655295.1,HS,WP_318655295.1,None
HS|WP_318655298.1,HS,WP_318655298.1,None
HS|WP_318655300.1,HS,WP_318655300.1,None
HS|WP_318655304.1,HS,WP_318655304.1,None
HS|WP_318655305.1,HS,WP_318655305.1,None
HS|WP_318655330.1,HS,WP_318655330.1,None
HS|WP_318655337.1,HS,WP_318655337.1,None
HS|WP_318655338.1,HS,WP_318655338.1,None
HS|WP_318655339.1,HS,WP_318655339.1,None
HS|WP_318655343.1,HS,WP_318655343.1,None
HS|WP_318655344.1,HS,WP_318655344.1,None
HS|WP_318655348.1,HS,WP_318655348.1,None
HS|WP_318655349.1,HS,WP_318655349.1,None
HS|WP_318655350.1,HS,WP_318655350.1,None
HS|WP_338416895.1,HS,WP_338416895.1,None
HS|WP_338416896.1,HS,WP_338416896.1,None
HS|WP_338416898.1,HS,WP_338416898.1,None
HS|WP_338416899.1,HS,WP_338416899.1,None
HS|WP_338416900.1,HS,WP_338416900.1,None
HS|WP_338416903.1,HS,WP_338416903.1,None
HS|WP_338416904.1,HS,WP_338416904.1,None
HS|WP_338416906.1,HS,WP_338416906.1,None
HS|WP_338416908.1,HS,WP_338416908.1,None
HS|WP_338416909.1,HS,WP_338416909.1,None
HS|WP_338416910.1,HS,WP_338416910.1,None
HS|WP_338416911.1,HS,WP_338416911.1,None
HS|WP_338416914.1,HS,WP_338416914.1,None
HS|WP_338416915.1,HS,WP_338416915.1,None
HS|WP_338416917.1,HS,WP_338416917.1,None
HS|WP_338416926.1,HS,WP_338416926.1,None
HS|WP_338416934.1,HS,WP_338416934.1,None
HS|WP_338416935.1,HS,WP_338416935.1,None
HS|WP_338416936.1,HS,WP_338416936.1,None
HS|WP_338416938.1,HS,WP_338416938.1,None
HS|WP_338416939.1,HS,WP_338416939.1,None
HS|WP_338416940.1,HS,WP_338416940.1,None
HS|WP_338416942.1,HS,WP_338416942.1,None
HS|WP_338416943.1,HS,WP_338416943.1,None
HS|WP_338416944.1,HS,WP_338416944.1,None
HS|WP_338416948.1,HS,WP_338416948.1,None
HS|WP_338416950.1,HS,WP_338416950.1,None
HS|WP_338416951.1,HS,WP_338416951.1,None
HS|WP_338416953.1,HS,WP_338416953.1,None
HS|WP_338416954.1,HS,WP_338416954.1,None
HS|WP_338416957.1,HS,WP_338416957.1,None
HS|WP_338416958.1,HS,WP_338416958.1,None
HS|WP_338416959.1,HS,WP_338416959.1,None
HS|WP_338416961.1,HS,WP_338416961.1,None
HS|WP_338416964.1,HS,WP_338416964.1,None
HS|WP_338416968.1,HS,WP_338416968.1,None
HS|WP_338416969.1,HS,WP_338416969.1,None
HS|WP_338416971.1,HS,WP_338416971.1,None
HS|WP_338416972.1,HS,WP_338416972.1,None
HS|WP_338416975.1,HS,WP_338416975.1,None
HS|WP_338416978.1,HS,WP_338416978.1,None
HS|WP_338416979.1,HS,WP_338416979.1,None
HS|WP_338416980.1,HS,WP_338416980.1,None
HS|WP_338416981.1,HS,WP_338416981.1,None
HS|WP_338416982.1,HS,WP_338416982.1,None
HS|WP_338416987.1,HS,WP_338416987.1,None
HS|WP_338416988.1,HS,WP_338416988.1,None
HS|WP_338416989.1,HS,WP_338416989.1,None
HS|WP_338416990.1,HS,WP_338416990.1,None
HS|WP_338416992.1,HS,WP_338416992.1,None
HS|WP_338416993.1,HS,WP_338416993.1,None
HS|WP_338416994.1,HS,WP_338416994.1,None
HS|WP_338416995.1,HS,WP_338416995.1,None
HS|WP_338416996.1,HS,WP_338416996.1,None
HS|WP_338416998.1,HS,WP_338416998.1,None
HS|WP_338416999.1,HS,WP_338416999.1,None
HS|WP_338417000.1,HS,WP_338417000.1,None
HS|WP_338417001.1,HS,WP_338417001.1,None
HS|WP_338417002.1,HS,WP_338417002.1,None
HS|WP_338417003.1,HS,WP_338417003.1,None
HS|WP_338417004.1,HS,WP_338417004.1,None
HS|WP_338417005.1,HS,WP_338417005.1,None
HS|WP_338417006.1,HS,WP_338417006.1,None
HS|WP_338417007.1,HS,WP_338417007.1,None
HS|WP_338417008.1,HS,WP_338417008.1,None
HS|WP_338417009.1,HS,WP_338417009.1,None
HS|WP_338417010.1,HS,WP_338417010.1,None
HS|WP_338417011.1,HS,WP_338417011.1,None
HS|WP_338417012.1,HS,WP_338417012.1,None
HS|WP_338417013.1,HS,WP_338417013.1,None
HS|WP_338417014.1,HS,WP_338417014.1,None
HS|WP_338417016.1,HS,WP_338417016.1,None
HS|WP_338417017.1,HS,WP_338417017.1,None
HS|WP_338417018.1,HS,WP_338417018.1,None
HS|WP_338417019.1,HS,WP_338417019.1,None
HS|WP_338417021.1,HS,WP_338417021.1,None
HS|WP_338417022.1,HS,WP_338417022.1,None
HS|WP_338417023.1,HS,WP_338417023.1,None
HS|WP_338417024.1,HS,WP_338417024.1,None
HS|WP_338417025.1,HS,WP_338417025.1,None
HS|WP_345944589.1,HS,WP_345944589.1,None
HS|WP_422388114.1,HS,WP_422388114.1,None
HS|WP_422388160.1,HS,WP_422388160.1,None
HS|WP_422388163.1,HS,WP_422388163.1,None
HS|WP_425250905.1,HS,WP_425250905.1,None
HS|WP_425250906.1,HS,WP_425250906.1,None
